blue_ref,red_ref,nir_ref,swir_ref,ndvi,ndwi,texture_var,thermal_bt,land_cover
0.2112,0.1313,0.0092,0.0022,-0.8696,0.8985,0.02001,291.61,2
0.0762,0.0624,0.7194,0.1721,0.8403,-0.8243,0.00622,299.16,1
0.211,0.42,0.1808,0.2854,-0.3982,0.2714,0.07399,309.88,0
0.11,0.0229,0.0161,0.0158,-0.173,0.6091,0.00101,295.08,2
0.0786,0.0287,0.0517,0.0064,0.2857,0.0184,0.00999,298.01,2
0.1834,0.1449,0.2741,0.3438,0.3085,-0.2511,0.06826,309.41,0
0.0323,0.0636,0.4108,0.1327,0.7319,-0.791,0.03897,295.3,1
0.0801,0.0329,0.0083,0.0127,-0.5958,0.7429,0.00598,301.33,2
0.1013,0.2591,0.1461,0.5283,-0.279,0.1045,0.05427,310.58,0
0.2196,0.45,0.1974,0.4803,-0.3901,0.2581,0.03151,303.18,0
0.215,0.2451,0.2318,0.4384,-0.0278,-0.0038,0.06111,303.95,0
0.2824,0.2263,0.2158,0.4331,-0.0239,0.0821,0.11046,300.86,0
0.0353,0.036,0.829,0.1826,0.9168,-0.9175,0.03175,291.57,1
0.1844,0.0588,0.4112,0.3123,0.7496,-0.5435,0.0296,303.56,0
0.143,0.0181,0.0147,0.0083,-0.101,0.6905,0.00606,294.42,1
0.1559,0.0102,0.0237,0.0076,0.3972,0.5563,0.0026,293.4,2
0.2544,0.3868,0.3343,0.3998,-0.0728,-0.0209,0.16571,306.81,0
0.1865,0.2608,0.1522,0.5327,-0.2629,0.19,0.08428,309.71,0
0.025,0.0405,0.4632,0.1638,0.8392,-0.8678,0.03764,298.76,1
0.2011,0.3441,0.2141,0.5031,-0.2329,0.1203,0.04979,306.77,0
0.314,0.2876,0.4104,0.4174,0.1759,-0.1541,0.04012,306.67,0
0.0866,0.2901,0.1475,0.4394,-0.3258,0.1215,0.06934,310.56,0
0.0936,0.0237,0.039,0.0094,0.2435,0.2016,0.0254,293.48,2
0.1654,0.02,0.019,0.0045,-0.0263,0.66,0.0132,297.94,2
0.1709,0.4145,0.42,0.3651,0.0067,-0.1787,0.05307,297.54,0
0.1701,0.2229,0.326,0.341,0.1878,-0.2479,0.03583,302.65,0
0.0407,0.0389,0.3388,0.1555,0.7938,-0.7896,0.01301,288.52,1
0.0322,0.034,0.7011,0.2295,0.9075,-0.9099,0.05416,289.88,1
0.058,0.0749,0.6987,0.1739,0.8064,-0.8264,0.00948,296.08,1
0.0436,0.0798,0.7092,0.1361,0.7978,-0.84,0.01179,294.42,0
0.2076,0.2535,0.1376,0.4549,-0.2962,0.2524,0.06219,305.76,0
0.2782,0.258,0.2813,0.3768,0.0432,-0.024,0.1007,309.3,0
0.0661,0.0434,0.4346,0.1057,0.8183,-0.7761,0.01191,291.17,1
0.2656,0.407,0.2299,0.3617,-0.2782,0.188,0.06638,302.97,0
0.0373,0.0741,0.6958,0.1529,0.8075,-0.8518,0.01605,292.39,1
0.2781,0.3599,0.2031,0.4569,-0.2785,0.222,0.03696,298.26,0
0.265,0.2839,0.3512,0.4765,0.1059,-0.1227,0.04861,293.56,0
0.1225,0.0423,0.0072,0.0143,-0.708,0.8387,0.00742,292.25,2
0.2292,0.2669,0.312,0.4483,0.0778,-0.1141,0.06108,309.83,0
0.0377,0.0492,0.7752,0.0886,0.8807,-0.8938,0.01902,302.15,1
0.0808,0.0712,0.4171,0.1659,0.7085,-0.6919,0.02432,294.01,1
0.1577,0.3051,0.2155,0.5377,-0.1721,0.0356,0.10625,307.45,0
0.0474,0.0282,0.7059,0.1296,0.9231,-0.8984,0.026,304.97,1
0.2353,0.3246,0.4182,0.4251,0.126,-0.198,0.06496,305.42,0
0.1348,0.1874,0.3261,0.5076,0.2701,-0.3387,0.08185,302.28,0
0.0798,0.0144,0.0071,0.0154,-0.3431,0.7396,0.00737,297.76,2
0.1674,0.2403,0.2293,0.4423,-0.0234,-0.0589,0.01562,301.68,0
0.1574,0.167,0.2144,0.382,0.1242,-0.1385,0.07335,301.93,2
0.0286,0.0342,0.7881,0.1875,0.9167,-0.9234,0.02721,290.45,1
0.0318,0.0535,0.4449,0.0765,0.7854,-0.8251,0.04785,297.13,1
0.1401,0.3253,0.2992,0.2402,-0.0417,-0.1251,0.12576,299.08,0
0.1952,0.2908,0.2663,0.2314,-0.0439,-0.0458,0.07025,300.88,0
0.2339,0.1252,0.0288,0.014,-0.6262,0.7237,0.00795,298.05,2
0.2011,0.3996,0.1903,0.3695,-0.3549,0.2244,0.12847,303.22,0
0.2268,0.1954,0.2083,0.4675,0.0321,0.0065,0.0735,304.24,0
0.0492,0.1052,0.7132,0.1172,0.7429,-0.8047,0.02401,297.91,1
0.2634,0.2246,0.3252,0.4318,0.183,-0.1426,0.13946,310.96,0
0.155,0.0444,0.2782,0.4956,0.7246,-0.4723,0.08706,299.89,0
0.0493,0.0722,0.7434,0.1659,0.823,-0.849,0.03391,293.28,1
0.1971,0.1988,0.4095,0.3466,0.3464,-0.3483,0.03236,303.22,0
0.0821,0.0329,0.3877,0.1296,0.8436,-0.7416,0.01116,291.35,1
0.19,0.3055,0.1669,0.3429,-0.2935,0.1951,0.04571,314.43,0
0.0253,0.0542,0.8353,0.1259,0.8782,-0.9092,0.01178,297.23,1
0.2353,0.3232,0.2672,0.308,-0.0948,0.022,0.05458,305.11,0
0.3136,0.3454,0.1979,0.4724,-0.2714,0.2494,0.02836,317.41,0
0.231,0.4353,0.3143,0.4699,-0.1615,0.0292,0.1277,304.17,0
0.0423,0.128,0.4191,0.1723,0.532,-0.6622,0.01343,291.71,1
0.096,0.3452,0.2616,0.467,-0.1378,-0.0849,0.07853,300.33,0
0.2215,0.1546,0.2762,0.4646,0.2822,-0.1899,0.11144,305.41,0
0.0473,0.0478,0.3389,0.0705,0.7528,-0.754,0.01717,294.61,1
0.2355,0.237,0.4835,0.3732,0.3422,-0.3436,0.07569,306.9,0
0.2124,0.3588,0.2311,0.3386,-0.2163,0.1054,0.02579,302.14,0
0.0694,0.026,0.8353,0.1339,0.9396,-0.892,0.03541,297.64,1
0.1871,0.3558,0.2978,0.3068,-0.0887,-0.0463,0.02337,303.9,0
0.2746,0.3176,0.2364,0.3842,-0.1465,0.112,0.11371,299.55,0
0.2072,0.3299,0.2117,0.4849,-0.2182,0.1183,0.05244,304.44,0
0.4327,0.3063,0.1418,0.4165,-0.3671,0.4453,0.082,298.1,0
0.2374,0.2965,0.2718,0.4275,-0.0435,-0.0089,0.06976,304.11,0
0.275,0.1495,0.1396,0.3856,-0.0343,0.2065,0.03735,309.81,0
0.2474,0.2484,0.2502,0.4711,0.0034,-0.0045,0.04879,308.57,0
0.3139,0.2037,0.2812,0.4552,0.1599,-0.0414,0.08107,301.76,0
0.206,0.4143,0.1827,0.327,-0.3878,0.2585,0.04028,304.85,0
0.3216,0.2715,0.2347,0.4851,-0.0728,0.1165,0.15999,302.5,0
0.047,0.0442,0.3933,0.2678,0.798,-0.7924,0.04282,295.32,1
0.1187,0.2836,0.2791,0.4469,-0.008,-0.1624,0.04304,295.73,0
0.2365,0.4502,0.2793,0.3463,-0.2342,0.1028,0.0814,306.56,0
0.167,0.3423,0.408,0.4544,0.0876,-0.2314,0.05611,303.51,0
0.2049,0.2115,0.4572,0.3384,0.3675,-0.3742,0.03419,306.92,0
0.05,0.0406,0.7607,0.2317,0.8986,-0.8875,0.02934,294.41,1
0.2252,0.2452,0.1745,0.5062,-0.1685,0.1482,0.05056,305.72,0
0.1879,0.3183,0.1638,0.3977,-0.3205,0.2142,0.04147,311.43,0
0.2697,0.3944,0.1422,0.4367,-0.4699,0.4003,0.05461,309.67,0
0.2908,0.2026,0.251,0.3573,0.1068,-0.0087,0.10077,304.81,0
0.0375,0.0522,0.8336,0.1825,0.8821,-0.8978,0.0329,294.69,1
0.2046,0.1672,0.3415,0.3754,0.3427,-0.2951,0.09709,311.02,0
0.2236,0.2902,0.5377,0.4126,0.2989,-0.3534,0.07439,299.95,0
0.0405,0.0399,0.3967,0.1293,0.817,-0.816,0.02331,301.96,1
0.2215,0.1563,0.2174,0.3446,0.1637,-0.0703,0.08668,299.74,0
0.0744,0.0451,0.5198,0.2008,0.8404,-0.7939,0.0249,286.64,1
0.2598,0.1954,0.6002,0.5389,0.5089,-0.4502,0.0532,305.14,0
0.0293,0.0255,0.8004,0.1131,0.9383,-0.9338,0.01508,298.83,1
0.055,0.0173,0.0167,0.0131,-0.0169,0.3675,0.00367,293.6,2
0.0262,0.0587,0.7074,0.1299,0.8468,-0.8868,0.02013,298.53,1
0.0882,0.019,0.0286,0.0025,0.2025,0.3038,0.0102,293.71,2
0.1095,0.0505,0.2935,0.1946,0.7063,-0.5716,0.03021,293.59,1
0.2782,0.4239,0.2274,0.384,-0.3018,0.2138,0.04905,310.04,0
0.1655,0.1929,0.5155,0.2598,0.4554,-0.4841,0.06346,311.54,0
0.2677,0.1115,0.2616,0.4821,0.4024,-0.1595,0.08458,306.59,0
0.3452,0.1498,0.4344,0.2678,0.4873,-0.2741,0.03581,305.92,0
0.2274,0.2054,0.1695,0.1926,-0.0957,0.1215,0.11053,304.4,0
0.3043,0.3887,0.2512,0.5441,-0.2149,0.1595,0.11158,306.6,0
0.0774,0.026,0.0147,0.0028,-0.2789,0.5578,0.01857,295.4,2
0.2877,0.3652,0.319,0.455,-0.0676,0.0116,0.02777,304.89,0
0.0822,0.0476,0.4943,0.1118,0.8245,-0.768,0.02058,297.11,1
0.0631,0.0603,0.4376,0.1612,0.7579,-0.7529,0.05362,293.37,1
0.1022,0.3273,0.1447,0.407,-0.3867,0.1947,0.04896,305.12,0
0.3376,0.1614,0.472,0.3156,0.4904,-0.3084,0.01389,309.29,0
0.1746,0.0846,0.5528,0.4088,0.7347,-0.6203,0.10774,316.86,0
0.1667,0.1932,0.2676,0.4833,0.1613,-0.1958,0.03209,297.37,0
0.3143,0.3119,0.2371,0.3306,-0.1363,0.1381,0.10289,299.33,0
0.216,0.3584,0.2117,0.2434,-0.2574,0.1514,0.02323,310.8,0
0.0748,0.0182,0.0106,0.0125,-0.2646,0.6285,0.00637,298.32,2
0.057,0.0274,0.3729,0.0714,0.8632,-0.7966,0.00539,296.11,1
0.0241,0.059,0.6378,0.148,0.8307,-0.8777,0.03624,295.92,1
0.0469,0.064,0.3539,0.1541,0.6936,-0.729,0.01541,292.97,1
0.034,0.0609,0.8074,0.1653,0.8598,-0.889,0.03497,296.33,1
0.0469,0.0866,0.4603,0.0596,0.6833,-0.7467,0.0071,293.98,1
0.3107,0.19,0.344,0.3783,0.2883,-0.1576,0.04419,305.17,0
0.0386,0.0495,0.2926,0.1417,0.7105,-0.7382,0.02201,299.42,1
0.0522,0.0487,0.7797,0.1309,0.8824,-0.8784,0.02715,296.85,1
0.1459,0.3213,0.4398,0.3095,0.1556,-0.3062,0.03698,309.87,0
0.3523,0.2155,0.4373,0.3736,0.3398,-0.2128,0.04365,306.59,0
0.1921,0.2349,0.1516,0.2909,-0.2157,0.1698,0.05212,302.98,0
0.2087,0.227,0.46,0.3974,0.3393,-0.3573,0.05295,298.64,0
0.105,0.0353,0.0305,0.009,-0.0722,0.3933,0.0118,296.72,1
0.2102,0.2678,0.1834,0.4265,-0.1871,0.1317,0.05154,300.26,0
0.0239,0.0241,0.7637,0.1508,0.9389,-0.9391,0.00562,295.8,1
0.2174,0.2092,0.4579,0.55,0.3727,-0.3644,0.0599,305.72,0
0.2642,0.0963,0.5152,0.3234,0.6851,-0.4816,0.06528,313.39,0
0.3759,0.4319,0.1444,0.3884,-0.4989,0.4734,0.03264,303.37,0
0.1881,0.2412,0.241,0.3095,-0.0005,-0.0578,0.0929,309.04,0
0.3089,0.1934,0.2087,0.4197,0.0379,0.0924,0.04565,302.28,0
0.0327,0.0746,0.3989,0.244,0.6849,-0.7629,0.01086,296.21,1
0.2804,0.1419,0.1716,0.3703,0.0947,0.1032,0.13368,305.48,0
0.0789,0.0631,0.4622,0.0985,0.7596,-0.7337,0.01239,298.12,1
0.2909,0.1798,0.1932,0.3194,0.036,0.0982,0.18,309.19,0
0.1943,0.2914,0.2602,0.4518,-0.0565,-0.0346,0.04096,305.14,0
0.0571,0.0444,0.4784,0.1302,0.8302,-0.8081,0.00988,290.84,1
0.1952,0.2451,0.2279,0.3808,-0.0364,-0.0173,0.0383,305.38,0
0.1876,0.2097,0.2297,0.4911,0.0455,-0.0726,0.04624,303.43,0
0.0663,0.0432,0.2971,0.1492,0.7461,-0.6888,0.03129,295.17,1
0.0473,0.03,0.7942,0.1102,0.9273,-0.9072,0.03756,294.47,1
0.3624,0.4287,0.2071,0.3786,-0.3485,0.3127,0.09346,304.59,0
0.0532,0.0495,0.7508,0.1901,0.8763,-0.872,0.01522,296.37,1
0.0477,0.0451,0.3376,0.1368,0.7645,-0.7584,0.04111,292.27,1
0.2493,0.233,0.1898,0.473,-0.1022,0.1192,0.10228,303.27,1
0.0279,0.0265,0.346,0.2013,0.8579,-0.8544,0.0123,297.45,1
0.052,0.0377,0.412,0.1567,0.8322,-0.8036,0.03605,298.48,1
0.087,0.0434,0.7239,0.1685,0.8869,-0.8347,0.02857,294.67,1
0.0556,0.0468,0.7493,0.1251,0.8825,-0.8721,0.03744,294.73,1
0.1593,0.0532,0.3613,0.3206,0.7432,-0.5455,0.01676,312.13,0
0.1523,0.1583,0.3603,0.4767,0.3896,-0.3977,0.08986,302.98,0
0.1965,0.3361,0.2018,0.5003,-0.2497,0.1378,0.05642,304.68,0
0.1812,0.2596,0.2815,0.4207,0.0406,-0.1218,0.05431,308.34,0
0.2125,0.4458,0.2098,0.3677,-0.36,0.2214,0.05881,314.18,0
0.1929,0.353,0.2508,0.2382,-0.1693,0.0424,0.07789,301.49,0
0.2678,0.358,0.361,0.4985,0.0042,-0.0713,0.0541,304.35,0
0.2224,0.4116,0.2596,0.2548,-0.2264,0.0995,0.05863,313.06,0
0.3829,0.2618,0.1403,0.34,-0.3022,0.3935,0.0445,305.01,0
0.0366,0.0576,0.4552,0.2079,0.7753,-0.8124,0.01015,295.73,1
0.2814,0.3013,0.4535,0.422,0.2015,-0.2176,0.01902,304.96,0
0.3299,0.2134,0.2494,0.3376,0.0777,0.0428,0.05288,301.24,0
0.0463,0.0309,0.3871,0.1605,0.8523,-0.8187,0.03689,299.61,1
0.0422,0.0562,0.7542,0.1712,0.8614,-0.8776,0.00773,299.94,1
0.3026,0.2989,0.2384,0.3789,-0.1126,0.1156,0.04448,300.31,0
0.2148,0.3502,0.2612,0.4347,-0.1455,0.0391,0.02893,312.47,0
0.0373,0.0284,0.6993,0.1357,0.9221,-0.9103,0.0356,290.35,1
0.2365,0.1298,0.0077,0.0062,-0.8886,0.9197,0.01183,298.87,2
0.2281,0.1637,0.2562,0.4874,0.2203,-0.1334,0.04353,308.75,0
0.0687,0.0366,0.6799,0.1304,0.8978,-0.8562,0.04297,296.96,1
0.0504,0.1173,0.7137,0.2439,0.7177,-0.7898,0.01495,294.22,1
0.1328,0.1096,0.0171,0.0082,-0.7299,0.7526,0.01344,298.2,2
0.0353,0.0434,0.7765,0.1652,0.8942,-0.9036,0.02494,293.73,1
0.0808,0.0435,0.7504,0.1578,0.8904,-0.847,0.0114,295.1,1
0.24,0.3027,0.2178,0.4682,-0.1632,0.1095,0.08824,305.04,0
0.0209,0.0233,0.4205,0.1136,0.8951,-0.9002,0.00884,300.19,1
0.3358,0.4266,0.172,0.3508,-0.4252,0.378,0.10452,302.44,0
0.2589,0.2149,0.3029,0.307,0.1699,-0.1223,0.07118,304.16,0
0.0833,0.0232,0.0134,0.0243,-0.2691,0.5986,0.00942,295.09,2
0.2633,0.3012,0.3701,0.4136,0.1027,-0.1347,0.04037,308.62,0
0.2341,0.2513,0.2554,0.5359,0.0082,-0.0256,0.16826,299.09,0
0.0657,0.0564,0.4314,0.1777,0.7689,-0.7522,0.01496,292.53,1
0.2601,0.2321,0.3743,0.442,0.2345,-0.2066,0.04717,299.63,0
0.1301,0.4423,0.2799,0.487,-0.2248,0.0111,0.07406,305.54,0
0.2769,0.3585,0.3743,0.4045,0.0215,-0.0817,0.07158,309.57,0
0.076,0.064,0.7671,0.1929,0.8459,-0.8327,0.08698,295.96,1
0.1807,0.2178,0.2386,0.5118,0.0457,-0.09,0.133,304.83,0
0.3008,0.322,0.2992,0.2315,-0.0367,0.02,0.06292,299.48,0
0.2188,0.2732,0.1803,0.3263,-0.2049,0.1542,0.05101,299.11,0
0.0375,0.0326,0.3921,0.1206,0.8466,-0.8359,0.04542,292.12,2
0.2701,0.3345,0.2318,0.4148,-0.1814,0.132,0.11817,306.17,0
0.1725,0.2626,0.3774,0.2521,0.1793,-0.2686,0.04902,298.65,0
0.2387,0.2382,0.4042,0.3526,0.2584,-0.2579,0.11544,296.98,0
0.0819,0.3837,0.2744,0.3274,-0.1661,-0.082,0.03816,299.62,0
0.0404,0.0312,0.4639,0.2015,0.874,-0.8567,0.01669,293.9,1
0.2058,0.3409,0.1574,0.3018,-0.3682,0.2692,0.16679,304.62,0
0.0841,0.0237,0.006,0.0054,-0.5934,0.7982,0.0021,297.71,2
0.2061,0.1463,0.2334,0.3143,0.2294,-0.1396,0.0537,304.97,0
0.0497,0.059,0.818,0.2054,0.8654,-0.8754,0.03301,294.86,1
0.041,0.0338,0.4048,0.0848,0.8459,-0.831,0.01666,287.67,1
0.2443,0.3039,0.1914,0.3458,-0.2272,0.1777,0.05353,306.32,0
0.065,0.0216,0.8095,0.1328,0.948,-0.8984,0.01359,290.18,1
0.1986,0.1644,0.2523,0.35,0.2109,-0.1633,0.0302,293.6,1
0.2062,0.1982,0.025,0.0092,-0.7757,0.7797,0.02262,295.93,2
0.2102,0.4072,0.2496,0.4803,-0.24,0.1059,0.04987,307.89,0
0.0258,0.0456,0.8068,0.1327,0.8931,-0.9153,0.04395,296.12,1
0.2885,0.454,0.3607,0.3526,-0.1145,0.0144,0.06084,310.3,0
0.2541,0.3647,0.1483,0.5065,-0.4217,0.3519,0.09099,310.12,0
0.165,0.2867,0.2374,0.4103,-0.0941,-0.0249,0.08064,305.34,0
0.3756,0.416,0.3671,0.3848,-0.0624,0.0376,0.03552,314.28,0
0.3087,0.2597,0.2525,0.4578,-0.0142,0.0591,0.06498,308.53,1
0.3305,0.3383,0.2322,0.503,-0.1861,0.1805,0.04586,305.51,0
0.3582,0.4303,0.2947,0.3683,-0.1871,0.1445,0.0729,305.46,0
0.2411,0.3014,0.1417,0.311,-0.3605,0.3138,0.05509,301.51,0
0.2743,0.1591,0.419,0.433,0.4495,-0.3182,0.10634,296.37,0
0.0611,0.0782,0.4403,0.1847,0.6984,-0.7268,0.01845,288.59,1
0.1097,0.0244,0.0273,0.0127,0.0561,0.4209,0.00767,291.85,2
0.2763,0.2447,0.222,0.5101,-0.0486,0.0798,0.12067,304.07,0
0.0428,0.0409,0.735,0.1391,0.8946,-0.8923,0.07176,290.43,1
0.1463,0.2917,0.2568,0.5587,-0.0637,-0.0794,0.10234,308.69,0
0.2776,0.2524,0.4149,0.381,0.2436,-0.2206,0.03113,300.16,0
0.2283,0.2035,0.4728,0.411,0.3983,-0.373,0.02832,306.6,0
0.3,0.2352,0.1899,0.2853,-0.1064,0.1697,0.09129,304.92,0
0.2208,0.2805,0.3104,0.2429,0.0506,-0.1065,0.04892,295.13,0
0.2131,0.2632,0.4007,0.389,0.2072,-0.2545,0.11589,307.75,0
0.2493,0.2625,0.2365,0.3683,-0.0522,0.0395,0.10173,302.29,0
0.114,0.3164,0.285,0.4887,-0.0523,-0.1394,0.01661,301.12,0
0.31,0.3482,0.3704,0.3973,0.0309,-0.059,0.06872,302.44,0
0.0398,0.0772,0.7176,0.188,0.8057,-0.8492,0.04009,300.86,1
0.299,0.3464,0.1046,0.3,-0.5363,0.5105,0.0316,308.2,0
0.266,0.2587,0.3669,0.4641,0.173,-0.1661,0.02091,301.88,0
0.1722,0.4313,0.217,0.3592,-0.3306,0.1634,0.09419,310.73,0
0.0605,0.0393,0.7633,0.2336,0.902,-0.8772,0.02354,295.83,1
0.1224,0.2424,0.1859,0.3765,-0.1321,-0.0093,0.04524,305.7,0
0.0319,0.0403,0.6896,0.1087,0.8896,-0.9005,0.01224,293.66,1
0.0604,0.0607,0.8127,0.1415,0.861,-0.8613,0.02406,294.56,1
0.2047,0.3051,0.315,0.3421,0.016,-0.1054,0.08759,310.22,0
0.069,0.0278,0.0205,0.0095,-0.1507,0.4043,0.00619,293.56,2
0.1592,0.4374,0.1439,0.3604,-0.505,0.3493,0.12809,305.79,0
0.3224,0.2378,0.3062,0.456,0.1258,-0.0446,0.18,293.23,0
0.2355,0.2752,0.2607,0.3366,-0.0271,-0.0104,0.04086,305.48,0
0.0299,0.0463,0.8215,0.1237,0.8932,-0.9113,0.02463,290.82,1
0.0908,0.0442,0.3362,0.2095,0.7678,-0.6657,0.02612,289.64,1
0.2339,0.1368,0.0365,0.0044,-0.5787,0.6709,0.01684,296.28,2
0.0599,0.0497,0.7863,0.1328,0.8811,-0.8696,0.04001,296.62,1
0.2298,0.4045,0.3186,0.3103,-0.1188,-0.0023,0.05386,304.69,0
0.0905,0.0726,0.7852,0.1407,0.8308,-0.8119,0.01781,303.17,1
0.2215,0.2447,0.2232,0.3239,-0.0461,0.0218,0.11898,304.88,0
0.1103,0.0291,0.0123,0.0042,-0.4079,0.701,0.00501,295.94,2
0.2232,0.4693,0.3536,0.4245,-0.1407,-0.0104,0.02493,303.55,0
0.0867,0.0213,0.459,0.2281,0.9113,-0.7895,0.01807,294.07,2
0.311,0.1183,0.3046,0.3682,0.4404,-0.1731,0.05349,301.97,0
0.1515,0.3435,0.2661,0.3608,-0.127,-0.0362,0.05579,305.95,0
0.0748,0.0471,0.7311,0.0798,0.8789,-0.8461,0.03565,290.74,1
0.2677,0.2835,0.1726,0.4757,-0.2432,0.2299,0.14322,299.83,0
0.2556,0.2792,0.1278,0.4834,-0.372,0.3532,0.09672,310.64,0
0.2853,0.2998,0.2776,0.2243,-0.0384,0.0262,0.03394,303.27,0
0.032,0.0342,0.7333,0.0701,0.9109,-0.9136,0.01358,303.7,1
0.3043,0.2625,0.2234,0.3954,-0.0805,0.1184,0.04804,306.75,0
0.2755,0.1581,0.1541,0.515,-0.0129,0.1692,0.12104,306.98,0
0.193,0.1154,0.061,0.0157,-0.3084,0.4331,0.00501,294.22,2
0.2494,0.1488,0.333,0.4721,0.3823,-0.2516,0.08248,310.78,0
0.0553,0.0414,0.4141,0.127,0.8181,-0.7908,0.03083,291.46,1
0.0282,0.0632,0.3399,0.1593,0.6865,-0.7631,0.03599,291.16,1
0.0439,0.035,0.7823,0.087,0.9144,-0.904,0.02511,287.74,1
0.194,0.2294,0.1858,0.4143,-0.1049,0.0651,0.08942,303.14,0
0.0257,0.0625,0.7381,0.1138,0.8438,-0.8872,0.02615,288.1,1
0.1542,0.0277,0.0052,0.0111,-0.6825,0.8912,0.00844,297.14,0
0.0529,0.0763,0.658,0.1668,0.7923,-0.8212,0.01719,293.77,1
0.2562,0.2461,0.2191,0.2154,-0.058,0.0681,0.10082,303.25,0
0.0347,0.0223,0.7203,0.2337,0.94,-0.9239,0.0255,295.08,1
0.2508,0.2865,0.2236,0.2835,-0.1235,0.0917,0.05832,309.45,0
0.1434,0.0144,0.0355,0.0059,0.4214,0.3798,0.00694,296.75,2
0.2191,0.3636,0.3991,0.4351,0.0465,-0.1561,0.04106,303.48,2
0.2617,0.3064,0.132,0.2763,-0.3977,0.3654,0.08059,303.63,0
0.2668,0.2818,0.2079,0.3083,-0.1508,0.1376,0.06873,308.45,0
0.3476,0.2902,0.2483,0.3754,-0.0779,0.1246,0.02169,305.63,0
0.0309,0.0612,0.8438,0.1195,0.8648,-0.8965,0.0201,294.46,1
0.0322,0.0494,0.7353,0.1935,0.8741,-0.8949,0.00449,288.23,1
0.0285,0.0595,0.7059,0.1191,0.8445,-0.8827,0.02973,293.91,1
0.156,0.135,0.1915,0.4408,0.1732,-0.1366,0.06005,304.03,0
0.0321,0.034,0.777,0.1156,0.9162,-0.9184,0.05243,297.17,1
0.2951,0.2561,0.2469,0.3248,-0.0182,0.0548,0.09552,306.96,0
0.0596,0.0369,0.7315,0.1089,0.9039,-0.8763,0.0155,291.5,1
0.1462,0.234,0.1709,0.3607,-0.1558,0.0532,0.08868,306.71,0
0.0835,0.0159,0.0213,0.0096,0.1452,0.4005,0.00442,298.77,2
0.0844,0.0693,0.358,0.1692,0.6757,-0.6466,0.01259,299.8,1
0.15,0.4989,0.3188,0.3195,-0.2203,0.0088,0.10321,310.22,0
0.2258,0.1529,0.0257,0.0043,-0.7122,0.761,0.0202,296.63,2
0.0275,0.0446,0.4077,0.2076,0.8027,-0.8375,0.04428,293.28,1
0.3546,0.2442,0.3764,0.401,0.2129,-0.1139,0.08829,297.46,0
0.2541,0.413,0.2292,0.2698,-0.2862,0.1854,0.0443,299.85,0
0.0436,0.0485,0.3278,0.2059,0.7422,-0.7536,0.01095,295.92,1
0.2946,0.217,0.2686,0.4136,0.1062,-0.0243,0.05908,305.74,0
0.1889,0.3839,0.2942,0.4286,-0.1322,-0.0135,0.08131,307.04,0
0.2136,0.3699,0.1573,0.328,-0.4032,0.2993,0.05944,303.26,0
0.0751,0.1276,0.2078,0.2771,0.2391,-0.3442,0.03028,304.17,0
0.0556,0.0316,0.0219,0.0166,-0.1818,0.3312,0.0054,294.53,2
0.0438,0.047,0.4178,0.114,0.7977,-0.804,0.00958,290.97,1
0.2547,0.261,0.1983,0.3247,-0.1367,0.1307,0.01405,301.54,0
0.0645,0.0867,0.3281,0.1891,0.5819,-0.6255,0.0293,293.66,1
0.275,0.2007,0.4136,0.4674,0.3467,-0.2698,0.01665,310.64,0
0.2144,0.3885,0.2575,0.3931,-0.2028,0.0787,0.04511,306.46,0
0.2104,0.487,0.4427,0.3945,-0.0476,-0.1188,0.09563,297.74,0
0.2918,0.2122,0.2068,0.5012,-0.0131,0.0987,0.10591,297.83,0
0.1525,0.4693,0.3042,0.4622,-0.2135,0.0109,0.09068,300.07,0
0.3956,0.3169,0.218,0.3596,-0.185,0.2409,0.03261,308.2,0
0.0367,0.0645,0.3399,0.242,0.681,-0.7408,0.00405,298.23,1
0.4347,0.1418,0.4234,0.3709,0.4983,-0.1899,0.17016,302.12,0
0.2726,0.2629,0.1944,0.2941,-0.1498,0.1587,0.18,312.61,0
0.0265,0.0567,0.7779,0.1246,0.8642,-0.8985,0.01555,293.28,1
0.0298,0.038,0.4526,0.1178,0.8451,-0.8607,0.01049,297.02,1
0.2709,0.1826,0.3872,0.5557,0.359,-0.2613,0.05123,307.66,0
0.1383,0.2213,0.3316,0.4202,0.1996,-0.2968,0.04697,302.81,0
0.1701,0.1741,0.0239,0.0069,-0.7583,0.7558,0.00546,295.78,2
0.2281,0.3229,0.1954,0.4067,-0.2461,0.1701,0.0819,300.97,0
0.2525,0.1208,0.3139,0.5363,0.4442,-0.2542,0.15892,308.83,0
0.0911,0.0264,0.0078,0.0115,-0.543,0.7652,0.00642,288.25,1
0.0488,0.0633,0.8031,0.0985,0.8538,-0.8695,0.02114,296.0,1
0.0518,0.0271,0.402,0.084,0.8736,-0.8213,0.04808,294.97,1
0.1564,0.254,0.446,0.494,0.2742,-0.3697,0.09719,304.13,0
0.0586,0.0594,0.7115,0.1438,0.8458,-0.8468,0.03086,287.6,1
0.2688,0.453,0.3305,0.4533,-0.1564,0.044,0.05545,310.36,0
0.0587,0.0561,0.7897,0.162,0.8673,-0.8644,0.07167,301.35,1
0.2084,0.2269,0.2457,0.435,0.0398,-0.0606,0.11007,305.69,1
0.0632,0.0303,0.679,0.1156,0.9145,-0.8711,0.04652,294.22,1
0.2635,0.257,0.2495,0.4988,-0.0149,0.0212,0.06626,311.78,0
