altitude_km,vertical_extent_km,temperature_c,optical_thickness,droplet_radius_um,liquid_water_path,wind_shear,humidity_pct,albedo,pressure_hpa,cloud_type
2.8041,5.0398,10.0829,1.2972,11.3037,830.4876,5.2087,69.1754,0.415,725.6858,Cumulus
1.5028,2.5067,11.4739,4.6597,15.9142,292.9888,3.7001,67.0877,0.6007,840.4332,Cumulus
1.6807,1.4666,0.725,6.2814,11.4637,186.1437,4.3058,75.4375,0.5282,837.1068,Cumulus
2.4824,3.52,1.9958,5.9334,13.0636,478.4394,3.2132,59.8553,0.7749,739.0344,Cumulus
1.7574,2.2185,5.056,3.0524,14.7613,254.2211,3.9919,73.3072,0.3146,827.5623,Cumulus
3.0036,3.8395,7.4807,3.2455,15.0173,552.7979,2.9494,78.5156,0.8036,721.133,Cumulus
1.5029,2.5744,9.5525,3.967,14.0357,316.1202,4.511,86.1974,0.5303,885.8945,Cumulus
1.6429,2.2945,9.2987,5.2793,16.9164,256.6728,5.1813,75.1038,0.5509,856.0146,Cirrus
1.6093,2.6576,12.4684,1.9521,15.7095,337.3221,3.7948,82.4312,0.2998,819.5829,Cumulus
1.6909,3.4062,12.594,4.9802,15.1809,480.6761,5.6813,67.561,0.8119,818.3696,Cumulus
3.1893,2.6181,4.5105,5.4671,13.2833,328.8031,5.2696,68.9571,0.6431,663.1403,Cumulus
2.7659,2.4026,8.9543,4.5754,17.4671,203.6754,3.064,85.4785,0.3906,704.1491,Cumulus
3.7389,2.6409,4.6087,5.788,13.1299,319.4144,6.7338,58.2842,0.6758,653.1208,Cumulus
4.2409,1.7825,7.247,5.3356,15.4452,201.2641,9.2908,67.9686,0.4732,600.0458,Cumulus
1.2724,3.1176,9.2872,4.1875,17.104,402.0843,4.7255,83.2845,0.6287,900.2472,Cumulus
2.2634,1.3706,-5.6348,2.0957,16.2297,153.1991,1.9029,69.8889,0.1273,794.979,Cumulus
1.1414,2.4447,17.645,5.2001,15.9564,297.9141,7.3276,69.144,0.6013,885.2443,Cumulus
1.5002,3.4075,10.2656,3.5704,9.4441,460.3675,6.0136,69.3467,0.601,844.2446,Cumulus
1.6329,3.0424,5.6172,4.1325,14.0277,390.2874,4.4889,73.1715,0.6101,864.3626,Cumulus
1.2486,3.2723,15.7095,5.7187,15.3277,456.8361,5.4521,82.8608,0.8,904.0379,Cumulus
1.2533,2.748,6.6103,7.126,15.2171,343.2822,5.989,81.2423,0.9089,864.4408,Cumulus
2.0701,3.7358,8.5301,4.9429,12.4321,519.4746,3.2593,72.1146,0.8993,773.892,Cumulus
1.105,3.5398,6.0515,5.8311,13.4167,480.0883,4.9344,82.9239,0.9223,886.1838,Cumulus
2.9579,3.1569,14.608,2.8333,11.357,423.6876,3.6817,75.4179,0.5126,713.4956,Cumulus
1.374,3.542,7.5801,5.3683,14.5462,482.0442,6.4686,80.5912,0.8767,860.3984,Cumulus
4.7286,3.4003,8.5979,4.9101,9.6433,445.5274,13.3612,61.7163,0.7303,584.7537,Cumulus
1.7938,2.4484,12.8151,6.8438,16.3059,297.2881,5.8727,89.3855,0.7519,847.3499,Cumulus
2.2648,1.7249,10.3406,4.1893,17.2162,170.9473,2.0789,74.2021,0.3904,748.8108,Cumulus
1.0342,3.1363,7.7826,4.6375,12.8283,434.7223,7.1568,44.5169,0.7089,890.1031,Cumulus
3.7355,3.2369,12.4416,6.5882,14.6636,433.529,6.1905,88.5953,0.8987,630.7437,Cumulus
3.2076,3.6724,18.1539,4.8619,14.002,478.4042,4.5271,72.0505,0.8172,690.237,Cumulus
2.4672,2.0509,9.2696,3.3367,14.8503,255.1666,1.6884,68.0451,0.3221,757.2391,Cumulus
0.9879,2.0749,8.467,8.8274,12.2621,183.4179,8.4263,65.9432,0.6141,888.6281,Cumulus
2.3896,3.1679,8.6825,3.3821,15.8657,415.6746,2.9736,76.395,0.6219,765.0463,Cumulus
1.1907,2.7431,13.2417,4.9029,11.6037,314.5816,3.9374,63.1161,0.6495,872.5739,Cumulus
3.5161,1.2914,5.6032,5.52,12.2378,168.2943,4.859,66.2309,0.4942,669.688,Cumulus
2.9283,3.1001,6.8867,5.4014,15.3086,405.5771,2.7711,66.4712,0.682,707.1929,Cumulus
2.2859,1.3181,1.8502,4.7154,13.9152,118.7265,2.7718,69.0775,0.3339,772.4818,Cumulus
0.1,2.0438,3.2645,4.7229,12.7137,226.9885,14.7515,66.8479,0.448,1006.2223,Cumulus
1.3149,3.8813,5.9288,4.6476,13.3333,528.8563,6.3555,80.5281,0.7796,864.1595,Cumulus
2.819,4.2599,7.7763,3.3261,17.5608,600.7652,4.867,74.7106,0.6705,729.0875,Cumulus
3.2916,1.8275,15.0763,8.2253,15.0249,192.3547,4.1783,75.9304,0.6792,659.5815,Cumulus
3.1983,2.5365,10.144,4.67,14.2883,290.3732,2.1699,78.106,0.5928,693.2711,Cumulus
0.7672,2.8341,4.3517,5.8954,14.3448,349.995,9.2891,71.0691,0.7239,912.1457,Cumulus
2.4714,4.225,5.0881,4.498,16.7356,608.8363,2.3552,61.7969,0.95,756.074,Cumulus
3.114,2.4057,13.499,4.4679,15.2542,262.5239,2.6596,90.0517,0.5491,677.206,Cumulus
0.7075,2.4185,12.5064,4.3168,13.6897,239.1609,9.481,81.2753,0.5643,928.7129,Cumulus
2.1929,4.039,8.1126,2.6752,15.2819,567.51,3.9407,88.1283,0.6578,777.9218,Stratus
2.4465,2.5002,6.2299,4.7591,12.1201,300.414,2.3391,82.3454,0.5719,757.2457,Cumulus
1.9293,3.3778,12.4997,4.3895,11.9117,458.6674,1.7361,67.3963,0.6376,790.9763,Cumulus
0.5331,1.6183,4.0267,6.7573,12.2757,181.0825,8.5798,48.5202,0.5286,962.2676,Cumulus
1.9069,2.663,9.5681,3.2049,14.8471,357.0643,2.8147,59.709,0.3817,825.4573,Cumulus
1.9054,1.4723,17.0906,4.1343,16.2374,164.7119,3.3363,78.3652,0.3912,811.8186,Cumulus
2.0667,1.9557,8.8214,3.6523,14.9072,261.5646,2.557,70.9825,0.4845,787.87,Cumulus
1.6929,3.4714,4.8976,7.1638,15.3577,523.6205,3.4748,67.8015,0.8921,795.9816,Cumulus
1.8013,2.7601,9.6415,3.6959,13.0429,295.1223,4.2759,47.0445,0.5034,806.7247,Cumulus
2.1643,2.5447,6.12,5.8434,14.9085,253.1471,3.8642,71.8687,0.5517,791.4368,Cumulus
2.5982,2.201,2.4235,6.4552,12.4957,237.4576,3.2791,61.1822,0.6884,757.9091,Cumulus
1.926,2.6235,10.8041,4.7808,15.0936,324.9471,4.8338,64.7562,0.6016,793.8559,Cumulus
1.8313,3.0409,12.4713,2.9348,11.7883,389.7065,3.804,80.501,0.4325,859.4917,Cumulus
2.2831,3.5863,6.7564,2.9538,15.6063,487.7293,2.2027,61.7086,0.6239,779.693,Cumulus
0.4712,0.6999,6.4911,6.2896,10.6759,64.0635,10.8448,62.6631,0.2571,937.7238,Cumulus
2.6293,2.1346,4.1537,3.1091,14.5095,224.8791,2.6643,73.8558,0.3519,765.0298,Cumulus
2.1995,2.9273,7.4003,5.588,15.6029,341.2661,1.2693,80.7236,0.6709,762.6336,Cumulus
2.2357,2.7209,5.7505,5.1715,15.5992,319.3513,2.6092,67.9729,0.595,783.0126,Cumulus
3.0647,3.1227,3.9559,5.5657,12.3462,407.2164,4.7337,86.6722,0.8264,691.6255,Cumulus
0.4425,3.014,15.5687,5.7074,12.9635,365.7545,11.9612,59.2133,0.7588,937.5611,Cumulus
0.4235,2.5561,9.866,3.5995,10.3625,299.2313,12.4002,57.4594,0.484,974.0398,Cumulus
2.4464,2.3785,10.2896,3.5367,12.6017,297.6394,3.128,56.6071,0.5338,753.3871,Cumulus
2.1936,2.6036,11.5336,6.0724,16.3942,297.406,5.0715,55.4782,0.6826,808.6136,Cumulus
2.3532,3.719,11.0841,4.056,15.915,524.4088,2.2575,75.3655,0.7498,744.3406,Cumulus
1.7841,2.2144,6.3476,0.8748,15.332,226.9386,2.8725,62.2221,0.1256,802.0669,Cumulus
2.7979,2.7498,9.0902,5.9731,15.4074,303.0625,4.6758,57.8981,0.7101,721.7647,Cumulus
3.0394,2.9467,6.9239,3.4456,15.4992,372.6425,2.8412,75.798,0.5125,747.0278,Cumulus
2.6356,4.0483,9.7539,5.7007,14.0574,577.7858,2.9447,80.2395,0.8372,762.7141,Cumulus
1.9653,2.5598,9.3668,7.0892,13.4149,274.8833,3.7223,82.5086,0.75,812.3886,Cumulus
0.3031,3.567,6.4694,5.0251,11.6946,503.2016,12.363,80.7528,0.8438,980.3123,Cumulus
2.8923,3.7856,2.6828,6.4936,12.8421,549.0727,2.5985,62.819,0.8589,720.6273,Cumulus
3.2996,2.749,8.5849,5.2307,12.7208,320.7883,3.7503,74.7609,0.6451,734.1431,Cumulus
2.7801,2.6314,7.1829,7.3811,15.6915,351.7429,3.3799,76.9687,0.7919,733.1878,Cumulus
1.4083,2.5368,0.4385,3.4068,14.0198,254.6034,4.9457,67.2512,0.4592,862.3396,Cumulus
2.8064,2.5953,10.0306,4.9877,18.9949,331.2516,4.6063,73.6475,0.669,740.8623,Cumulus
2.9745,3.4834,11.8614,6.0097,13.4127,440.3538,3.0944,59.4838,0.95,686.2917,Cumulus
3.6029,2.9848,18.1134,4.7144,13.8935,392.3435,4.511,65.724,0.6852,651.2854,Cumulus
1.4115,2.9882,6.4352,6.7283,12.3403,357.1555,6.8229,75.7179,0.8657,858.1277,Cumulus
1.9962,1.8998,5.8452,4.3519,14.6479,207.5408,4.1705,87.0754,0.5176,818.7975,Cumulus
2.8725,2.026,3.5623,8.1041,14.6109,206.8536,3.6172,83.5144,0.6859,703.1821,Cumulus
2.2517,4.5148,8.8346,8.1833,15.2424,663.9528,1.4885,78.6086,0.95,780.485,Cumulus
1.1944,2.6577,8.8093,5.4231,13.6844,347.2719,6.1856,72.797,0.6628,871.9618,Cumulus
2.5732,2.1802,4.7548,5.8289,14.6646,239.1477,1.8798,71.2477,0.5713,732.9738,Cumulus
2.7208,3.9449,7.3003,6.7875,14.1776,595.4728,3.2631,57.524,0.95,724.4118,Cumulus
2.2792,3.0254,0.0853,3.2192,12.8205,376.6716,2.5253,63.6449,0.4462,779.9045,Cumulus
2.3976,3.2625,11.7055,3.032,13.2911,451.0597,4.1369,63.9715,0.5693,739.1854,Cumulus
1.9672,2.6896,4.9173,6.8846,14.347,300.0311,1.935,77.7476,0.7037,821.9649,Cumulus
3.5305,2.5451,7.8614,5.411,13.8896,298.0829,4.1883,81.4495,0.5646,674.8459,Cumulus
1.3894,2.6643,2.2932,4.6602,15.0085,307.5054,5.8922,79.3657,0.6232,864.392,Cumulus
1.6714,1.6938,5.6706,5.0167,14.321,201.9752,4.8066,83.8267,0.5348,832.8746,Cumulus
2.2099,2.7297,6.8816,1.4209,15.0553,342.4755,0.1442,72.7226,0.2365,761.0167,Cumulus
2.9911,3.0368,7.9548,4.7142,11.9083,344.1411,1.9402,62.1707,0.6958,703.5059,Cumulus
0.8524,4.2804,9.9189,3.8704,14.9938,601.8405,8.2917,71.5007,0.658,916.8663,Cumulus
1.0207,2.8688,13.7563,6.3771,13.1771,345.7019,8.9855,64.7516,0.7489,891.8942,Cumulus
0.366,0.9327,10.9308,6.4925,13.6114,98.6198,13.9131,78.5786,0.3167,976.3736,Cumulus
2.2294,2.7248,11.8487,5.865,16.4325,337.7481,2.2266,68.4091,0.7097,765.783,Cumulus
1.1935,4.9916,13.7844,5.5932,13.1131,749.8826,6.4032,71.0147,0.949,884.1426,Cumulus
1.8539,3.4931,10.2788,2.754,13.3435,457.0129,2.9953,78.9362,0.5473,823.7837,Cumulus
2.7952,2.1513,7.8532,5.886,14.5917,259.7904,4.225,64.5891,0.6021,700.6967,Cumulus
1.6226,3.2729,12.0364,5.9441,15.6183,400.5037,6.0768,81.6398,0.7736,838.1248,Cumulus
2.4082,2.2064,12.292,6.8678,14.2159,251.33,4.2593,58.524,0.7591,739.5691,Cumulus
1.9306,1.717,10.5943,8.1773,13.5587,188.4914,3.7446,75.0655,0.6071,791.0957,Cumulus
2.8049,2.5213,2.1815,2.4612,15.8955,292.6754,2.1683,71.091,0.4927,713.8479,Cumulus
2.6276,2.8732,4.6342,4.4173,15.428,366.3386,2.8472,80.2734,0.6129,773.5784,Cumulus
1.5773,1.3023,6.9006,3.8866,13.9942,133.3007,6.0543,58.2563,0.2677,850.199,Cumulus
2.0482,1.8807,11.1185,5.2588,12.8425,217.4389,2.7316,56.6921,0.5044,809.2461,Cirrus
3.1394,2.8083,7.9146,5.0201,15.4985,315.5302,1.9334,79.5004,0.6438,706.0337,Cumulus
2.554,2.4735,12.5475,4.6489,13.9017,309.026,3.2277,68.0908,0.6695,747.3348,Cumulus
0.9427,3.1158,13.2609,6.5414,14.0887,419.2181,7.8839,71.092,0.8571,916.0153,Cumulus
2.7901,1.8283,12.7967,3.3479,14.4152,195.697,1.4394,65.4025,0.3017,715.1656,Cumulus
1.2239,3.3713,12.8222,3.4383,11.4291,460.547,6.9547,81.1281,0.6877,888.5507,Cumulus
3.4713,1.853,3.852,3.4637,14.6521,204.8982,5.1452,74.9922,0.2845,690.8032,Cumulus
3.1217,4.1142,9.9305,4.4595,15.9476,603.6526,6.38,74.4066,0.7917,716.9663,Cumulus
2.4609,1.4274,5.5699,3.1571,16.2274,147.7425,1.5325,60.3038,0.2773,777.1808,Cumulus
2.3415,1.926,1.4037,4.9271,15.0703,196.709,4.3819,77.0151,0.4964,776.0013,Cumulus
2.0119,3.1339,6.8501,4.7518,12.3588,404.6358,5.0432,62.0779,0.7053,823.517,Cirrus
2.8107,4.1314,13.2989,3.8202,16.727,561.3007,3.1867,65.4145,0.7516,731.836,Cumulus
1.8663,3.052,9.843,6.3106,15.4931,386.6848,3.2365,58.3465,0.783,847.1903,Cumulus
2.412,3.2503,16.0712,4.9107,13.0504,417.3749,1.8654,70.4346,0.7814,767.8258,Cumulus
2.9847,2.814,8.7089,6.594,13.8881,335.6635,3.3968,82.6447,0.776,710.0584,Cumulus
1.6944,1.9789,17.7912,4.7074,14.8012,213.0323,4.5456,74.2669,0.4089,812.3584,Cumulus
1.6454,2.4079,8.7101,4.9637,16.3389,262.4352,3.5988,67.5818,0.4951,821.6852,Cumulus
1.1251,1.8305,8.0899,4.1558,14.1243,213.0717,8.2231,73.0915,0.5149,873.4544,Cumulus
1.242,1.777,2.8824,4.9894,15.7422,189.4049,5.4823,73.0361,0.4145,877.3412,Cumulus
0.5544,3.1214,12.4423,6.0683,11.0285,379.7841,8.7298,72.6607,0.7635,920.3941,Cumulus
2.8568,1.9015,5.9915,4.383,12.6686,229.3443,3.4312,73.7733,0.5566,741.6533,Cumulus
3.828,3.0556,5.4118,5.7776,10.2787,392.4549,7.1235,61.6001,0.8351,650.4205,Cumulus
3.4828,1.7585,13.1249,3.7809,12.9552,210.1902,5.1658,73.0654,0.3493,674.6213,Cumulus
0.7365,3.0371,12.6329,6.1386,15.62,396.8152,9.7163,54.4475,0.7215,906.3696,Cumulus
2.8524,2.4091,12.5282,4.1301,17.9243,324.5851,4.3204,77.7562,0.678,702.032,Cumulus
3.4799,3.9253,6.5512,6.2775,14.0621,557.9604,3.5539,60.9725,0.8341,647.0302,Cumulus
1.7889,3.059,7.7961,5.0915,14.2661,382.5061,3.4586,83.776,0.6418,844.1732,Cumulus
2.2913,3.7886,7.7606,7.2814,15.6112,487.1838,4.8682,47.5476,0.944,759.1873,Cumulus
0.3929,2.1955,11.1301,3.2689,14.0195,252.0535,10.0342,88.7442,0.407,950.6905,Cumulus
2.4401,2.8449,14.2143,2.7857,13.1419,372.043,3.114,55.6078,0.4996,777.8444,Cumulus
1.2428,2.0151,9.4726,4.0757,13.3547,222.9134,7.3818,60.0007,0.3457,869.7638,Cumulus
2.3797,2.4691,15.8996,2.9231,16.7644,215.2515,4.0065,74.9906,0.3025,765.3699,Cumulus
0.7949,2.5903,11.5888,2.9259,11.9009,332.3801,9.9212,78.1871,0.5015,927.4959,Cumulus
2.6886,2.2193,7.0608,5.9323,14.8029,260.7413,3.5472,69.1661,0.6617,754.6502,Cumulus
3.1221,1.8276,11.3148,4.9937,14.6351,192.9313,2.8586,80.9261,0.4221,698.1039,Cumulus
1.4951,1.6692,14.8238,4.2805,14.6416,192.8718,6.359,64.0345,0.3233,827.2542,Cumulus
1.1768,0.9282,15.9932,4.4196,13.5823,93.9746,5.4707,68.0031,0.2328,893.829,Cumulus
0.2596,1.9549,12.7476,4.1041,13.1307,211.8411,11.7169,68.9792,0.3611,993.3038,Cumulus
1.9602,3.302,8.1027,7.4756,15.3595,447.4062,4.2864,66.616,0.9438,820.5603,Cumulus
1.6766,1.5212,7.1332,3.8967,17.4319,124.2767,4.2766,52.6582,0.223,814.9199,Cumulus
0.8041,1.7055,10.3043,3.0168,13.0368,177.8045,9.2564,71.7533,0.2403,911.9231,Cumulus
2.6077,4.2327,14.6959,6.1941,14.9625,599.6047,3.5013,70.8499,0.882,755.1919,Cumulus
1.795,2.2908,9.7351,4.6764,17.4983,245.5105,5.6415,82.7818,0.4894,802.2965,Cumulus
1.2318,3.0568,9.8181,8.0582,12.9114,391.719,7.4968,59.1406,0.7567,827.2244,Cumulus
1.7009,3.3139,8.2056,4.2107,13.1335,457.448,3.3611,65.6059,0.7287,831.182,Cumulus
3.1642,3.33,6.6884,6.269,15.1637,456.9488,4.8231,84.0349,0.7972,710.523,Cumulus
2.7426,1.5821,7.3515,6.6233,17.6263,174.3801,2.3858,74.9329,0.5065,726.4892,Cumulus
2.083,2.6152,8.5417,4.218,15.5826,281.7395,4.2422,77.4938,0.541,794.271,Cumulus
2.7572,1.5054,14.8724,3.8856,14.7718,127.0385,3.2525,76.5343,0.3306,735.8416,Cumulus
1.1552,4.7571,7.0411,6.112,12.0773,720.3575,6.8646,76.5787,0.95,883.9155,Cumulus
2.2291,1.5241,8.2104,5.8623,14.7174,164.9664,1.4942,90.2105,0.5132,781.7879,Cumulus
2.3326,1.9617,4.5385,2.8841,16.0253,203.9744,0.9004,72.9154,0.419,779.8443,Cumulus
1.7771,1.9675,10.8665,3.3073,12.7365,260.1269,3.3469,61.8866,0.4178,799.5261,Cumulus
2.5919,1.6027,13.4667,1.1954,14.5125,176.2203,5.0839,78.388,0.0815,763.4363,Cumulus
1.4976,3.8821,14.498,5.8931,13.1266,555.1979,4.0162,66.3345,0.8505,830.7927,Cumulus
2.6588,4.738,8.8135,4.6073,13.9056,739.6652,3.9554,70.9006,0.8316,728.9683,Cumulus
2.6967,2.4194,10.2974,4.7568,14.4188,282.4499,2.9873,75.7018,0.6583,749.5496,Cumulus
0.1,1.7437,7.3858,2.4628,11.7161,236.5352,19.5853,63.7865,0.3541,1046.8259,Cumulus
3.2713,1.0105,10.1121,3.3528,15.4134,75.88,4.0902,66.8971,0.1917,684.0814,Cumulus
0.1,2.6047,9.2559,4.2831,9.5749,285.0222,22.5897,76.7585,0.4936,1112.4448,Cumulus
1.6456,2.5469,8.2331,3.9915,11.924,286.51,5.2123,66.5136,0.6042,843.5086,Cumulus
3.1228,2.279,8.551,5.1768,15.1283,292.9421,4.4153,81.7339,0.5904,686.5769,Cumulus
1.9144,2.9771,9.8077,5.8752,13.6875,392.1098,4.6838,62.1384,0.7077,809.0988,Cumulus
0.8804,3.1161,6.8234,8.4044,16.3386,383.3608,8.0433,62.1048,0.7995,909.2001,Cumulus
1.2156,3.0585,7.03,4.97,16.9279,371.702,7.1519,91.0606,0.7572,901.2402,Cumulus
3.1242,2.5471,14.8294,6.6731,17.3531,320.5166,4.5779,56.6977,0.6677,685.5185,Cumulus
0.4706,1.9187,18.8422,3.755,11.5846,208.9357,12.1623,71.7328,0.3022,941.0976,Cumulus
3.2161,3.3327,3.1825,2.4876,15.6731,446.5644,4.3488,90.5148,0.6383,701.7243,Cumulus
2.1504,2.81,2.9621,4.4715,16.1596,341.2342,2.5497,71.7141,0.6651,767.4088,Cumulus
1.1268,3.5107,4.1714,2.6034,16.178,471.3242,5.9887,85.4677,0.4893,875.2403,Cirrus
1.6752,3.4321,7.5868,5.022,14.0112,451.8347,3.7859,78.5247,0.6873,826.9684,Cumulus
1.2845,1.6626,11.5831,3.8293,15.9599,163.996,5.2084,71.928,0.1814,868.6426,Cumulus
2.9796,1.6526,10.365,2.0686,14.6755,167.7413,4.0085,70.6935,0.2287,697.8349,Cumulus
2.8592,2.1956,8.6881,7.604,14.6792,215.6685,3.2581,50.8068,0.659,716.1747,Cumulus
0.6528,1.955,10.1157,4.1937,11.1981,238.8794,10.0896,68.8089,0.5417,947.8227,Cumulus
1.8368,3.4042,5.2317,2.5436,15.4016,461.1678,4.874,74.3222,0.3832,808.6181,Cumulus
1.4231,3.081,7.0235,6.3473,13.6929,402.1809,4.2262,74.3166,0.741,878.3714,Cumulus
3.3642,3.6793,7.9196,3.9071,15.0235,506.7236,3.3306,96.6586,0.7103,687.6932,Cumulus
0.9849,3.1172,1.6631,6.6352,13.6497,391.5251,7.7666,74.8096,0.95,889.3545,Cumulus
3.6438,2.9669,3.3548,3.8999,13.7415,399.3807,4.6523,78.3015,0.6656,678.6056,Cumulus
2.17,3.7598,3.5137,4.1887,14.6589,538.4815,2.4334,83.6496,0.7814,780.6952,Cumulus
1.1543,3.1758,11.0564,5.5172,15.5629,432.6408,8.1009,77.405,0.6791,888.3918,Cumulus
1.5905,2.8545,8.9814,5.8898,14.3136,390.7364,3.877,71.1395,0.6423,832.1422,Cumulus
1.4785,3.9844,10.4442,6.1527,12.9225,551.7696,7.8024,71.1881,0.8726,861.101,Cumulus
1.0528,2.8921,0.6414,4.8654,15.0343,367.1553,7.4443,68.4935,0.676,890.945,Cumulus
2.2853,2.5565,2.0657,5.7929,13.995,324.1829,4.2343,76.4421,0.6835,778.2921,Cumulus
1.0949,2.1297,10.6529,6.1184,12.7656,222.6044,7.8186,70.2968,0.5396,890.9159,Cumulus
0.2377,3.3624,-3.1147,5.3009,10.8693,423.9135,13.7486,78.2494,0.6726,981.186,Cumulus
1.8583,3.7896,12.8985,4.786,15.2128,490.9736,5.5213,61.9091,0.7067,831.0203,Cumulus
0.5774,2.7595,0.7067,2.8321,12.9148,332.7926,9.298,73.4685,0.5024,936.1599,Cumulus
1.5231,3.8463,11.3734,5.8988,11.948,508.0778,4.2963,87.5207,0.7946,839.6661,Cumulus
1.3818,1.224,4.4457,5.0633,13.7152,90.5018,4.7268,69.7538,0.2278,854.5335,Cumulus
1.4159,2.7556,12.1956,4.3796,15.7927,343.8887,3.6418,90.43,0.597,856.3819,Cumulus
4.0009,2.7679,20.8326,6.9166,13.3495,339.8236,6.9376,73.6367,0.7889,650.1856,Cumulus
2.2508,2.2184,-1.0927,2.8582,14.3478,274.418,4.9735,71.4349,0.3578,743.1928,Cumulus
2.4208,4.7071,10.7815,7.4661,16.8008,759.3718,2.731,73.1662,0.95,770.4431,Cumulus
0.6012,2.747,0.7673,4.9666,14.486,339.7826,12.4566,68.8858,0.6593,924.3352,Stratus
1.6114,2.4738,9.7071,5.4763,15.9919,271.4722,6.8249,52.1944,0.596,833.7783,Cumulus
2.3938,2.8208,7.1729,4.4074,11.0891,355.1382,6.4365,80.8017,0.729,746.0834,Cumulus
1.2779,1.1977,8.5191,2.4994,16.089,110.7902,8.0409,93.9271,0.1015,858.4789,Cumulus
3.0173,2.1921,4.3533,4.7906,15.8709,246.3802,5.834,76.8043,0.5712,696.7756,Cumulus
1.1176,3.5866,11.1222,5.5021,17.4216,464.3809,7.3324,77.4132,0.8774,909.1394,Cumulus
1.9423,2.2968,2.2066,6.0143,14.9322,257.2553,3.2563,70.1741,0.6583,813.0145,Cirrus
1.6726,2.1369,12.9665,4.703,12.0286,233.4051,5.2953,83.5779,0.4576,840.3393,Cumulus
2.3479,3.8476,6.363,1.7112,14.7288,545.6059,3.1287,71.6073,0.585,749.1009,Cumulus
1.6236,3.8722,2.3892,2.6875,13.5232,531.8357,5.3413,74.6722,0.5988,848.6181,Cumulus
1.9562,3.2136,14.3797,8.078,16.3945,450.7639,4.0828,56.3478,0.9102,824.5617,Cumulus
1.9875,2.4359,7.7306,3.3612,16.3007,297.9569,2.7242,66.7066,0.4759,824.0646,Cumulus
1.5391,2.6084,15.6305,7.1406,13.9825,312.6147,3.579,75.6735,0.7928,828.1326,Cumulus
2.6366,2.1567,12.8854,3.5989,14.7792,235.5509,3.5097,81.0721,0.4854,739.4189,Cumulus
2.4145,2.0042,4.8074,4.7263,16.0721,198.2893,2.4233,81.3494,0.417,770.3263,Cumulus
2.1202,1.9645,7.66,5.9378,14.8158,214.2323,2.7549,56.2082,0.4005,785.2821,Cumulus
1.8126,2.3056,8.4842,3.7697,14.2234,243.8148,3.6139,57.2222,0.4814,856.5979,Cirrus
2.9169,1.9722,14.1052,7.3883,16.525,166.8932,2.5298,77.8414,0.4971,710.6795,Cumulus
1.9877,1.549,9.7501,5.1136,16.84,133.1983,4.7198,64.5319,0.3547,806.9145,Cumulus
1.924,2.9755,8.7052,5.6913,16.583,399.5447,3.1121,80.9459,0.778,798.9219,Cumulus
2.2942,2.9877,7.2005,4.5986,14.9138,381.9402,3.832,55.6983,0.7184,773.479,Cumulus
3.7269,4.1606,7.7978,5.9881,11.4347,583.7152,6.1025,71.0159,0.798,682.9981,Cumulus
0.9937,2.2653,13.2184,7.3682,13.5568,266.1357,7.5787,71.6576,0.6828,898.748,Cumulus
2.8929,3.0369,8.0148,4.8031,13.4045,344.2183,4.0632,76.8047,0.6401,709.6885,Cumulus
0.4961,3.0502,6.42,7.5946,12.6606,386.2465,10.033,61.6884,0.7449,943.9225,Cumulus
2.3955,2.5969,5.742,4.0826,14.3261,339.7698,3.7899,52.3324,0.6274,779.0519,Cumulus
3.6176,3.3955,5.7849,6.1461,13.4552,440.3201,6.5432,73.7127,0.749,661.6761,Cumulus
2.6398,3.4202,2.3916,5.7337,12.6282,413.0544,4.14,77.2643,0.8262,747.9392,Cumulus
2.3536,3.0619,4.9985,3.3971,13.4795,379.4745,2.4425,82.0745,0.5996,726.723,Cumulus
1.6956,2.5955,13.9937,5.3207,17.143,335.6347,2.3783,68.4145,0.6333,827.7118,Cumulus
2.2279,2.514,7.1736,5.011,12.9325,304.9572,2.4872,79.7568,0.6434,780.087,Cumulus
1.9731,1.7058,10.8176,3.7202,14.8828,153.6455,4.8393,76.8577,0.3264,778.8248,Cumulus
1.4926,2.1553,-1.915,5.537,15.6708,292.2656,5.5187,85.2241,0.628,863.8928,Cumulus
1.9391,2.3024,10.2732,5.2194,16.0697,236.6784,2.5609,71.4461,0.5827,809.092,Cumulus
2.3785,1.9008,7.3546,4.8911,16.321,194.9916,1.8056,54.701,0.4783,793.7448,Cumulus
1.5095,3.1519,6.0742,4.8971,14.31,371.8624,4.4521,71.3234,0.6323,871.1739,Cumulus
1.4743,3.7573,8.7238,4.865,14.9861,481.5997,4.5964,72.8845,0.7649,848.3105,Cumulus
0.9758,2.0736,6.0167,4.4485,15.6503,231.9115,8.8207,77.1819,0.2928,928.0901,Cumulus
2.5517,3.0268,-0.4955,5.2098,15.5705,379.0051,4.4794,56.6732,0.5827,780.4088,Cumulus
2.6908,1.9727,11.689,4.0341,11.716,249.1637,2.0081,68.8796,0.5077,725.6876,Cumulus
2.4085,2.5561,8.9721,8.9852,14.5576,289.8382,3.929,80.681,0.8087,753.0836,Cumulus
3.0687,2.2477,6.7442,2.886,15.6672,242.5195,4.0765,70.9591,0.3366,674.4598,Cumulus
2.2791,3.2815,4.1353,4.1229,13.8407,420.4041,1.6285,68.9427,0.652,777.1037,Cumulus
2.5528,2.257,2.1206,4.2414,17.5557,265.7149,3.4512,91.0633,0.4873,736.5997,Cumulus
2.4735,3.6093,8.8956,8.0607,14.8468,497.6867,3.0986,61.3,0.8762,764.251,Cumulus
