momentum_gev,track_chi2,ecal_energy,hcal_energy,ecal_hcal_ratio,dE_dx,isolation_score,n_hits,particle_type
5.5607,0.8633,0.214,0.8472,0.2017,0.8907,0.4906,18.04,1
9.5212,3.0598,0.7657,6.3815,0.1071,1.5887,0.4591,10.04,2
31.4558,1.1404,0.1787,0.8026,0.1821,0.507,0.3185,24.94,1
7.2745,0.7144,0.4155,0.1431,0.7438,0.8706,0.1705,21.13,1
35.5829,0.6536,0.7388,0.1819,0.8024,0.4163,0.1881,22.31,1
3.6493,1.3904,0.3049,0.0825,0.787,1.0124,0.1326,22.59,1
14.4344,0.5658,0.0777,0.4013,0.1622,0.5897,0.0481,21.87,1
4.5487,5.7479,2.0406,2.5816,0.4415,1.7197,0.85,15.2,2
8.2541,0.9774,0.0584,1.562,0.0361,0.7547,0.0697,24.44,1
17.0434,0.7784,0.3005,0.0512,0.8545,0.6614,0.0591,24.63,1
11.8385,0.7684,0.7008,0.2227,0.7588,0.5553,0.3189,24.03,1
6.2008,1.7419,6.6141,0.2498,0.9636,0.9708,0.3702,16.32,0
3.2143,2.6708,0.6398,1.7713,0.2654,1.6765,0.272,13.19,2
12.0862,1.3804,0.5486,0.0671,0.891,0.6169,0.3436,25.6,1
33.9899,1.3279,0.0374,0.817,0.0438,0.4282,0.3319,18.02,1
22.0676,0.7479,0.1376,0.7999,0.1468,0.4142,0.1333,23.43,1
5.4628,1.4996,4.9616,0.2971,0.9435,1.1913,0.4017,12.53,0
22.5288,1.7181,0.2714,0.1597,0.6295,0.6205,0.3084,19.83,1
12.6309,0.8912,0.054,1.3111,0.0395,0.4264,0.1886,20.27,1
9.7579,1.1302,3.3532,6.4514,0.342,1.0856,0.4744,12.08,2
7.8732,1.8708,3.0848,4.2515,0.4205,1.5898,0.5948,14.13,2
33.509,0.7302,0.1593,0.255,0.3845,0.439,0.1426,24.89,0
7.3497,1.0011,6.8137,0.0007,0.9999,1.0153,0.0537,14.96,0
1.4936,0.9372,1.3509,0.0249,0.9819,1.4885,0.1772,15.95,0
27.3258,0.6313,0.2532,0.6252,0.2883,0.3,0.0993,21.12,1
13.3979,1.6592,4.1856,6.6541,0.3861,1.1857,0.6384,12.15,2
6.5783,1.9483,6.1497,0.2529,0.9605,1.101,0.0687,18.95,0
10.5539,1.8298,10.3057,0.0501,0.9952,0.8877,0.1317,17.5,0
14.5586,0.7358,0.0282,1.7211,0.0161,0.7643,0.2518,22.64,1
47.47,0.8149,0.0456,0.3432,0.1173,0.4125,0.1361,22.08,1
5.731,1.9221,4.9588,0.0907,0.982,1.2493,0.0218,16.11,0
5.2923,2.1217,0.6701,3.184,0.1739,1.3641,0.2803,14.7,2
21.7154,0.59,0.0685,0.5228,0.1159,0.3665,0.2766,20.85,1
19.2171,0.7479,0.7136,0.1481,0.8281,0.5032,0.1562,17.35,1
5.7357,1.7162,5.3408,0.1924,0.9652,0.9573,0.0436,20.9,0
7.8211,3.9789,1.6201,6.2336,0.2063,1.8643,0.5835,17.86,2
35.1574,1.2468,0.3741,0.3195,0.5393,0.4244,0.1607,20.89,1
1.1612,1.7211,0.0938,0.8228,0.1023,2.4899,0.4406,16.78,2
12.3526,1.7016,2.8837,7.5266,0.277,1.4325,0.1938,8.99,2
30.9032,0.8051,0.4067,0.4291,0.4866,0.3558,0.2715,23.02,1
5.493,0.649,0.3616,0.6167,0.3696,0.9043,0.0682,19.74,1
5.21,3.0154,0.1546,0.3418,0.3114,0.8724,0.2148,20.63,1
5.7948,1.9349,0.0794,0.1353,0.3699,0.8988,0.1812,22.72,1
10.1585,1.1868,9.5007,0.0068,0.9993,0.7038,0.1204,16.0,0
61.6382,1.7554,0.3482,0.2913,0.5444,0.3793,0.1582,20.64,1
6.448,3.6088,5.8966,0.0487,0.9918,0.9598,0.1114,20.94,0
3.2543,2.3257,0.7422,1.9573,0.2749,1.7618,0.8546,15.03,2
1.3231,1.454,0.3512,0.6793,0.3408,2.1847,0.2295,18.61,2
17.4843,0.5606,0.1834,0.1456,0.5574,0.4099,0.356,19.37,1
2.5761,1.5596,2.5485,0.2148,0.9223,1.4696,0.0894,18.78,0
3.3724,1.3677,0.0323,0.9005,0.0346,1.0756,0.286,18.37,1
2.5927,3.3323,0.2066,1.4943,0.1215,2.0904,0.3997,15.73,2
25.499,1.1511,0.0785,1.2789,0.0578,0.4343,0.3156,19.7,1
4.2246,1.1285,3.9506,0.1978,0.9523,1.3487,0.2231,13.71,0
22.4523,0.7368,0.1229,0.3417,0.2646,0.4368,0.0587,23.87,1
16.9991,0.591,0.4647,0.0657,0.8762,0.6886,0.1421,18.8,1
7.7202,2.5501,0.189,0.1597,0.542,0.6546,0.1415,24.66,1
3.8704,1.3345,0.0162,0.0407,0.2848,1.0176,0.1814,17.73,1
8.5503,0.6578,0.2417,1.5508,0.1348,0.7621,0.2651,21.41,1
1.4399,1.7262,0.3418,0.5874,0.3678,1.9222,0.2829,17.01,2
4.3971,2.0234,0.9714,2.9577,0.2472,1.3455,0.4125,18.21,2
17.6054,2.2721,0.0696,1.7039,0.0392,0.5073,0.286,18.03,1
7.4757,2.6032,2.5464,5.2647,0.326,1.4082,0.4276,18.53,2
15.7554,0.5187,0.8722,0.4868,0.6418,0.5583,0.031,23.5,1
13.111,0.9125,0.2671,1.1099,0.194,0.6212,0.1539,25.07,1
4.9245,4.176,4.0488,0.0521,0.9873,1.0436,0.0904,17.71,0
5.6935,2.4241,1.1805,3.7198,0.2409,1.7136,0.3964,11.19,2
36.4405,1.0249,0.0314,0.7119,0.0422,0.4209,0.2402,22.88,1
8.4367,0.8566,0.062,0.0003,0.9955,0.5199,0.132,24.45,1
12.685,1.3862,0.3336,0.4316,0.4359,0.5415,0.2235,23.11,1
11.1831,0.7356,0.2155,0.3028,0.4158,0.7245,0.1706,22.63,1
1.5817,4.0693,0.325,0.9055,0.2641,2.122,0.4099,14.56,2
4.5784,2.8385,3.8815,0.2228,0.9457,1.1513,0.0524,18.53,0
5.7902,1.2514,1.2762,3.7837,0.2522,1.6363,0.3074,16.09,2
5.3366,0.7145,0.2094,0.4603,0.3127,0.4378,0.5116,18.64,1
1.6901,2.7563,0.4768,1.1237,0.2979,2.2987,0.3278,13.87,2
29.1126,1.2428,0.052,0.6891,0.0702,0.4847,0.1291,23.43,1
6.7369,1.1269,0.454,0.4578,0.4979,0.6931,0.4385,21.8,1
5.8735,6.0339,1.4503,3.0307,0.3237,1.4564,0.3984,13.17,2
3.836,1.2967,0.7801,2.0053,0.2801,1.653,0.3092,13.88,2
8.9026,2.0327,0.02,4.5895,0.0043,1.3095,0.6408,16.31,2
8.9349,0.9021,0.316,0.1804,0.6366,0.6581,0.1597,22.52,1
1.963,1.8788,0.6144,0.8476,0.4203,1.9619,0.3722,10.0,2
8.3203,1.7479,1.2641,4.8705,0.2061,1.51,0.3243,9.6,2
3.2364,2.1152,3.1976,0.1744,0.9483,1.3524,0.1857,17.85,0
8.2991,2.1861,7.3306,0.579,0.9268,0.7601,0.3234,18.56,0
6.8093,2.1852,2.4185,6.7929,0.2626,1.1884,0.6332,10.05,2
4.4885,0.6384,0.0995,0.3997,0.1992,1.0756,0.1317,19.55,1
30.1122,1.2694,0.4947,0.1396,0.7799,0.7085,0.0712,22.7,1
4.2182,0.7184,0.0926,0.2986,0.2367,0.9463,0.3994,25.28,1
23.9374,1.4312,0.6891,0.3297,0.6764,0.5108,0.1935,24.54,1
5.6464,2.4427,5.1454,0.1728,0.9675,0.8841,0.1681,18.45,1
3.5495,1.1297,3.1427,0.5742,0.8455,1.2624,0.0983,19.42,0
7.4289,0.7054,0.6143,1.1756,0.3432,0.591,0.1009,23.7,0
7.8427,1.0333,6.9505,0.4879,0.9344,1.2935,0.4388,15.16,0
3.9449,1.0682,1.106,0.0874,0.9268,0.8982,0.2384,24.25,1
12.3965,0.5382,1.2539,0.9403,0.5715,0.3634,0.1237,23.67,1
5.1208,1.4748,0.2469,0.1565,0.612,1.1316,0.2288,26.01,1
2.521,2.0208,2.3632,0.0173,0.9927,1.3837,0.1617,14.16,0
3.4184,1.5435,3.283,0.0421,0.9873,1.0034,0.1609,14.51,0
1.7564,2.3305,1.6009,0.5062,0.7598,1.605,0.0286,18.67,0
17.0969,1.0649,0.211,0.0053,0.9757,0.6262,0.4245,23.94,1
1.0529,2.4851,0.9375,0.1066,0.8979,1.8571,0.187,14.94,0
2.4315,2.1297,1.0308,1.448,0.4158,1.9049,0.4556,9.66,2
16.4978,0.6947,0.1005,0.24,0.2951,0.5259,0.0781,19.78,1
6.422,2.2527,1.1805,3.3696,0.2594,1.7922,0.4186,10.16,2
4.1958,1.8966,1.2815,3.2832,0.2807,1.789,0.4472,18.32,2
5.8791,2.4278,5.4221,0.3137,0.9453,1.1482,0.1223,13.44,0
6.5607,2.6445,6.7107,0.0955,0.986,1.0155,0.3744,18.63,0
4.8565,2.0259,1.4468,1.5179,0.488,1.8777,0.3209,19.65,2
9.4703,3.6319,0.544,8.9862,0.0571,1.5641,0.5391,14.47,2
4.3869,2.1017,4.0686,0.0145,0.9964,1.0169,0.1156,17.95,0
6.9373,1.8488,1.5694,5.4172,0.2246,1.5504,0.4857,18.53,2
6.9958,1.0986,0.1314,0.1854,0.4148,0.8729,0.3534,17.59,1
6.7571,3.2112,0.8944,4.2281,0.1746,1.5363,0.8913,11.34,2
9.0821,1.9434,1.3286,5.9661,0.1821,1.4013,0.3595,10.13,2
9.3537,1.5204,8.9485,0.1223,0.9865,1.4002,0.1667,17.41,0
6.9258,0.6612,0.481,0.0038,0.9921,0.7704,0.3425,24.07,1
11.5552,1.3546,5.0917,8.1252,0.3852,1.1767,0.707,11.94,2
4.8742,3.8632,4.7276,0.1792,0.9635,1.0854,0.0745,19.11,0
4.2478,0.9236,3.8526,0.691,0.8479,1.2782,0.1887,13.09,0
15.7763,1.4055,0.2087,1.2737,0.1408,0.6608,0.2893,26.2,1
13.0709,0.6697,0.0777,0.4267,0.154,0.3498,0.1487,23.96,1
6.9816,0.9388,0.3265,1.3525,0.1945,0.6726,0.0986,17.56,1
5.6141,1.2738,1.4165,3.198,0.307,1.6041,0.6242,12.67,2
4.1589,1.7574,2.0247,3.2408,0.3845,1.8545,0.4554,18.25,2
8.7884,0.6302,0.7301,0.1769,0.805,0.758,0.2694,24.6,1
17.0323,1.0717,0.1613,1.3084,0.1097,0.6306,0.4259,18.13,1
14.0016,1.9085,0.1161,0.2718,0.2993,0.5232,0.2007,20.19,1
4.0797,1.6018,3.7591,0.1785,0.9547,1.2206,0.2383,21.23,0
6.5815,0.6764,1.1567,0.3751,0.7551,0.6666,0.2194,18.82,1
26.1034,0.8229,0.224,0.4817,0.3174,0.4841,0.2824,20.41,1
6.82,1.6832,2.0436,4.0312,0.3364,1.4235,0.519,10.63,2
3.8671,0.6663,0.535,0.0855,0.8622,0.8637,0.1829,19.21,1
4.3117,1.3512,1.1491,2.2423,0.3388,1.3475,0.353,16.33,2
2.9969,3.7042,0.5523,2.1536,0.2041,1.8197,0.5962,13.27,2
23.9602,1.1885,0.0365,0.0484,0.4298,0.4324,0.3073,24.08,1
7.6861,0.9882,2.7406,4.3057,0.3889,1.5048,0.4041,16.29,2
8.6257,2.8747,3.1282,6.0598,0.3405,1.4598,0.66,13.71,2
5.4181,0.571,0.06,0.2019,0.2291,0.6278,0.1556,18.51,1
14.049,0.6305,0.7303,0.9824,0.4264,0.6004,0.3358,20.67,1
9.1641,3.4288,3.3102,7.5998,0.3034,1.0351,0.7529,13.29,2
16.7155,0.6028,0.1232,0.276,0.3086,0.3,0.1336,24.96,1
4.7242,3.9077,1.5422,2.7813,0.3567,1.6188,0.4892,16.99,2
7.7643,1.2835,7.343,0.2029,0.9731,1.2408,0.1144,17.88,1
16.4672,1.3738,0.162,0.0264,0.8599,0.6248,0.0615,22.62,1
1.8595,1.7667,1.6961,0.3939,0.8115,1.4552,0.3772,16.24,0
3.6307,0.8276,3.0859,1.5236,0.6695,1.3759,0.5995,17.39,0
7.3116,1.8054,0.6856,1.8522,0.2702,0.7699,0.1901,17.18,1
9.3565,3.0134,3.6451,6.9081,0.3454,1.159,0.7033,12.06,2
2.2379,1.018,2.0858,0.8378,0.7134,1.1921,0.2113,20.93,0
2.9665,1.7437,0.7932,2.1413,0.2703,1.8304,0.6194,11.83,2
16.2363,0.5636,0.7451,0.2409,0.7557,0.6932,0.1265,24.35,1
25.3516,0.7604,0.1978,0.579,0.2546,0.6235,0.1641,21.1,1
4.8504,1.7402,0.8407,1.9432,0.302,1.5556,0.4924,16.79,2
6.9575,1.5849,0.6167,0.3608,0.6309,0.7702,0.1914,23.96,1
0.9573,1.2795,0.266,0.6036,0.3059,3.0204,0.6414,15.03,2
5.4297,0.9827,1.0222,2.8382,0.2648,1.9466,0.6072,16.31,1
6.0196,0.9447,0.1598,0.5999,0.2104,0.8206,0.1715,22.98,1
4.4196,3.2194,4.08,0.0819,0.9803,1.3146,0.0524,15.95,0
17.9664,0.9198,0.0041,0.5875,0.0069,0.7078,0.1281,18.05,1
2.5776,1.9225,0.9116,1.762,0.341,2.1215,0.5657,13.13,2
6.11,0.9203,0.3244,0.1722,0.6532,0.6916,0.201,17.35,1
6.7259,0.6096,0.1691,0.229,0.4247,0.71,0.1624,21.24,1
5.0507,2.0843,1.6097,4.2249,0.2759,1.8856,0.4878,15.95,2
36.4026,2.0807,0.2661,0.5362,0.3317,0.5973,0.1381,21.42,1
25.6696,0.6322,0.387,0.2862,0.5748,0.3,0.4575,18.4,1
12.6283,1.4125,0.0105,0.4725,0.0217,0.8469,0.3477,18.54,1
7.8675,2.8224,2.4123,6.1542,0.2816,1.4843,0.2606,16.53,2
4.5382,1.4038,0.2407,1.859,0.1146,0.9288,0.2489,22.69,1
4.8576,3.8898,1.1762,3.1379,0.2726,1.8021,0.2295,19.02,2
14.5236,0.886,0.1679,0.1174,0.5885,0.6211,0.2323,22.49,1
13.3901,0.6629,0.7337,1.106,0.3988,0.4713,0.1279,19.35,1
8.4096,0.7916,0.6088,0.8324,0.4224,0.4531,0.2522,20.43,1
6.5222,1.0398,0.8175,4.2264,0.1621,1.7534,0.6798,14.72,2
5.6408,2.2284,5.5191,0.316,0.9458,0.7678,0.1993,20.78,0
7.6575,0.8427,0.1745,0.1565,0.5272,0.6367,0.3593,23.17,1
32.6721,0.8843,0.3667,0.4426,0.4531,0.5498,0.2058,25.2,1
3.9699,1.7244,3.5128,0.1338,0.9633,1.1132,0.1627,15.37,0
2.9121,0.5897,0.2217,0.0163,0.9317,1.1494,0.0696,26.37,1
6.9083,3.1156,2.4689,4.1334,0.3739,1.7328,0.6657,13.27,2
9.2676,1.7095,0.2888,0.9479,0.2335,0.5818,0.5936,23.16,1
19.3209,1.8202,4.711,16.0946,0.2264,1.1578,0.6563,10.83,2
16.8502,0.9413,0.0763,0.1761,0.3022,0.6548,0.0232,22.9,1
9.7104,2.0658,2.0575,6.3403,0.245,1.2173,0.3639,13.77,2
1.8696,1.3458,1.8942,0.1384,0.9319,1.6744,0.3642,18.36,0
1.657,2.034,1.5818,0.065,0.9606,1.6949,0.0309,15.28,0
15.2276,1.4662,0.2194,0.018,0.9242,0.5146,0.247,19.3,1
9.4976,0.9055,8.3993,0.0188,0.9978,0.6914,0.1127,19.07,0
11.9947,0.7102,0.5651,0.0423,0.9303,0.4885,0.2573,18.43,1
7.2279,3.7741,2.6503,4.3883,0.3765,1.4764,0.3033,16.29,2
5.6343,0.8096,0.5517,0.2302,0.7056,0.9231,0.0538,19.63,1
44.5573,0.9459,0.0603,1.8726,0.0312,0.5569,0.1879,24.89,1
2.637,1.4625,0.6518,1.0113,0.3919,1.8664,0.3182,12.4,2
5.7009,1.2842,1.4928,4.6577,0.2427,1.3936,0.6324,15.11,2
8.4717,2.6176,2.7708,4.421,0.3853,1.4955,0.4904,14.32,2
2.9539,1.3708,1.015,1.8525,0.354,1.939,0.476,17.1,2
7.5599,1.1318,6.7011,0.001,0.9999,0.9586,0.1355,19.66,0
16.1996,1.9033,15.6592,0.1689,0.9893,0.9399,0.3342,19.05,0
1.9562,2.9829,0.592,1.482,0.2854,1.5476,0.4394,16.87,2
51.1492,0.7776,0.337,0.6909,0.3279,0.4755,0.1767,21.36,1
1.9035,0.8735,1.6913,0.2301,0.8802,1.3501,0.2645,16.93,0
2.9514,1.1505,2.7455,0.0682,0.9758,1.2653,0.3883,16.1,0
17.0741,0.9386,15.0603,0.3872,0.9749,0.8239,0.2069,20.19,0
24.8917,0.5807,0.1532,0.5532,0.2168,0.6963,0.0334,19.5,1
7.1112,1.2065,0.8473,0.2309,0.7859,0.7207,0.0534,18.3,1
14.4585,1.6331,0.025,0.5213,0.0457,0.5723,0.2683,19.22,1
12.2361,0.5654,0.5438,0.0818,0.8693,0.6174,0.2293,21.08,1
6.7862,2.1355,1.0659,3.4137,0.238,1.4889,0.4378,17.96,2
5.6729,1.8103,5.0283,0.4848,0.9121,0.9945,0.1876,20.65,0
15.4989,0.8994,0.3565,0.5624,0.388,0.494,0.3808,19.7,1
9.2586,0.8832,0.6135,1.0951,0.359,0.6564,0.2268,19.8,1
2.783,2.3354,2.5883,0.8314,0.7569,1.2017,0.0936,16.15,0
1.5194,0.8565,1.5105,0.0486,0.9688,1.6319,0.0205,17.79,0
20.7153,0.6066,0.7073,1.6136,0.3048,0.7594,0.5755,23.53,1
5.0088,1.4434,3.9031,0.5405,0.8784,1.0075,0.0606,15.88,0
27.921,1.5735,0.3647,0.4224,0.4633,0.3,0.1524,21.41,1
8.0786,1.3151,0.1735,0.058,0.7496,0.762,0.2145,23.25,1
49.0147,0.828,0.256,0.4165,0.3806,0.3533,0.2546,19.62,1
10.8396,0.9439,10.6165,0.6065,0.946,0.9457,0.3248,19.43,0
11.3347,0.6845,0.0747,0.2793,0.2109,0.757,0.1597,20.02,1
31.7699,1.5353,0.0686,0.1689,0.2889,0.4014,0.085,21.45,1
39.3142,1.501,1.2439,0.7161,0.6346,0.3541,0.1684,18.54,1
10.7598,1.3944,0.1875,0.0451,0.8062,0.4785,0.1278,19.64,1
3.1685,0.8938,2.943,0.2769,0.914,1.5107,0.169,20.59,0
1.2474,0.8165,0.2271,0.1874,0.5478,1.4757,0.1166,17.78,1
17.5663,0.6453,1.0726,0.2966,0.7834,0.4653,0.1073,23.17,1
17.0308,0.9864,0.2323,0.3804,0.3791,0.5107,0.3155,23.96,1
7.3221,2.3093,2.0545,6.6429,0.2362,1.4334,0.5836,12.36,2
6.2967,1.2169,0.5765,0.4559,0.5584,0.8325,0.4916,23.75,1
5.1688,1.475,3.9282,0.4506,0.8971,1.0293,0.1382,17.18,0
8.4789,1.1929,2.0867,5.6778,0.2688,1.6219,0.3574,11.46,2
2.8157,1.5895,2.7543,0.0893,0.9686,1.2613,0.1291,21.31,0
3.058,2.1769,0.8065,1.6882,0.3233,1.7937,0.2767,13.48,2
4.2075,1.4837,3.6819,0.2501,0.9364,1.2324,0.1518,16.7,0
2.2101,1.5798,2.0523,0.2224,0.9022,1.3178,0.1389,19.87,0
7.0887,2.5043,0.534,4.4215,0.1078,1.1866,0.5363,16.4,2
38.627,1.9014,0.2882,1.0342,0.218,0.4021,0.079,21.36,1
1.415,1.5168,1.3666,0.405,0.7714,1.4559,0.3659,17.04,0
5.3428,0.6907,0.1307,0.2429,0.3497,1.1058,0.06,20.21,1
3.6751,5.0986,0.4081,2.4755,0.1415,1.871,0.5991,10.81,2
6.1781,2.9528,0.2065,0.4127,0.3335,0.8396,0.415,19.37,1
11.5931,0.8434,0.2835,0.2231,0.5597,0.6887,0.1574,19.74,1
7.2716,0.8024,0.1955,0.1814,0.5187,0.6724,0.1946,24.02,1
17.5614,0.6036,1.0741,0.5467,0.6627,0.3917,0.1708,18.55,1
2.1206,3.0203,0.8165,1.0736,0.432,1.9825,0.7806,19.71,2
6.5016,1.096,0.186,0.2259,0.4515,0.8615,0.3201,21.24,1
4.7864,1.1963,4.5708,0.0406,0.9912,1.0497,0.3145,22.21,0
23.5764,0.8067,0.3224,0.3315,0.493,0.4716,0.2066,17.64,1
3.5566,1.7519,0.9418,1.7956,0.3441,1.9269,0.4812,12.67,2
2.6031,2.7151,2.7219,0.4357,0.862,1.2065,0.1176,15.67,0
5.5628,1.6652,1.0049,3.3278,0.2319,1.5856,0.6889,13.72,2
17.8099,1.5532,16.7067,0.3932,0.977,0.8771,0.1364,15.65,0
4.4976,8.0049,1.2586,2.8071,0.3096,1.532,0.4303,18.18,2
22.3508,0.6242,0.215,0.4318,0.3324,0.3,0.0685,25.3,1
9.828,0.722,0.4984,0.0714,0.8747,0.8882,0.1822,24.37,1
19.4927,1.0945,0.286,0.0904,0.7599,0.8376,0.2176,17.53,1
23.2763,0.7376,1.2785,1.2267,0.5103,0.4991,0.1904,17.27,1
15.5276,1.0514,0.6678,0.5348,0.5553,0.5611,0.2059,22.38,1
51.0702,1.2466,0.4017,0.2111,0.6556,0.6481,0.1433,19.28,1
5.8888,2.2036,0.0442,3.5019,0.0125,1.4702,0.5231,15.19,2
15.0507,0.6596,0.2719,0.0618,0.8147,0.4881,0.1079,24.75,1
8.6001,1.3177,2.3107,6.5443,0.261,1.3967,0.6757,15.47,2
10.1833,4.0286,9.4872,0.5086,0.9491,1.0339,0.1685,15.11,1
1.6292,1.4053,1.4759,0.0626,0.9593,1.7008,0.1042,14.51,0
34.5818,1.3818,3.9164,0.4585,0.8952,0.4447,0.2883,21.11,1
9.5196,0.9259,2.3923,6.0784,0.2824,1.3685,0.354,10.16,2
19.4053,0.5857,0.11,0.3379,0.2456,0.5853,0.1918,20.88,1
13.0802,1.1206,12.3081,0.0465,0.9962,0.8683,0.3441,18.43,0
6.2375,1.5097,0.3105,0.8799,0.2609,0.7946,0.3797,17.93,1
19.9098,0.5335,0.0454,1.2301,0.0356,0.6979,0.2505,23.06,2
68.6949,1.3432,0.2817,0.0324,0.897,0.5713,0.2747,22.09,1
34.3386,3.7987,6.0628,21.4152,0.2206,0.6792,0.5233,15.83,0
69.3527,0.9811,0.378,0.5869,0.3917,0.3,0.1173,20.82,1
6.7051,0.8461,0.8014,1.8666,0.3004,0.934,0.6038,20.95,1
13.0645,0.9845,1.2286,0.2041,0.8575,0.4197,0.1713,19.59,1
4.3484,2.6239,1.3295,2.1766,0.3792,1.681,0.2475,16.24,2
6.5814,1.0634,1.4326,5.3231,0.2121,1.3546,0.3766,15.74,2
6.845,4.3511,2.3167,3.0657,0.4304,1.6325,0.5501,12.65,2
9.1975,0.8294,2.4804,5.6779,0.304,1.3027,0.2577,17.7,2
5.2743,1.6094,0.7418,3.3165,0.1828,1.6975,0.6512,15.55,2
24.51,1.4941,0.1367,0.1241,0.5242,0.5286,0.2197,19.57,1
9.6689,4.7481,2.7521,3.7398,0.4239,1.2994,0.4404,11.16,2
4.8039,2.5724,0.6009,3.1325,0.161,1.4956,0.7724,10.37,2
3.1692,2.0987,2.8747,0.2442,0.9217,1.2057,0.2591,15.48,0
7.9012,3.2324,2.5092,5.5412,0.3117,1.501,0.3694,13.9,2
3.6294,1.2318,0.7223,2.6659,0.2132,1.8333,0.3766,14.31,2
13.6894,0.7492,0.8082,0.9785,0.4524,0.6512,0.0588,17.94,1
11.8272,0.6884,0.1318,1.8556,0.0663,0.5914,0.2811,24.41,1
6.51,1.4294,1.0046,4.4973,0.1826,1.8316,0.2984,19.47,2
6.7997,0.5514,0.013,0.2506,0.0493,0.6475,0.1277,20.32,1
2.8366,1.4095,2.8206,0.0626,0.9783,1.4486,0.5378,20.61,0
3.9373,2.4289,1.3752,2.3563,0.3685,1.8863,0.3955,14.39,2
7.1201,0.8507,6.3262,0.0549,0.9914,1.1854,0.1506,20.67,0
9.1701,1.0586,0.1837,0.0897,0.6719,0.6856,0.0541,20.72,1
7.9813,0.5942,0.8232,0.5705,0.5907,0.5718,0.1372,17.47,1
9.812,0.9024,8.9263,0.0314,0.9965,0.9119,0.1562,15.47,0
16.4805,1.8606,0.4139,0.9283,0.3084,0.4188,0.1018,24.6,1
5.0641,0.8904,4.573,0.1935,0.9594,0.8966,0.1644,20.51,0
10.85,1.2586,8.5587,0.3205,0.9639,1.0127,0.201,15.91,0
2.2506,1.5302,0.874,1.3935,0.3855,2.0383,0.4413,16.09,2
1.9891,2.3283,0.4354,1.1023,0.2832,2.0428,0.6289,11.77,2
3.1007,1.3091,3.2233,0.4556,0.8762,1.2009,0.2249,20.97,0
16.504,0.6826,0.092,0.2019,0.313,0.3996,0.0174,23.27,1
3.9256,2.2922,0.4353,2.1566,0.1679,1.7403,0.7768,10.57,2
4.3364,1.439,3.7012,0.346,0.9145,1.1739,0.4608,20.92,0
11.714,1.568,0.0093,0.1593,0.0551,0.4375,0.5523,24.14,1
6.1674,0.9037,6.1306,0.2388,0.9625,1.0362,0.1227,14.67,0
6.8775,1.4807,0.0767,0.2064,0.271,0.7616,0.0753,19.11,1
3.6698,1.7283,0.8849,2.1696,0.2897,1.7707,0.7728,13.1,2
33.5468,1.6096,0.1833,1.2816,0.1252,0.4383,0.0795,21.79,1
22.9681,0.5309,0.6456,0.9219,0.4119,0.5219,0.3805,19.11,1
14.788,0.6197,0.0832,0.9524,0.0804,0.5247,0.3254,19.48,1
5.0719,1.1185,1.6119,0.0045,0.9972,0.846,0.168,20.88,1
14.7584,0.7546,0.4058,0.7938,0.3383,0.5088,0.0683,22.16,1
46.5195,0.92,0.2425,0.8227,0.2276,0.3,0.1215,24.68,1
17.9508,0.841,0.6213,0.0858,0.8786,0.5622,0.1085,24.54,1
8.1448,1.6779,2.5621,5.6956,0.3103,1.6808,0.1698,11.65,2
23.7702,0.6665,0.1684,0.2195,0.4341,0.617,0.3047,18.42,1
4.061,0.6146,0.1268,0.2907,0.3038,0.9137,0.2062,18.01,1
5.66,1.7546,1.6555,3.1704,0.343,1.4111,0.7177,17.64,2
3.7048,2.1395,3.7594,0.0586,0.9846,1.1553,0.0969,18.2,0
9.7875,1.6954,2.526,3.7571,0.402,1.4861,0.3162,17.19,2
5.0093,1.9909,0.3561,0.1269,0.7373,0.6836,0.1458,20.21,1
2.5588,0.6818,0.0763,1.1226,0.0636,1.0623,0.2425,22.14,1
1.8054,1.014,0.2864,0.4384,0.3952,1.3332,0.1626,21.18,1
5.2647,0.5194,0.2113,0.3474,0.3783,1.0208,0.102,23.6,1
1.6701,1.7835,0.2293,0.9169,0.2001,2.5997,0.568,19.61,2
6.2252,6.162,1.2241,3.4745,0.2605,1.7409,0.5458,18.32,2
5.9682,0.7283,0.383,1.1965,0.2425,1.0018,0.1988,21.33,1
12.9721,1.2502,11.591,0.0649,0.9944,0.6617,0.4094,20.65,0
9.4891,1.0246,0.106,0.4116,0.2047,0.77,0.0895,23.89,1
8.4951,0.5949,0.0659,1.2903,0.0486,0.7884,0.408,20.13,1
5.4225,2.0791,0.012,0.8116,0.0146,0.8086,0.1286,18.39,1
8.7257,0.6606,0.1652,0.2021,0.4497,0.4116,0.2206,21.02,1
4.4223,1.158,3.7112,0.2285,0.942,1.2987,0.1331,21.83,0
1.9097,1.8656,1.7834,0.2391,0.8818,1.4362,0.1118,17.79,0
6.5733,5.0059,1.8458,3.1508,0.3694,1.592,0.2005,14.88,2
6.3276,3.6242,1.4822,4.862,0.2336,1.6146,0.482,18.04,2
9.5315,1.0376,0.0902,0.1697,0.347,0.7107,0.2121,20.82,1
10.2652,0.6207,0.1059,0.1965,0.3503,0.6703,0.0192,19.72,1
8.3312,2.3425,0.358,1.009,0.2619,0.6989,0.2427,23.17,1
29.6399,0.5658,0.1157,0.2087,0.3567,0.3264,0.4482,24.36,1
4.606,2.6394,0.8982,1.4435,0.3836,1.8863,0.4455,10.55,2
19.4143,1.5916,0.6781,1.7815,0.2757,0.7005,0.4082,17.6,1
