prof_mean,prof_std,prof_skewness,prof_kurtosis,dm_snr_mean,dm_snr_std,dm_snr_skewness,dm_snr_kurtosis,subband_01,subband_02,subband_03,subband_04,subband_05,subband_06,subband_07,subband_08,pipeline_01,pipeline_02,pipeline_03,pipeline_04,candidate_type
0.149226,2.071047,-1.424684,-0.421943,0.319938,-0.221207,-1.134896,1.405365,1.366294,2.793281,-2.602552,0.148073,0.733101,-0.761697,-2.657625,1.272438,-0.587759,2.458525,0.048803,-2.343585,0
-0.66576,0.073075,0.307432,-0.541016,0.453073,-0.438341,0.029374,-0.025034,0.760298,0.125358,0.579734,-0.393155,0.460397,0.234865,-1.054151,0.449923,-0.951839,-0.231344,0.462495,-0.979549,0
1.171047,-0.411744,-2.01208,-0.347046,0.599713,0.299892,-0.910675,-1.020599,1.145738,-1.856299,-2.264116,-1.314325,0.31156,0.46205,-1.124835,-0.362989,-2.021987,-0.858866,-0.451087,1.923293,0
-1.021314,-0.324944,-0.205928,-0.053357,0.735261,0.60748,0.205541,0.328152,-0.224197,-0.227501,-0.103504,-0.907279,0.443024,0.632301,0.168193,-0.304415,0.263598,0.438383,-0.439006,-1.446608,0
0.033148,-0.587715,0.191375,0.489034,0.469034,-1.09885,0.132983,0.267082,-0.090395,-1.833941,0.174808,0.14369,1.736329,-1.342373,-1.028001,0.93185,1.639963,1.329939,0.469205,-0.097832,0
-2.867066,1.000851,0.740185,0.271844,1.492588,0.467553,-0.190686,0.541322,-2.730128,1.675439,0.531335,-0.879392,1.511548,-0.332172,1.665691,0.363417,0.512725,3.317478,-1.020068,-3.007875,0
0.195559,-0.001747,-0.05609,0.325271,-0.109725,-1.305269,-0.14191,-0.096098,-0.388262,0.454267,0.188552,-0.841957,0.288808,-2.168154,-0.240538,0.312116,0.091818,-0.12422,0.03622,0.977732,0
0.830082,-0.050127,1.61619,2.218732,0.122737,-0.666679,0.741546,4.797293,1.347451,-0.369332,1.701093,2.45208,2.076473,-0.491163,1.025301,4.921219,1.483033,1.964914,2.18501,0.590781,1
0.032538,0.976348,0.781209,0.267289,-0.117101,0.185799,0.110401,0.03992,-0.119,1.615066,1.323163,0.313716,0.544112,0.036228,-0.511728,0.077053,-0.733897,1.175409,-1.792938,0.001586,0
-0.067819,-0.317209,-1.148181,1.847435,-0.022989,-0.412763,-0.448666,-0.200168,-1.169372,-1.133569,-0.540355,2.734141,-0.55651,-0.152827,-1.34722,-0.262162,-1.533625,-0.171487,0.286355,-0.148244,0
-0.730862,0.565152,0.232817,-0.208712,0.732614,-0.556991,-2.068604,1.136816,-0.16589,0.428138,0.323618,-1.098293,1.122092,-0.973413,-1.518228,0.421332,1.605454,1.166693,-2.898772,0.347487,0
0.114446,-0.915493,0.10626,0.650549,1.250386,1.075603,1.022941,-2.101732,-0.946978,-1.110505,1.596543,0.452427,1.89643,0.630749,2.202197,-1.049561,-0.298958,-1.725611,-0.516846,-0.065973,0
0.656677,-0.452819,-0.86413,0.158842,-1.125222,-1.00946,-1.058937,0.98736,1.995155,-0.102807,-0.72449,-0.022313,-0.487532,-0.305891,-1.310064,0.473396,0.419938,0.404792,-0.14103,-0.230988,0
-0.726151,0.860997,0.359438,0.283271,-0.302388,0.646721,0.943588,0.787817,-0.668845,1.477759,0.730362,-0.185006,0.261468,0.308957,1.999658,1.042791,-1.964043,-1.516111,-1.052083,-0.913708,0
-0.483728,-1.355723,1.807826,0.554669,-0.669038,0.232491,-0.333821,0.335113,-1.161977,-3.079698,2.85085,1.122877,-2.138806,-1.188529,-1.309593,-0.415219,0.933045,-0.081329,0.008544,0.044453,0
1.023758,-1.061077,-0.298771,1.964512,1.361695,0.408934,0.05384,0.144199,1.304998,-2.782404,-0.280688,0.259357,1.073781,0.566069,-0.422778,1.651915,-2.492806,-1.499482,-1.999088,-1.826605,0
-0.360885,-2.029973,0.095222,0.080713,-0.025781,-0.700436,0.652925,-1.178361,0.852218,-1.679185,0.361489,-0.735211,1.818932,0.051,-0.076522,-0.616183,1.616735,-3.10473,-2.613393,1.63869,0
-0.080328,-0.276286,-0.851527,1.948887,0.08119,0.991667,-1.58555,1.080645,-0.060371,0.483712,0.260881,1.95234,-0.97085,0.913359,-2.80007,2.09435,-0.716779,2.218789,-1.660992,-0.512738,0
-0.100907,-0.034035,-0.412444,0.396248,-1.14516,-0.194478,1.714771,-0.062809,-0.420202,0.148681,-0.192055,1.123645,-1.654563,0.533029,2.326763,-0.605656,1.055541,-0.533659,0.796734,0.865066,0
-0.666322,-0.748025,-2.237456,1.307987,-1.895847,1.185107,-1.010366,-0.839439,-1.625657,-1.446599,-2.41525,0.517814,-1.45527,0.770228,-0.482417,-2.276371,3.581245,0.290796,-1.530578,2.088764,0
-0.63985,0.215654,0.481396,1.40687,0.588492,-1.736309,0.879732,5.343357,-1.237447,0.616331,0.58097,1.662181,1.631314,-2.192502,0.59471,4.19048,2.31376,0.50118,1.336261,-0.300265,1
-0.493597,-0.531161,0.568525,0.161966,-1.492445,0.347116,-0.66554,0.560592,-0.668471,-0.455479,-0.20268,-0.2917,-0.644581,0.269833,-1.18704,-0.530873,0.463916,-0.904599,-1.226456,-0.85173,0
0.394554,-0.378011,-0.769358,0.287031,-0.241896,-0.00055,0.337748,-0.377574,1.1669,0.510336,0.011548,0.562918,0.354239,-0.497819,0.353377,-0.139826,0.711051,1.217651,0.107457,-1.546362,0
0.342047,-0.779763,-1.408609,0.995267,0.502711,-0.89647,-1.945107,-0.739158,-0.283249,-1.468027,-1.745846,2.598679,-0.204476,-1.690022,-0.940473,0.547464,1.854582,0.254746,-2.977337,-0.024255,0
1.5446,-0.190185,-0.001011,-0.720296,0.066423,-1.409133,0.210684,0.130223,1.451938,-0.173374,0.055716,-2.426233,-0.191134,0.230765,0.317159,-0.537937,-0.731905,-0.481007,-1.499186,2.389623,0
-1.112155,0.085876,0.161614,-0.795959,0.86565,0.690166,0.74665,1.405863,-2.826536,-0.429119,1.233469,-1.363422,1.528587,1.307853,0.326752,1.517946,0.94854,-0.75512,0.150618,0.474628,0
0.106604,1.227043,0.4424,-0.334504,0.432016,1.060689,0.900393,-0.004583,0.703875,0.664311,1.91315,-0.81202,0.413363,0.17735,0.931402,-0.354765,-1.492872,-0.756057,1.016226,-0.968961,0
1.426339,-0.97252,1.045126,0.419305,1.110365,-0.58311,0.180969,0.982301,0.727682,-0.888072,1.927879,-1.291665,0.007739,-0.595804,0.477404,1.264219,-0.302513,-0.477025,-1.376336,0.899058,0
-0.241435,1.192288,0.066092,1.228213,0.066029,0.155414,1.203113,0.292476,0.06106,1.442484,0.374425,1.552459,1.137043,0.806656,0.216785,0.630068,0.300141,1.307709,0.085835,-2.413162,0
1.138404,0.447996,-0.014688,-0.237555,-0.448629,-0.081547,-1.234463,-1.300081,2.078246,0.595431,0.820685,0.201348,-0.812057,1.01919,-2.748153,-1.146022,-0.563068,-1.132893,-0.09545,1.270945,0
1.526817,2.391392,0.981416,-1.745038,-0.967919,-1.734104,-0.832003,0.84548,1.240955,3.343049,0.351905,-1.608074,-0.663512,-2.793506,0.879792,1.21419,-3.221806,-2.252786,1.762389,1.479195,0
0.106805,1.318438,1.747651,0.266819,-0.618465,0.712583,-0.81833,-0.642514,-0.199671,2.229441,1.724266,-0.033676,-0.306367,0.920969,1.032592,0.506061,0.511709,-3.30047,-0.679227,-1.107967,0
-1.46208,-0.134237,0.573729,0.896218,-1.401145,-1.391242,0.319327,-0.648717,-2.305299,-0.203755,0.510724,0.53893,-2.176628,-3.091923,0.93114,0.964946,-1.942377,-0.560406,-0.235004,0.100486,0
1.820652,0.730885,-1.740633,-1.930268,0.670788,1.34814,-1.80486,0.85153,0.314826,1.306798,-0.292849,-1.742357,1.153261,1.021467,-2.38857,0.911776,-4.425109,2.259967,4.44696,1.402183,0
-0.459761,0.27908,1.005341,1.367939,-0.025275,-1.251734,0.513256,0.0927,-0.922611,0.66634,0.553794,1.255378,-0.080356,-2.593136,1.027298,-0.247888,-0.379747,-0.084623,-0.863826,0.71742,0
-0.184068,-0.052926,0.658383,0.661189,-0.058342,-0.326273,0.37121,-0.846016,0.908037,-0.506727,-0.459455,1.36099,1.660322,-1.217545,0.677279,-0.006012,0.311005,1.73152,0.183627,1.187472,0
-1.180388,0.768764,0.467589,1.033209,0.492535,-0.475793,-0.8627,-0.361271,-0.842641,0.690987,-0.812831,1.898925,1.129708,0.015451,-1.070156,-0.917332,0.712126,1.384907,-1.879433,-2.08515,0
0.427648,-0.223284,-1.702065,-0.306009,-0.447109,-2.338854,-0.802984,-0.741651,1.268242,0.439383,-2.358933,-0.493984,-1.004037,-1.491799,-2.013504,-2.03373,0.413739,-2.466905,-0.37131,0.399535,0
-0.035768,0.532265,-0.61127,0.91345,0.519921,-1.210017,-0.824207,0.720905,0.136824,1.105797,-0.13606,-0.01825,0.490839,-1.680812,-0.337688,-0.27646,-0.382375,2.311243,-2.368848,-1.95613,0
0.3113,1.171133,2.224276,2.057078,0.163763,-1.56525,1.224236,6.251147,-0.947589,2.037765,3.200907,1.265597,1.622128,-2.915306,1.738804,5.67785,1.491232,0.764667,1.474402,2.669463,1
-0.459308,-0.118574,-0.185927,-1.774444,-0.895078,0.054591,0.671734,-0.359428,-0.87856,-1.04598,-0.244608,-1.645474,-1.020666,-1.212681,0.602026,0.038501,-1.311727,1.411024,2.44839,0.05016,0
-2.049074,0.487152,-0.075196,0.615243,-1.44856,-0.928042,0.688033,-0.553073,-3.75452,0.750716,0.630497,1.304275,-1.333827,-0.820656,0.670663,-0.210231,0.999271,-0.636156,-0.86963,-2.235847,0
0.000137,1.165697,-0.40109,0.61813,0.000555,0.905454,-0.018784,-0.500168,-0.797577,0.092182,-0.006006,-0.681173,-0.995168,1.880481,-0.351419,-0.676068,-0.43428,0.843981,-0.213697,-0.843294,0
0.084963,-0.298781,1.001463,1.353326,1.298898,0.26271,0.220226,-0.187392,0.806235,0.119305,1.856897,0.422153,2.007809,0.617027,0.155804,1.584665,-0.446333,-1.077841,-0.536485,-0.024796,0
1.167523,0.989573,0.438888,-0.226877,0.110278,0.557637,2.764138,-0.266248,0.292337,0.959525,1.177914,0.761202,-0.876237,-0.153486,3.347098,-0.1396,-0.190005,-0.777384,0.648536,1.196161,0
-0.19569,0.874133,-1.116872,-0.647416,-0.802248,0.469767,-0.646904,-0.531561,0.901551,0.298701,-1.583551,-0.637538,-0.909849,0.56163,-1.516874,-1.309905,-1.109223,0.976591,0.661794,2.81881,0
0.070546,1.30989,0.16562,-0.403046,-0.290673,0.038138,-0.556058,1.103037,-0.269527,1.721713,-1.225645,-2.823571,0.383743,0.337107,-0.992775,1.005458,-2.435183,0.527669,-1.272945,1.499936,0
0.804336,1.139321,1.218065,3.950352,3.574517,-0.402285,0.037232,0.154538,1.14362,0.75098,1.72845,4.100739,2.50093,-0.275913,0.346299,0.109005,-3.949875,1.543027,0.771905,0.123738,1
-0.420791,0.620067,1.473318,-0.058797,0.282406,-0.376437,-0.112114,0.220343,-1.673693,0.614585,1.936839,-0.519813,0.199248,-0.202003,2.542192,1.196766,-2.724357,0.186359,2.35062,-1.665428,0
-0.593577,0.539332,-1.250244,1.388598,0.311099,-0.175673,0.61513,1.362262,-0.042347,0.212638,-1.019777,1.800798,0.441806,-0.971146,0.891667,1.861248,-1.243011,2.018758,-1.45903,-2.420838,0
-1.934681,-0.913878,-0.639769,-0.763397,0.256567,-0.859795,-0.557657,-1.869233,-0.379743,-0.847378,-1.542169,-0.331438,0.151543,-1.515015,-0.246421,-1.747342,0.153855,2.135265,2.097157,-0.389321,0
-0.234542,0.812877,-0.782237,0.402178,-0.532488,-0.565008,-1.609552,2.740577,-0.423272,0.936828,0.034074,0.189718,-1.881945,-0.670383,-2.46701,3.074874,-0.071141,0.901652,-0.079059,-0.810936,0
1.477322,0.455051,-0.47231,0.638238,0.140427,0.809272,0.51881,0.860587,1.986108,0.054583,-0.778385,1.76732,0.993807,1.371949,0.725565,1.251146,-2.110224,-0.527924,-1.069661,1.889128,0
1.145623,-1.234821,-0.523872,1.046517,-0.307796,-0.008458,-1.487666,-0.386484,1.658497,-0.188382,-0.77846,1.769603,0.213911,0.292776,-1.632207,-0.904157,0.209885,0.328513,-1.879921,-0.315477,0
-0.068099,0.819794,0.068903,-0.264519,1.229798,1.266965,-0.622339,0.336467,-0.081744,1.288521,2.020611,0.697624,0.505961,1.605845,-0.183279,1.225523,-1.105994,1.364865,-0.365401,-0.531455,0
-1.687969,0.743318,-0.186046,0.695031,0.278319,1.788498,1.379063,0.801029,-1.69948,0.543304,-0.484132,2.21609,1.875396,2.536889,1.202625,0.794313,-2.716585,2.131712,0.471832,-0.080061,0
1.146898,-0.122562,-1.224016,0.526366,-0.339616,-0.51245,0.503784,-0.99884,1.421723,0.454533,-0.94562,-0.096119,-0.653917,-0.428633,0.081642,-1.309547,-0.346701,0.357624,1.166529,0.628945,0
0.080256,1.464739,2.36787,-0.589275,-0.136196,0.436257,-0.366152,-0.889018,-1.399996,1.931853,2.829281,-2.057945,0.559021,0.643771,-2.492641,-0.320642,1.017615,-0.12502,1.430173,0.958733,0
1.582689,0.041806,-0.603532,-0.486048,0.911035,-0.635764,0.529374,-0.136409,2.185811,0.568763,-0.138469,-0.665892,-0.377924,-0.826054,-0.700007,-0.040463,0.745017,-2.838314,-0.553656,1.975571,0
-0.386936,0.563782,0.530612,0.005611,0.485885,1.236522,0.136441,0.993811,-0.432285,-0.618976,0.168224,-0.922856,0.506303,1.529836,-0.267414,1.552936,0.455211,-0.0192,0.836109,1.602287,0
-0.734575,-0.690736,-0.361787,0.820418,0.492558,-0.09691,-1.243027,-1.741185,-0.883782,0.45747,0.124083,-0.60234,-1.000436,-1.935587,-1.293329,-0.361031,0.63088,0.628464,-0.968602,0.364038,0
0.391414,-0.042472,-0.494913,-0.035297,0.687648,2.272628,0.317345,-0.46812,1.637527,-1.076359,-0.531392,0.817734,-0.715539,4.172813,0.39928,0.061281,-1.196443,-0.957696,-0.521616,0.904202,0
-1.48376,-0.684684,1.529519,-0.889534,0.876098,-0.080083,-1.200409,0.236161,-1.131393,0.075243,2.557555,-0.72233,0.216155,0.815786,-1.492362,-0.012137,1.743321,1.577834,0.902155,-0.49472,0
-2.133718,-0.126698,1.115856,1.656575,0.771782,-0.673077,0.379478,-0.250925,-0.957701,-0.309154,1.464914,1.899487,1.004452,-0.969502,0.542012,0.84983,2.239765,-1.531247,-0.754954,-0.157125,0
-0.203734,-0.02797,0.647676,0.022141,0.281821,-0.38911,1.100016,0.034126,-1.011633,-0.850642,0.65332,1.06244,-0.510115,0.269128,1.91026,0.704229,-0.800708,-2.658122,-1.052624,-0.814169,0
1.85707,1.833708,-2.510616,-2.382815,0.848092,0.211,1.785502,-0.142795,0.925713,1.416081,-3.237564,-0.336228,1.00227,0.536433,1.885983,1.247193,-4.081266,-0.856792,0.0017,1.691793,0
-0.123262,-1.065076,0.201059,-0.109214,-0.741493,-0.961151,0.069743,0.01986,-0.89699,-2.394481,0.939714,-0.693529,-1.600627,-1.448097,-1.55349,-1.646306,0.931302,-1.548608,2.057684,0.264428,0
-0.935929,0.681696,0.866751,0.563437,-0.182069,0.361887,0.004637,-0.013526,-0.478183,-0.272614,0.566691,0.264707,-0.94742,-0.096652,0.01239,0.561883,-0.434053,1.594138,1.213934,-2.957821,0
-1.818508,-0.764078,1.092487,-0.165937,0.336872,0.141289,-0.122138,1.954847,-1.730051,-0.434455,0.138088,0.563376,0.044454,-0.213834,-0.204165,2.241665,1.999929,-0.180352,-1.504634,0.219837,0
1.518403,1.376871,0.288789,-2.097387,0.89831,1.547047,0.006604,1.505596,1.468321,2.443513,-0.589192,-1.848844,-0.399976,0.638953,-0.417694,0.829318,-1.564071,-0.614664,1.092518,1.049468,0
0.26595,0.474521,1.119991,2.766847,0.359404,-0.692042,0.759214,2.128395,0.183511,0.323161,1.930745,0.625432,0.29152,-1.34375,1.045717,2.269872,1.205584,1.56345,2.317272,-1.822888,1
-0.047332,-1.891581,-0.445031,-0.118718,-0.115706,-0.414825,0.300367,0.630894,0.015871,-3.707643,0.61504,0.201332,-0.568979,-0.080792,0.912623,-0.329226,0.148997,0.003987,-2.956311,0.575385,0
-0.877462,0.485728,1.110734,-0.696889,1.475429,-1.315503,-1.146527,-0.026889,-1.45667,0.574672,0.72961,-0.922695,3.092971,-0.86641,-0.845442,0.699063,1.587181,-0.037943,0.946231,1.224719,0
1.418558,0.272908,0.327227,2.614994,-0.088635,0.538108,1.26592,5.013432,1.737168,0.8742,0.627848,3.286374,-0.631763,1.079821,1.502911,5.026703,1.285617,-0.359066,0.687899,-0.411732,1
0.652016,-0.057658,-2.326466,0.467385,-0.761162,-1.274969,-0.763064,-0.539271,2.704048,1.542625,-3.48256,1.302522,-1.682171,-1.676401,-0.262712,-0.900128,-1.959326,-0.700263,0.725133,0.881371,0
-0.696017,1.039153,1.1013,0.042156,-0.254439,0.224793,0.64186,1.009587,-0.682642,1.85039,1.250201,-0.298817,-0.824171,-0.523406,1.935946,1.171233,0.673344,0.544757,0.379606,1.234591,0
-0.72315,0.99677,-0.910274,0.165262,-0.33672,-0.518581,0.99819,-0.020393,-0.941968,0.495505,-0.238571,0.908344,-0.147165,-0.598964,1.804295,0.83955,-0.826606,-0.920836,-0.298704,-1.882716,0
-0.956321,-0.437104,0.520645,1.591594,-0.436197,-0.603595,0.885358,1.217283,-1.273685,-0.475904,0.817209,2.149201,-1.424859,-1.07129,1.453954,1.462743,-1.494804,0.867973,-1.392783,-1.437188,0
0.736399,0.039823,-0.196328,1.273797,-1.18126,-0.839168,1.038689,0.629374,1.128608,-0.936632,-1.500923,1.297297,-0.093554,-1.552774,1.454858,1.108081,-0.608551,0.339744,-0.438523,0.08185,0
-0.186449,1.284113,0.597956,-1.281561,-0.192357,-1.686248,-2.580574,0.747313,1.110094,0.733897,-0.088376,-0.155388,-0.84826,-1.043754,-3.751571,1.474585,-0.885409,1.914936,1.66541,-0.359766,0
-0.68304,-0.667088,0.397792,-0.112391,0.099011,2.605803,0.437498,-1.022518,-0.203974,-0.947872,0.125077,0.681781,-0.183784,2.694347,0.326339,-1.276945,-1.02957,0.396103,-0.194297,1.933662,0
0.212702,1.033849,1.240424,-1.359756,1.291783,-0.505047,1.50201,-0.595121,1.799591,-0.131528,2.105036,-2.852386,1.848197,-0.244562,0.524752,-1.056722,-1.686305,-0.64062,-0.72814,-0.042237,0
-1.247947,0.883984,0.321801,-0.70542,-0.526961,0.240416,0.54391,0.323074,-2.019889,-0.427779,1.751309,-0.168869,-0.745742,-0.959243,1.320862,-0.984108,-1.272502,1.148043,0.930949,-0.765332,0
0.305521,0.780517,1.787078,-1.479951,0.511373,1.20403,-0.267515,-1.416364,2.364576,0.872436,2.012886,-1.53128,1.277538,1.324727,-0.243307,-0.77509,-4.331974,-0.943475,3.852843,1.063294,0
1.073193,-0.70085,1.10108,-1.670966,-0.640636,1.02917,0.918241,0.932806,1.243453,-1.43708,2.615421,-1.87202,-0.116879,0.442479,0.63803,-0.441052,0.358564,-1.706283,2.713886,1.339567,0
1.297398,-0.264967,-0.097304,0.234212,-1.359576,-0.595147,-0.923501,-0.585313,1.046858,-1.620747,-0.383427,-0.769601,-1.469215,-0.714387,0.358421,-1.029264,-1.361774,-1.193118,2.076696,-1.490466,0
0.335132,0.100024,1.115792,-0.14465,-0.619844,-1.096737,-0.195299,0.827114,-0.22122,-0.93998,0.603767,-0.71959,-1.957078,-1.313072,0.205356,1.784461,0.092965,0.314874,0.089152,-0.465286,0
0.158446,-0.779159,0.137345,-0.697201,-0.397496,-1.067537,0.295973,0.295783,-0.347856,-1.371452,-0.427852,-0.043952,-1.611812,-1.515504,1.205534,-0.385915,1.327842,0.41292,-0.577238,0.483112,0
-1.948251,0.757192,0.645244,0.126929,-0.640987,-0.027823,-0.756846,-0.296509,-1.453021,0.756075,-0.44105,-0.576808,0.109137,-0.372506,-1.282161,-0.666041,-0.008943,2.891637,1.31031,-2.827085,0
1.309655,-0.22652,0.382186,4.408165,0.572305,1.112959,0.74278,2.965453,1.063536,1.150073,-0.630781,3.175576,-0.347328,0.933826,1.57666,2.698187,-0.383389,1.146401,-1.781328,-2.583348,1
-2.753048,0.711188,-0.908726,-2.148348,0.22532,-0.973142,-0.44369,-0.27231,-3.188996,1.7166,-0.603708,-1.917839,-0.117959,-1.489688,0.19437,0.667752,2.00852,0.416972,1.780676,-0.136004,0
-2.742871,-1.087268,-2.098633,-0.941418,0.344723,-0.401577,0.579923,-0.029552,-3.877978,-2.935426,-2.595696,-1.001288,0.17225,0.605449,-0.544492,-0.096206,0.921824,-0.430666,-0.839673,-2.717124,0
-0.323248,0.283844,0.053404,-0.504974,0.459682,0.197732,-0.341647,0.303431,-1.229662,0.404555,-1.802173,0.729765,0.582564,0.49642,-0.420126,1.940262,-0.268461,0.712612,1.74632,-0.782703,0
-1.794679,-0.432893,0.142451,0.984161,0.393759,-0.268141,1.736368,0.278032,-2.534985,-1.884309,0.974435,1.099825,0.162465,-0.722794,1.727111,0.195906,0.277002,-0.546444,0.913251,-3.679768,0
0.108319,-0.597017,-0.377271,2.37628,0.520179,0.087239,-0.04872,-1.386908,-0.069668,-2.002703,1.015976,1.693506,2.044526,0.791474,-0.700133,-1.138854,0.151325,0.53032,-2.773152,-0.08486,0
-0.06805,0.292799,0.08341,-0.06307,-1.086377,1.311113,-1.01117,0.729911,-0.396935,-0.418709,1.23384,1.908026,-1.57081,0.848956,-1.046149,-0.45356,-0.824507,1.047349,1.213103,0.182419,0
1.308825,0.461322,1.100768,3.439638,-0.658303,-1.324191,2.607533,3.586768,1.253638,1.302594,1.019575,1.892973,-0.561099,-0.966053,2.74708,3.114249,1.198363,3.954323,0.689913,0.022441,1
-0.054954,0.214889,-0.584236,-0.755339,-0.516773,-1.682064,-0.586525,0.421615,-1.046049,-0.168165,-0.624222,-0.758481,0.451487,-2.634381,0.626455,0.932257,-2.222659,-0.973038,1.139373,1.482746,0
-0.607356,2.370413,1.621254,0.926191,-0.041395,-0.441271,-0.987676,0.198912,0.360937,2.006548,0.787122,0.303842,0.414029,-0.248634,-0.130536,0.217181,-0.802034,-0.447442,-1.624638,-2.717258,0
-1.596932,-0.536301,0.227515,-0.770584,0.172304,0.649164,-0.518627,1.662854,-1.879502,1.539612,-0.016463,-1.177343,-0.208971,0.16211,0.800505,1.31581,1.961428,2.313048,0.183517,-1.77725,0
0.57299,-0.089844,1.88636,0.900357,-1.658546,-0.047972,-0.313181,0.377724,-0.086182,0.575847,1.546545,1.028479,-1.968929,0.017633,-2.220149,-0.800845,-1.343472,-1.373209,1.557864,-1.083323,0
0.295612,0.447436,-0.21713,1.140127,1.402045,-1.057699,-0.274845,-0.262751,0.439373,0.311334,0.71293,1.852316,-0.241324,-0.825815,0.293647,-0.780013,-2.123146,-2.288013,-1.895345,-2.404387,0
0.005645,1.598305,0.282802,0.65598,0.772534,-0.562381,0.674956,-0.82409,-0.054379,0.503045,0.02342,1.442541,0.44831,-1.227494,-0.370376,-0.549158,0.08066,-2.190954,-0.599014,-1.588084,0
-1.013325,-0.026329,0.457496,0.7144,0.298961,-1.342038,-0.641267,0.798195,-0.900575,-1.060409,1.268006,2.337113,-0.846731,-2.174832,-1.109356,0.24718,1.468835,1.077053,1.841809,-3.181004,0
0.102869,-0.363701,-0.822509,0.549153,-0.129955,0.070099,0.439933,-0.789817,-0.408266,0.449285,-0.99817,0.051624,-0.930191,0.731933,0.681553,-0.354944,0.503917,0.755975,-1.215627,-0.672697,0
-0.592279,-1.036708,-0.150247,-0.282018,0.131131,0.413038,-0.551167,-0.072883,-0.989485,-0.908537,0.195227,0.351295,-0.440443,-0.69994,-0.547715,-0.307185,0.828321,0.355307,-0.362621,-0.964891,0
-0.792282,-0.154175,-0.277385,0.200187,0.532246,-0.016305,0.111932,-0.472923,-0.624825,-0.490702,-0.301125,0.636926,-0.739901,-1.09876,0.035699,-0.386198,1.310743,1.595648,1.690623,0.072872,0
0.44428,0.314128,-0.560552,1.275542,-0.430983,0.84888,0.383034,0.940367,-1.459078,-0.414477,-0.764556,2.135309,0.726489,0.726856,-0.684329,1.161736,-1.830739,0.713692,0.51454,-0.290261,0
0.022097,-0.484361,-0.827888,0.400116,-0.510629,-0.466959,0.542707,0.411367,0.377229,-0.939728,-0.741333,-0.152133,-0.125195,-0.343304,-0.05962,1.993792,0.957782,2.485959,1.596655,-1.23291,0
0.97033,2.047215,0.132303,2.149495,0.69228,-1.643235,0.476687,1.525073,2.464936,1.510007,0.564753,2.334313,-0.180399,-1.082658,1.930891,1.139505,-0.596879,0.401063,-0.305113,-0.161107,1
0.19469,1.719554,0.199216,0.920076,0.581654,-1.223153,0.147761,-0.866514,0.074244,2.042581,1.125821,1.781644,0.280583,-2.703416,0.717172,-0.97575,1.256452,-2.641238,-0.347467,-1.565095,0
0.099356,1.194339,0.686651,-0.570423,1.145188,1.999484,-1.216303,1.153081,0.14406,2.090933,0.398612,-0.53726,0.260569,1.689232,-0.09886,2.968725,-0.651214,-0.081509,-2.351827,-0.211664,0
-0.17069,0.797315,-0.943486,-1.025051,0.060208,-0.640427,-0.83625,-0.317974,-0.899629,1.856906,-0.129249,-2.163927,-0.901462,-0.43137,-0.62584,-0.636076,1.035379,1.499228,1.627554,-0.273956,0
-0.912888,-1.046638,1.488649,2.444339,-1.040536,0.167798,-2.633749,-0.394754,-0.656029,-0.258932,1.314271,2.202779,-0.681145,-1.216013,-3.500912,-1.007174,2.688679,0.654699,0.527344,-1.86173,0
0.544764,-1.246782,-3.113061,1.928516,-0.799751,0.725185,1.857783,-0.072452,0.930074,-0.810448,-2.1869,2.002193,0.108844,1.423192,3.590815,-0.728195,-1.458673,-1.3678,-4.193306,0.023394,0
0.731856,-0.368125,0.144857,-1.487521,-0.394645,-0.902273,0.495487,-0.301045,1.382998,0.324781,-0.618573,-2.639866,0.409941,-2.103868,0.037741,0.558592,-2.518379,-0.142446,1.643825,-0.198065,0
0.74949,0.265067,-0.206458,-1.849184,0.638569,0.850863,-0.991883,0.990215,1.000404,-1.258166,-0.776422,-2.889167,1.794435,0.97377,-1.747373,0.939798,-1.338758,0.322325,0.63223,-0.093994,0
0.423895,-0.691258,-1.380389,-1.423734,0.188577,1.769622,0.174625,0.379624,0.839083,-1.571457,-2.319136,-0.559616,1.015834,1.836089,-0.135394,0.185576,-1.319694,-1.409028,2.732447,0.280073,0
-2.773278,0.332364,-1.614646,0.048047,-0.119563,0.112364,-0.23842,-0.232003,-3.344519,-0.151557,-1.202756,0.01039,0.325635,0.760887,-1.400917,-0.53338,-1.776207,3.432485,-1.707063,0.521924,0
-0.199851,-0.571019,-1.511081,-0.872735,1.858872,1.30832,1.156369,-0.490119,-0.684939,-0.942798,-2.439388,-0.587941,1.779903,2.225901,1.096044,-0.61647,-2.43932,-2.20409,-1.55199,3.57259,0
1.082225,0.004741,1.082716,2.267582,1.370585,-1.259379,1.546683,4.884343,0.917754,-0.408314,1.070097,1.472102,1.03924,-1.390393,1.77678,5.505852,1.381181,1.862721,0.826564,1.490732,1
0.062033,1.920269,0.574336,0.7367,0.386586,0.235928,3.546208,-0.298835,-0.247478,1.844862,-0.395923,0.644093,1.013603,0.166717,4.166517,-0.258582,-2.673173,-0.05265,-0.183609,-2.016069,0
2.962285,-0.71579,0.013428,1.472785,0.567378,0.642337,0.924196,-0.102812,3.119102,-0.261828,0.083448,2.330925,0.888351,-0.563256,0.668749,0.353716,-2.639522,-2.181337,-0.17366,2.095768,0
0.250874,-0.559176,1.01787,1.20158,0.023453,0.782287,-1.085821,-0.092255,1.866379,-0.545964,1.325387,0.36285,0.028767,0.653674,-0.354218,0.291094,3.263652,2.155204,0.267514,-0.853932,0
