rsi_14,macd_signal,bb_position,volume_ratio,atr_pct,price_momentum_5d,ma_cross,overnight_gap,market_sentiment,sector_beta,earnings_proximity,spread_proxy,movement
30.53252,-0.341,0.57032,0.87894,1.76115,-0.31495,0.06908,0.58348,1.0,0.97932,0.2504,0.05177,2
61.54649,-0.44496,0.14968,0.88127,0.78458,-1.06193,0.22338,-0.06648,-0.50288,0.99213,0.63124,0.02106,1
36.89687,0.33472,0.62742,0.70227,2.09551,-0.61492,0.18168,0.9234,0.07846,0.69625,0.23414,0.0963,2
56.90482,0.36619,0.5054,0.75638,1.72629,0.7693,0.73805,0.50815,0.25791,1.95785,0.01092,0.06618,1
54.72704,0.56102,0.17421,1.85485,0.74276,-0.07151,0.03573,-0.19914,0.00631,1.46822,0.32314,0.02494,1
38.5409,1.07469,0.58167,1.86831,1.92261,-0.65511,0.39432,0.46043,0.59911,0.36741,-0.80792,0.03324,2
50.78893,1.03705,0.15819,0.68753,2.57859,1.10432,0.19174,0.82857,-0.29444,0.97419,0.65978,0.09582,2
54.99496,0.13856,0.50358,1.61774,1.35676,-1.37591,0.03162,0.18048,-0.57321,1.57972,-0.18195,0.01308,1
35.53691,-0.00862,0.42224,1.4929,1.80126,-1.60907,0.78181,0.35976,0.03466,1.55079,0.46947,0.05172,2
46.90733,0.32081,0.63973,1.01587,1.11912,2.00286,-0.21347,-0.27148,-0.53256,0.63256,0.07611,0.05363,1
65.54897,0.27789,0.21277,0.70023,1.85367,-1.57696,-0.46333,-0.46037,-0.42671,0.79438,-0.10932,0.04413,1
38.50047,0.60235,0.1309,0.85731,1.66255,1.36995,0.23243,0.7661,-0.02875,0.58151,0.10714,0.09372,2
37.22577,0.75875,0.04526,1.82937,1.79109,-1.81327,-0.06092,-0.18055,0.07921,0.8462,-0.94783,0.04671,2
61.10309,-1.11647,0.4763,0.4885,1.47163,0.58688,-0.62767,0.37276,0.08881,1.62631,-0.80871,0.13244,0
86.51238,-0.42555,0.4132,1.05852,1.44189,0.68884,0.02193,0.05202,0.03955,0.87508,-0.12006,0.07083,1
81.59801,0.00063,0.1928,0.78144,1.18707,0.40159,-0.34253,-0.25148,-0.04209,0.2,0.16637,0.02952,1
38.84455,0.90472,0.26481,1.3474,0.66614,-2.67811,0.42247,0.11776,0.32767,1.03856,-0.37652,0.04819,2
32.68484,1.06311,0.48761,0.49837,2.02893,-2.82454,-0.43208,0.42084,-0.67532,0.53974,-0.14297,0.1056,1
47.25208,-0.97226,0.76955,1.06203,1.30268,-3.58862,-0.24327,-0.66587,-0.16712,0.51162,0.89859,0.06459,0
38.69461,0.12223,0.17593,1.81079,2.15884,1.07554,-0.63379,-0.62859,-0.23754,0.66379,0.6171,0.04007,2
62.45446,1.26852,0.4718,0.23649,2.92569,2.94052,-0.15339,-0.69286,-0.39108,1.41421,0.05592,0.23115,2
70.19346,-0.21762,0.70679,1.02334,1.53852,-2.04875,-0.22177,0.22256,0.10105,1.44124,0.99596,0.04257,1
28.43004,-0.42652,0.56396,1.06428,2.2934,3.14435,0.20715,0.64926,-0.47291,1.25327,0.61228,0.01431,2
27.95702,-0.03794,0.44616,0.98799,1.25672,-2.55848,0.57243,-0.44679,-0.01321,0.86794,0.33085,0.04779,1
66.62754,0.1279,0.35974,0.82192,1.38847,1.07182,1.08228,-0.00745,0.49472,1.19938,0.26518,0.09305,2
42.95864,-0.45936,0.71601,0.7082,1.65526,-4.13729,-0.66927,0.86094,-0.441,0.84909,-0.13318,0.08555,0
50.16982,-0.46176,0.68169,1.4516,1.04993,-0.19921,-0.16418,0.30983,1.0,0.77728,-0.58093,0.05074,1
62.21206,-0.5662,0.78904,2.36132,0.99898,1.588,-0.43668,-0.27947,-0.29411,0.97374,0.36739,0.03588,2
67.55194,-0.41398,0.15874,4.86656,1.17724,-5.94877,-0.73738,0.33346,0.3032,0.55249,0.93378,0.01273,0
39.98195,-0.72924,0.36285,1.10241,1.15096,-5.86148,-0.65491,0.10689,-0.93136,1.10992,-0.46608,0.04627,0
55.45661,0.38198,0.44472,1.09378,0.97432,-3.40806,1.23156,-0.06915,-1.0,0.96227,0.36999,0.05759,2
52.99463,0.90052,0.29459,0.32769,1.738,0.67802,0.37009,1.15976,0.49794,0.99945,-0.94509,0.20703,2
61.82017,-1.20815,0.35284,2.31073,1.59995,-0.85302,-0.51954,0.0278,0.49697,1.74559,0.99017,0.03629,0
40.7268,-0.10511,0.6987,0.64327,1.63714,-0.41835,0.01283,0.10832,-0.28213,0.64125,-0.11009,0.11441,1
13.3957,-0.02845,0.35691,1.32561,1.59791,0.65324,0.19501,-0.04753,0.6499,0.75087,-0.48172,0.04618,1
56.89279,0.31025,0.504,1.08078,1.3989,-0.58293,-0.05206,0.56092,-0.47618,0.50614,0.79344,0.05456,2
57.70177,-0.25236,0.2893,1.40086,2.34681,-0.82735,-0.3398,-0.03487,0.21765,1.44102,-0.15252,0.06115,2
58.54625,0.71455,0.16719,0.99165,1.58814,3.19278,1.10457,1.10159,-0.14379,1.42905,-0.3397,0.06186,2
45.5835,0.26909,0.78069,0.98556,1.67324,1.6502,0.23729,-0.81155,-0.01979,0.92578,0.74185,0.04551,2
42.1127,0.09985,0.65421,1.20278,1.38693,3.77976,-0.33542,-1.03488,1.0,0.81954,0.90263,0.06042,2
64.41379,0.26293,0.2665,1.7312,0.97938,1.42055,0.1875,0.54409,0.54271,0.86341,-0.32649,0.03937,1
43.21967,-0.96325,0.67405,0.39103,1.7393,-1.77259,-0.32147,-0.30714,0.12642,0.83919,0.50819,0.18009,0
54.25097,-0.42245,0.13588,1.65774,1.56545,2.96055,-0.85369,-0.06965,0.91074,1.18383,0.96259,0.04197,2
47.96972,0.62472,0.91001,0.58163,2.54426,-0.26057,-0.11933,-0.45233,0.0245,0.55539,-0.86181,0.13874,1
33.5079,0.22963,0.23405,0.56051,0.87197,-1.67672,0.46195,-0.32636,0.04972,0.6901,-0.46975,0.07596,1
2.44947,0.29353,0.72785,1.13607,1.99308,0.82291,0.00966,-0.18493,0.51643,0.99969,-0.10387,0.03944,2
57.33589,-0.59845,0.54693,0.66232,0.90981,-1.59051,0.03497,-0.07103,-0.46901,0.66198,-0.81196,0.09955,1
40.87042,0.29769,0.20345,1.27932,2.0826,1.74086,-0.05948,0.2385,0.05739,1.45081,0.16622,0.0557,2
78.19901,-1.62955,0.50669,0.56292,2.90927,-0.12168,-0.27341,-0.27877,0.16537,1.20866,-0.9378,0.09371,0
28.72565,-0.97633,0.58294,0.7369,0.851,0.18103,0.25172,-0.27092,0.96048,0.52507,0.30056,0.06828,2
72.04517,0.72038,0.82254,1.48218,1.98142,-1.46837,0.04268,-0.09754,-0.38429,1.0326,0.2938,0.07095,0
17.2345,0.29651,0.08151,1.2625,1.88661,-0.95497,0.0847,-0.31296,-0.27833,0.85057,0.14263,0.08433,2
75.63995,-0.64624,0.82306,1.11677,2.42804,0.63582,0.11178,-1.02451,-0.12301,0.4895,-0.4025,0.05592,0
63.08222,0.29074,0.45002,0.65589,2.06458,0.56773,-0.55367,-0.62616,0.51572,0.93817,0.99318,0.10027,2
22.25502,0.34333,0.41921,1.03039,1.01416,-0.25395,0.55533,0.20862,-0.05229,1.69624,-0.68175,0.05644,1
26.51597,0.31717,0.80548,2.0445,1.90963,-4.96002,0.30608,-0.41393,-0.43048,0.76033,0.54135,0.06559,0
62.25274,-0.07066,0.66456,1.59452,1.16448,0.59529,-1.15945,0.14786,-0.7233,0.89603,-0.10063,0.05088,0
49.42457,-1.17579,0.84043,1.54281,1.50059,-0.8405,-0.39159,0.74499,-0.15907,0.82949,-0.68639,0.06721,0
57.03461,0.54761,0.04168,1.70408,1.15663,2.19894,0.26544,0.52864,0.12847,0.93334,-0.98325,0.0809,2
51.53687,0.83449,0.15791,1.16595,1.18662,1.61836,-0.25747,-0.61144,-0.07751,1.53593,-0.3919,0.04944,2
42.18675,-0.27531,0.61907,1.27684,0.72325,2.35344,-0.6299,-0.22011,-0.11542,1.69724,-0.64303,0.03855,1
73.92063,0.08266,0.2111,0.47142,1.46803,3.25605,-0.36362,0.12147,0.08502,0.90944,-0.11645,0.10161,2
80.99282,-0.53025,0.86244,0.71474,2.49805,-0.07212,0.16707,-0.71065,0.66611,0.5095,0.51227,0.08701,2
35.18075,1.68765,0.34342,0.79746,0.53802,-0.73799,0.5528,0.90588,-1.0,0.94009,0.39927,0.06174,1
34.54351,0.23144,0.13998,0.53185,3.3299,-0.48666,0.05691,0.25043,-0.28953,1.26361,-0.94987,0.08323,1
49.3967,0.99204,0.44278,1.23807,1.31961,0.72697,-0.63726,0.46385,-0.32735,0.95485,0.18302,0.07857,1
35.64086,0.51853,0.10716,0.82461,2.37609,2.10127,0.47814,0.71867,0.18658,0.84942,0.95321,0.09114,2
93.35179,1.01215,0.42136,1.21923,1.31031,-1.39068,0.44432,-0.1158,0.12784,0.61482,-0.98914,0.06296,2
37.01775,-1.34481,0.64363,0.73067,1.7761,1.85659,-0.01388,0.41281,-0.15342,1.12713,0.49286,0.09014,1
70.82428,-0.83912,0.86858,0.4066,2.04517,-1.53332,-0.42781,0.94634,0.16091,2.41067,0.10218,0.14409,0
23.62634,-0.16845,0.72788,1.40189,1.08642,-0.3399,-0.15986,0.30725,0.46116,1.61224,-0.721,0.02687,1
52.2393,0.31349,0.85486,0.69501,0.9367,-1.70444,0.00325,0.04044,0.32426,0.71139,-0.40858,0.06247,1
57.4189,-0.4474,0.23643,0.851,2.07884,-0.25976,-0.05263,0.0038,-0.29088,1.55225,0.78486,0.07444,0
42.77054,-0.79787,0.57204,0.61193,1.50595,-1.76347,-0.51435,-1.08618,-0.00265,1.13756,-0.4156,0.09989,0
56.09735,-0.40369,0.74989,0.70295,1.25266,-0.95413,-0.26662,0.01113,-0.2671,0.97789,0.4602,0.05707,1
45.49728,0.04885,0.30132,1.08871,1.28409,0.74228,-0.2416,-0.44917,-0.31354,0.821,-0.05179,0.07028,2
12.55241,0.3199,0.54228,1.09351,1.73467,1.26951,0.41786,-0.36194,0.02149,1.52259,0.8702,0.07989,2
71.95298,-0.15186,0.71799,2.39091,1.97952,0.04194,-0.03325,0.46996,-0.17067,0.57965,0.84388,0.05392,2
66.67569,-1.44831,0.23656,0.75125,2.27127,0.2327,-0.84752,-0.6155,-0.08937,0.88144,0.23979,0.07518,0
83.44343,-0.35967,0.76717,0.47252,2.54816,-0.76102,0.11418,0.72074,0.23948,0.7774,0.31791,0.12629,0
63.6477,-0.30591,0.42557,1.20573,1.09428,3.01801,-0.0434,0.02472,-0.50383,1.26279,0.82756,0.03257,1
81.18024,-0.95105,0.78087,1.29093,1.1981,2.9721,-0.48638,-0.65516,-0.02214,1.19126,0.60664,0.05103,0
31.80676,-0.60612,0.85263,0.80153,0.79075,-0.48026,0.27815,-0.07162,-0.21172,0.74426,0.62532,0.03558,1
68.70282,-0.42368,0.5141,0.66641,1.50665,-3.5838,-0.63395,-0.84471,-0.01631,0.77308,0.10275,0.07544,1
34.59621,1.49847,0.54709,1.40842,1.26074,0.77307,-0.02574,-0.59753,0.88989,0.70821,-0.35971,0.03542,2
41.21583,-0.24638,0.51815,1.05405,1.25476,0.01486,-0.12531,-0.05119,-0.21948,0.65155,0.65236,0.0457,1
86.83757,0.00674,0.43905,1.07083,1.67808,0.8534,-0.75946,0.42107,0.12128,1.43716,-0.58433,0.04618,1
26.04834,0.25708,0.22788,0.62825,1.69354,-2.11605,0.79308,-0.0028,0.26394,0.78828,-0.10299,0.10655,2
18.09964,-2.0738,0.84915,0.55946,2.29209,-1.52414,-0.49751,-0.0328,-0.11084,0.51084,-0.09226,0.09543,0
45.34684,-0.49244,0.41333,2.24911,3.25431,1.8033,0.45071,-0.75952,-0.45732,1.1173,-0.51099,0.01,0
22.01822,0.18156,0.36087,0.98766,1.33228,0.06922,1.12601,0.98526,-0.13024,0.36776,0.95364,0.11078,2
79.09499,-0.96147,0.44196,0.61761,1.80314,-2.74555,-0.03122,0.09642,-0.54398,0.67957,-0.40734,0.13402,0
29.03094,0.23103,0.25497,0.81823,0.831,2.00867,-0.27712,-0.42693,-0.08307,0.46661,0.84516,0.05934,1
16.76476,0.32478,0.22683,0.3629,2.82464,-0.70799,0.59388,0.3295,0.9868,1.63722,-0.59275,0.16173,2
47.81449,-0.14659,0.65279,1.05084,1.43413,2.50036,0.42297,-0.51465,0.44019,0.37673,0.57731,0.09527,1
41.54315,-0.28502,0.69598,1.43062,1.91547,1.39146,-0.84236,-1.00427,0.95965,0.60634,-0.56069,0.06457,0
60.22791,-0.38444,0.24324,2.01368,0.84569,1.82478,-0.73283,1.60364,0.48995,1.19137,-0.42312,0.04523,2
10.15941,0.35132,0.25957,0.93802,1.0197,-0.48292,0.30903,0.49778,-0.35117,1.08824,0.33315,0.12472,2
61.95503,0.53572,0.53215,0.64684,1.35688,-0.58896,0.34873,0.95895,0.18495,1.1083,-0.67473,0.04696,1
43.51143,0.22643,0.61025,1.80536,1.79946,-3.2902,0.38129,-1.24516,0.44821,1.80803,0.65439,0.06282,0
37.76792,0.83499,0.3158,0.71502,0.97611,-1.08202,0.92812,0.6756,0.04148,1.66592,-0.74707,0.10577,2
36.73881,1.42859,0.1595,0.82593,0.7835,1.13924,0.52439,-0.26062,0.49261,0.88052,0.0726,0.07719,2
54.48114,-0.04229,0.64369,0.79498,0.79328,2.90229,0.65403,0.52316,0.52308,1.12252,0.3826,0.07488,1
31.83841,-0.04176,0.42992,2.25568,2.08546,2.58723,0.0881,-0.3048,0.43727,0.74138,0.11305,0.06339,2
21.75995,0.9098,0.67214,0.98744,2.19008,-0.87025,0.44741,0.13494,0.90392,0.9009,0.93554,0.05637,1
38.50482,-0.04332,0.72213,0.77981,2.08806,0.30576,0.6816,0.2953,0.18744,1.12141,0.62273,0.05412,1
46.26038,-0.0418,0.57021,0.64849,1.97779,1.22097,-0.41875,0.15318,0.30245,1.22766,-0.4347,0.11569,2
68.50476,1.00308,0.46296,0.36281,1.46235,0.02106,0.41516,1.41693,0.4921,1.19402,-0.28096,0.15823,1
27.82837,-0.9633,0.5756,0.68937,0.96473,0.32423,-0.35539,0.18265,-0.29796,1.73025,0.84787,0.10022,0
73.58353,-1.00679,0.90703,1.2004,1.56648,-0.64775,-0.57333,-0.14744,-0.02314,0.44638,0.87033,0.07838,0
54.29522,0.20959,0.62007,1.06931,1.43253,0.29419,0.83463,-0.01077,0.43765,1.23618,-0.90377,0.05059,1
23.18836,-0.25058,0.51667,0.47759,1.33323,1.76834,-0.22555,-0.69184,-1.0,0.22679,0.75162,0.1108,1
89.0299,0.38997,0.39516,1.75935,1.50961,-0.51922,-0.29063,-0.24963,0.64712,0.67226,-0.71821,0.02766,1
61.93965,-0.65831,0.38221,1.58884,1.95416,-1.44865,-0.00788,-0.62198,-1.0,1.44031,0.64286,0.01195,0
56.13817,0.85103,0.73449,2.49825,1.4883,1.08533,0.14493,0.49984,0.29731,0.49772,0.69947,0.01,1
47.20039,-0.96958,0.27662,1.10055,1.55749,-0.75738,0.13695,-0.81149,0.25639,1.19007,-0.54843,0.07992,0
26.58243,0.37272,0.14537,1.15851,2.11723,1.72254,-0.15153,0.24885,-0.34604,1.29815,0.97595,0.05755,2
45.08207,-0.04516,0.27353,1.00711,0.83219,-1.07528,0.13079,0.47106,-0.1017,0.45202,0.88977,0.05837,1
30.71664,0.91109,0.62643,0.88902,2.31272,0.47589,0.11811,-0.50266,0.16572,0.58382,-0.70758,0.05969,1
51.77826,1.07261,0.20801,3.59622,1.17298,-0.08875,0.31432,0.45514,-0.0408,0.46681,-0.4159,0.01,2
32.7415,0.72043,0.29462,1.22684,0.66036,0.70569,0.08793,0.66728,0.65622,0.47639,0.52403,0.05195,2
9.78124,-1.0112,0.69533,1.32515,1.18142,-1.78667,-0.21509,-1.01349,-0.92148,0.89908,0.20099,0.02462,0
32.02491,0.22975,0.38974,1.20126,1.8162,-0.81726,0.78084,0.66651,0.80665,0.64074,-0.64841,0.06719,2
24.40763,0.92463,0.17968,1.75632,1.31944,1.65864,0.48363,0.42438,1.0,1.47297,0.49625,0.02268,2
69.99818,2.5,0.52763,0.67522,1.56557,-0.18056,0.18675,0.71294,0.13755,0.82597,-0.06026,0.06407,2
85.91473,0.48657,0.11123,1.47705,1.23565,1.4827,-0.20735,-0.32058,0.02009,1.54169,-0.20461,0.05935,2
27.51883,0.41079,0.04433,1.19682,2.98068,2.86025,0.42448,0.18462,-0.08566,0.74723,0.01151,0.06051,2
51.10965,-0.72794,0.53082,1.01371,2.08858,-3.31722,-0.32275,-0.04105,0.3257,0.60104,0.44116,0.10087,0
37.44347,0.01047,0.25558,0.85364,1.45991,-0.81947,0.83198,0.34174,-0.12729,2.09763,-0.06766,0.05585,0
39.32822,-0.01987,0.66725,0.71937,1.86617,0.20534,-0.10199,0.45336,-0.35887,1.30302,0.27148,0.11879,2
35.14737,0.03516,0.73934,2.42733,1.13774,-0.97249,0.52606,0.01634,0.14231,1.43983,0.353,0.01199,2
61.59718,0.66522,0.51108,1.65067,1.14694,1.09862,0.6729,0.53358,-0.1548,0.76505,-0.54147,0.03076,0
22.07514,-0.15751,0.62667,1.41631,1.32682,0.08566,-0.42127,-0.90921,-0.03573,1.17862,0.40183,0.04703,0
68.01156,0.3406,0.61661,0.95427,1.8168,-0.13466,0.27752,-0.71812,-0.01915,0.74509,-0.56228,0.06771,1
36.59676,-1.48694,0.8583,1.48944,1.39118,1.01505,-0.96516,0.01706,0.61039,0.94725,-0.19871,0.04564,2
37.42938,-0.62932,0.35621,1.71249,1.90739,1.30255,-0.05783,-0.1004,-0.40361,0.35425,-0.15503,0.01739,1
61.93192,-0.41925,0.54174,1.07898,1.99433,0.98034,-0.12477,-0.85205,0.03863,0.54653,-0.84125,0.0519,0
30.82463,0.27866,0.84404,1.30832,0.90982,0.51669,1.24941,-0.12544,-0.24002,1.63674,-0.32152,0.05379,1
64.74975,0.04702,0.76917,1.63043,0.88284,-0.32397,0.4972,0.92179,-0.33384,0.50113,-0.16943,0.04082,0
30.08689,0.16999,0.57286,0.74867,1.4592,-0.55682,1.21339,0.04362,0.05869,1.01275,0.28084,0.08324,1
57.76946,-0.79721,0.46472,1.08697,1.56621,-1.49096,-0.18742,0.77121,0.70234,0.45484,-0.08603,0.06228,1
11.97571,-0.11029,0.73994,1.38967,1.05535,-0.30559,-0.3453,-0.27786,-0.18656,0.56824,-0.01774,0.07434,2
69.76165,-0.35538,0.68812,1.51444,1.01029,-2.41459,0.1857,0.09402,-0.00156,1.09486,0.49682,0.04024,0
34.88398,0.62123,0.20803,0.82859,0.90263,-0.02503,-0.09689,-0.88895,-0.86111,0.55373,-0.88298,0.0967,2
57.90165,-0.08096,0.78382,0.85038,2.19918,2.2316,-0.45939,-0.85156,0.22184,1.33808,0.06335,0.09694,1
36.64387,-0.52854,0.42329,1.33016,2.36918,2.3944,-0.26655,-0.25829,-0.31734,0.32537,-0.58671,0.08281,1
55.82456,-0.67382,0.29631,0.9713,1.03952,-2.36511,-0.18929,-0.64768,0.90397,1.10521,-0.96769,0.06868,2
50.82946,0.13703,0.35777,0.97953,0.56942,-0.59219,0.29008,-0.25866,0.56628,1.93198,-0.82886,0.03976,1
73.94111,-0.82149,0.44465,0.87656,2.35143,-0.56132,0.14947,-0.10286,0.1999,1.18265,0.45297,0.08555,0
61.26003,-0.72126,0.65888,1.48872,0.8523,-0.17191,-0.17617,-0.95138,-0.16002,1.18548,0.05117,0.01963,1
40.4228,-0.83328,0.43864,0.59177,2.6031,-1.47694,-0.68348,-0.59347,-0.06036,1.40632,0.06772,0.14561,0
56.0932,-0.27399,0.38782,2.5374,1.25994,-0.29592,-0.55028,-0.08849,0.33014,0.46949,0.45714,0.03022,1
37.86046,0.84982,0.15089,1.95659,1.70498,-2.30053,0.19059,0.26283,0.00721,0.97532,-0.13201,0.03685,2
34.47711,-0.21815,0.37884,1.65771,1.59817,-2.18018,-0.34444,-0.33444,-0.34619,0.74739,0.69248,0.03796,0
64.97893,0.68145,0.59351,0.64992,2.57952,-0.89376,-0.57629,1.45166,-0.16528,0.27733,0.77166,0.10227,2
67.78475,-0.46007,0.35328,0.83005,1.62132,-0.26314,0.55626,0.59798,0.12702,0.92067,0.80199,0.05887,2
35.50379,-0.0224,0.60949,1.98786,3.04234,-0.28669,-0.1401,-0.49221,-0.10954,0.43923,0.05246,0.02565,0
46.72859,0.56613,0.39979,0.86371,1.28236,-1.4845,1.27979,1.12063,0.60889,2.03204,-0.42888,0.05779,2
64.15056,-1.22399,0.69418,1.45373,1.80331,0.70492,-0.27152,0.12802,0.15246,0.7617,-0.44195,0.06211,0
39.3396,-0.47964,0.44598,1.20239,2.22675,-3.70496,0.08589,0.16405,-0.48524,0.2,-0.84317,0.09043,0
12.97788,0.90024,0.78523,1.43993,2.25836,-2.03128,-0.10998,0.40635,0.35771,0.72228,-0.21768,0.01853,2
56.47599,-0.67919,0.63882,0.68615,1.38044,-1.90463,-0.67913,0.11545,0.05098,0.89871,0.94464,0.07081,1
54.30458,-0.37895,0.70738,0.62895,2.69891,-1.10487,-0.05265,0.16452,-0.27093,0.32751,0.17221,0.08433,0
73.18596,0.05845,0.36676,0.5175,3.89897,-0.54432,-0.00031,0.02519,0.1323,2.23831,0.73361,0.11759,1
62.85494,-0.17368,0.62541,1.25011,1.49641,-2.26246,-0.30335,0.05008,-0.50005,0.65252,-0.01302,0.05683,0
97.11605,1.09628,0.12699,0.51882,1.70783,2.79731,0.09776,0.332,0.17864,0.80326,0.77937,0.11564,1
38.5007,0.16045,0.53829,0.81098,3.24196,-0.32968,0.2579,-0.97782,-0.40251,1.06903,-0.28138,0.06085,1
56.73701,0.13634,0.27824,0.93576,1.34027,0.31704,-0.12358,0.07216,-0.09624,0.76391,0.79993,0.0394,1
39.4397,0.22324,0.25944,0.67332,1.55286,0.47527,0.35348,0.19934,-0.1334,0.78316,-0.71725,0.13063,2
51.10628,-1.04287,0.41656,2.45508,1.00655,-1.0483,-0.86867,-1.22095,-0.61843,1.07741,-0.27276,0.012,0
29.60679,-0.99735,0.57498,1.26232,2.05736,-1.5861,-0.03075,-0.77351,-0.06461,1.04648,0.68933,0.07208,0
44.51664,-0.02751,0.51933,0.99175,1.47501,-1.78125,0.16866,0.36926,-0.56362,2.5,-0.49886,0.01934,1
26.80724,-0.36275,0.45644,0.65015,2.73882,-0.60285,-0.06093,-0.23985,-0.16331,1.42636,0.03174,0.10575,0
61.51171,0.69371,0.49504,0.88388,0.79601,-0.50652,0.07041,0.41751,0.00716,0.81604,-0.18913,0.03424,1
52.55374,-0.01577,0.5493,1.65433,2.03234,2.2043,-0.13161,0.06381,0.61108,0.64512,-0.89324,0.03977,2
78.72642,0.46008,0.76533,0.45204,3.96201,-1.00918,0.51853,-0.67428,-0.01058,1.45315,0.72752,0.15515,2
28.47599,0.183,0.23494,1.17448,0.95546,-0.66819,-0.29177,0.55308,0.88767,1.33892,-0.6784,0.02485,2
73.56778,0.79365,0.70201,1.09618,2.27704,-0.51668,0.80484,-0.49844,-0.64616,0.91314,-0.12338,0.03104,2
27.00926,-1.47084,0.48774,0.93552,0.98395,-2.78065,-0.55736,-1.0904,-0.17688,1.19377,-0.41384,0.08559,0
28.59637,0.61707,0.51718,0.56712,2.56775,-0.11366,0.06144,-0.98941,-0.33719,0.47281,-0.72134,0.12295,2
21.61802,-0.00431,0.27476,0.72657,1.27808,1.13676,0.02387,-1.55995,0.83656,1.08142,-0.11178,0.07961,2
95.23706,0.07528,0.57182,2.13287,1.63292,0.57163,-0.42738,-0.62718,-0.28204,0.76726,0.36148,0.05357,1
47.6102,-0.24437,0.26019,1.16914,1.39714,0.85336,-0.57704,0.17928,-0.29713,0.90833,-0.00753,0.02589,1
64.25614,-0.29911,0.57312,0.84448,1.42967,0.08084,-0.2628,-0.67478,-0.24333,1.44574,0.92718,0.05855,1
40.21097,0.46931,0.55461,0.63545,1.19843,-0.64136,0.30588,-0.28385,-0.33337,1.08226,-0.97274,0.09593,1
62.7709,0.71754,0.32343,1.50279,0.77343,-1.41334,-0.07831,0.86576,0.40817,0.59279,-0.57925,0.04945,1
26.52371,-0.23487,0.35628,0.84754,1.24642,0.65536,-0.39978,0.04845,-0.6973,1.77281,0.09942,0.0662,1
54.61223,-0.52423,0.23411,0.9854,0.97391,-0.15988,-0.29579,0.37219,-0.03488,0.6864,0.58217,0.06458,1
35.02727,-1.20136,0.69156,1.03062,0.8165,1.96917,-0.15157,-0.2557,-0.10828,1.25952,0.39139,0.05755,0
75.74204,-0.02186,0.93935,1.11041,1.64789,-0.93883,0.183,0.62352,-0.16444,1.46533,0.91455,0.08099,0
66.18051,-0.57856,0.86146,1.25808,1.2213,0.80473,-0.21338,-0.00283,-1.0,0.69141,0.36951,0.05723,1
72.25323,0.1988,0.88069,0.52676,2.65397,1.24895,-0.27249,0.0302,0.04109,0.6777,0.13252,0.13968,0
16.71393,0.42205,0.29366,0.6259,1.36793,1.91122,-0.3743,-1.50013,-0.37453,1.17182,0.85503,0.08193,2
41.72591,0.37209,0.72533,0.57153,2.35358,0.44983,-0.15239,-0.27097,-0.08803,0.65227,0.52949,0.09639,2
61.36241,0.0595,0.8972,0.75171,1.0386,-0.77166,-0.26673,-0.80107,0.07054,1.61502,-0.6783,0.05534,0
83.17762,0.94796,0.74813,0.73842,0.91758,3.29375,-0.6626,0.72327,0.22123,0.70678,-0.91699,0.09057,2
60.51699,0.38483,0.34199,1.12484,1.48405,2.08398,-0.21574,0.05136,-0.24099,1.01911,-0.55237,0.03459,1
70.94709,-0.60717,0.61687,0.97139,1.95436,0.97686,0.04964,-0.21985,0.12189,0.52579,0.82806,0.06474,0
16.19586,0.01407,0.53012,0.52812,1.77226,0.78424,-0.15294,-0.45745,0.13815,0.70417,-0.51006,0.11312,1
30.22906,-1.50854,0.84656,1.9287,1.89118,-2.01221,-0.53854,-0.00374,-0.1509,0.72015,0.76784,0.04359,0
78.98618,-0.46691,0.48183,1.01553,1.90744,0.30788,-0.22438,-0.20569,-0.20948,0.52934,-0.31156,0.0726,1
69.61274,0.04082,0.25116,0.56082,0.9558,-2.36153,-0.15015,0.17015,-0.37255,1.59582,0.79346,0.11779,1
45.88608,-0.60593,0.55565,1.06812,1.68489,-1.89808,0.02106,0.80567,-1.0,0.58255,-0.76914,0.0455,0
46.12631,-0.50355,0.31177,1.12414,1.39314,-1.01742,0.38112,0.0744,0.89181,1.1277,0.93728,0.02675,2
71.53803,0.56536,0.71361,1.53258,2.81112,-1.37279,0.38906,-0.46524,0.08861,0.36247,0.44499,0.04557,0
36.64175,0.42542,0.41088,1.03033,2.13292,-0.45624,-0.20113,-0.28788,-0.42474,1.1817,0.76313,0.01803,1
53.95603,-1.00443,0.75592,0.32273,1.48197,1.08695,-0.38421,0.02641,-0.3065,0.7664,-0.82078,0.18435,0
35.22692,-0.42798,0.27274,0.76194,1.62019,-0.62669,-0.10341,0.61567,0.25044,1.31158,-0.18252,0.07228,2
48.17089,-0.3241,0.51607,0.44549,1.40655,-1.93864,0.11868,-0.43913,0.02516,0.77167,-0.00345,0.10733,1
49.92214,-0.36553,0.49532,1.68658,0.88104,0.65124,0.09794,-0.23565,1.0,0.92738,0.13313,0.0158,1
14.64726,-0.20708,0.12022,0.67971,1.23381,-1.54234,-0.39308,0.49468,-0.42248,0.27714,0.01345,0.1213,1
2.00945,-0.43975,0.35778,1.82264,1.44946,-1.53782,0.20222,-0.10965,-0.15394,1.1154,0.08729,0.03703,2
57.28318,0.99386,0.39781,1.41716,1.88092,-0.85473,0.51251,1.05319,-0.07955,1.71599,-0.70754,0.06243,2
40.54939,-0.80292,0.6227,0.85168,2.54469,-2.9227,-0.17781,-0.41161,-0.07891,0.68082,0.75148,0.07675,0
