log_sfr,log_stellar_mass,u_r_colour,dn4000,log_ssfr,h_alpha_ew,log_halpha_lum,velocity_dispersion,galaxy_type
-3.68154,10.48547,2.37484,1.62418,-14.0,7.38946,38.14135,80.0,1
-0.57877,10.30159,1.5451,1.04738,-10.88036,11.01163,40.97273,77.51329,0
-1.16494,11.74503,2.34365,1.66947,-12.90997,-3.86627,40.19336,132.04159,1
-0.91503,9.80875,1.48114,1.01443,-10.72377,50.62617,40.5314,79.01243,0
-2.39597,10.78449,2.53084,1.66583,-13.18045,6.90315,38.23854,88.17581,1
-0.44475,10.4003,1.51113,1.02158,-10.84505,6.23917,40.80707,70.84847,0
-0.6833,9.85441,1.19287,1.14913,-10.53771,23.80493,40.44125,53.15745,0
1.71187,10.57111,1.42848,0.94364,-8.85923,132.84688,42.79188,135.64898,2
-0.5,10.40667,3.09272,1.85518,-10.90604,2.032,39.98739,94.1321,1
2.14138,10.60324,0.97297,1.14412,-8.46186,33.45002,43.11101,94.98069,2
-0.89383,9.79926,1.38697,1.29314,-10.6931,20.3864,40.34136,101.02066,0
-1.23755,10.91803,2.80727,1.72285,-12.15559,-0.15845,39.69221,137.36245,1
-2.46272,11.22085,2.24153,1.4,-13.68357,1.83585,38.83138,80.0,1
-0.25237,9.9271,1.36335,0.99146,-10.17947,22.44231,40.60463,61.89615,0
-0.85543,10.34871,1.579,1.18934,-11.20414,14.28647,40.45461,87.93903,0
-0.47507,10.00141,1.81511,1.24285,-10.47648,18.01773,40.72922,62.30964,0
-0.07028,10.3659,1.75268,1.37616,-10.43617,5.04915,41.0721,99.03533,0
-1.78,9.75922,2.78216,1.56502,-11.53922,-3.14167,39.45948,88.03525,1
-2.28232,11.2397,2.77784,1.63779,-13.52202,2.59236,39.0993,95.88561,1
-0.15972,9.89025,1.35142,1.10748,-10.04997,23.30662,40.86308,67.80129,0
0.11335,10.51809,1.43944,1.32111,-10.40474,5.92079,41.4533,60.476,0
-1.78754,10.79768,2.43015,1.69413,-12.58522,-1.82112,39.36072,110.90402,1
-0.0435,10.20047,1.75649,1.29298,-10.24397,49.84671,41.21548,58.64267,0
-0.77835,10.2583,1.13435,0.85,-11.03666,77.11758,40.62851,26.16697,0
1.20749,10.15288,0.81754,0.9236,-8.94539,27.56625,42.2365,130.08281,2
0.88591,10.29173,0.78294,0.93717,-9.40582,35.39179,41.74118,120.90205,2
-1.99407,11.06053,2.66979,1.81129,-13.05459,8.45221,38.66556,80.0,1
-0.94941,10.58547,2.46435,1.68973,-11.53488,1.44527,40.53195,80.0,1
0.66313,10.23409,0.65076,0.85645,-9.57096,44.27886,42.27475,57.39003,2
-0.06128,10.81907,1.41917,1.10441,-10.88035,36.35139,40.85718,60.93985,0
0.89475,9.19495,1.14608,0.85,-8.3002,72.35875,41.99459,129.82664,2
-0.61456,10.08054,1.57074,1.26498,-10.6951,33.11351,40.31639,51.48644,0
-0.42669,9.18766,1.5571,1.12631,-9.61435,11.14084,40.46408,30.26308,0
-2.52812,11.4214,2.44522,1.72082,-13.94952,-6.7003,39.00952,91.6248,1
-2.3018,10.39749,2.61693,1.68164,-12.69928,-0.58242,39.0354,94.52354,1
-2.29808,10.30638,2.89151,1.74594,-12.60446,5.98576,39.61866,80.0,1
-1.66611,10.66992,2.89874,1.90846,-12.33603,0.59618,39.55551,113.38909,1
-1.45079,10.9809,2.80987,1.46803,-12.43168,2.89174,39.23023,116.76421,1
2.02179,10.00913,0.67023,0.85,-7.98734,40.5796,43.10071,68.65482,2
0.58803,10.78286,1.43557,0.95291,-10.19483,8.26619,41.41159,54.98834,0
-0.00942,10.45531,1.14663,0.97942,-10.46473,6.8236,41.12476,46.23174,0
-2.12409,11.18453,2.58613,1.61439,-13.30862,-3.90321,38.88663,80.0,1
0.51181,9.4513,0.98613,0.85,-8.93949,38.53749,41.6939,87.76289,2
-0.75061,9.8656,1.57753,1.121,-10.61621,21.3008,40.10933,49.87847,2
2.33014,11.18929,0.96566,0.85,-8.85914,41.75501,43.59035,105.06708,2
-1.44689,9.64085,1.76001,1.3846,-11.08774,11.12575,40.07773,69.50411,0
0.03574,9.98663,1.1281,0.85902,-9.95089,17.99165,41.00195,38.20126,0
1.27942,9.60288,0.91093,0.85,-8.32347,32.74042,42.7314,32.17486,2
0.03235,10.85262,1.79016,1.13837,-10.82027,18.4818,40.87203,38.96516,0
-1.4214,11.41873,2.64468,1.79775,-12.84012,0.18326,39.08245,112.50861,1
-1.31017,11.45215,2.63798,1.59787,-12.76232,-1.07308,39.21503,80.0,1
0.47015,10.90669,1.10695,1.02122,-10.43654,30.53404,41.84682,88.98434,0
-1.48986,11.19605,2.93178,1.93024,-12.68591,3.58317,39.14139,85.68329,1
0.58602,11.43012,1.34218,0.9516,-10.84411,11.06645,41.71652,70.01488,0
-1.63537,11.95757,2.53422,1.66489,-13.59294,7.56274,39.7392,100.75611,1
-2.2141,9.90884,2.55344,1.54938,-12.12295,-2.97427,39.1363,80.0,1
-1.71274,10.23542,2.13908,1.4,-11.94816,-5.70414,39.41248,80.0,1
1.22035,10.37652,0.8413,0.87855,-9.15617,43.98812,42.29663,128.74896,2
1.25256,10.05946,1.00148,0.92096,-8.8069,123.95594,42.22047,116.00339,2
1.82272,10.20109,1.0849,1.04341,-8.37836,38.13566,42.84017,83.88024,2
0.70288,11.5947,1.52267,1.19452,-10.89182,22.12031,41.97351,72.14752,0
-0.53245,9.54128,1.16958,1.06116,-10.07373,7.40619,40.32047,21.84197,0
-1.44633,12.09342,2.81792,1.71834,-13.53975,6.506,39.23197,92.04512,1
-1.72828,11.16612,2.55088,1.64892,-12.8944,2.83457,39.31506,138.59169,1
1.60191,10.21966,0.89676,0.85,-8.61776,19.40541,42.95425,85.87961,2
-1.19651,11.68494,2.61325,1.55229,-12.88145,-0.73478,39.68776,109.03291,1
0.2282,10.47204,1.62551,1.01179,-10.24383,29.32821,41.07974,76.54838,0
-0.41012,10.22502,1.13185,1.01673,-10.63513,10.56187,40.57099,31.0905,0
-0.9686,11.50558,2.40502,1.59949,-12.47418,-1.64691,40.39431,103.72484,1
-1.48429,10.73543,2.82542,1.75695,-12.21972,1.41834,39.57714,96.38908,1
1.02658,10.47068,1.09473,0.89261,-9.4441,12.08411,42.36978,71.61089,0
-0.68927,11.06688,2.61843,1.61537,-11.75615,-2.06538,40.11004,80.0,1
0.89726,10.02286,1.45722,0.85,-9.12559,259.64921,41.85302,119.67246,2
-1.4932,10.07173,2.60583,1.46165,-11.56493,-4.74537,39.35664,117.93906,1
-2.04641,10.89993,2.58661,1.58829,-12.94635,4.48311,39.22991,104.56827,1
0.1585,10.22471,1.34788,0.96939,-10.06621,25.94238,41.08893,78.73427,0
-2.19109,9.58641,2.67581,1.70339,-11.7775,3.27612,39.12823,80.0,1
-1.71522,10.47209,2.88235,2.00019,-12.18732,-0.58877,39.34244,80.0,1
-0.43094,10.54634,1.518,0.99687,-10.97728,12.70433,40.9237,47.37932,0
-0.9338,9.9801,3.18504,1.84811,-10.91389,8.93986,40.35355,80.0,1
-1.03543,9.70531,1.23688,1.21899,-10.74074,24.90541,39.9458,20.0,0
-2.58851,11.33973,2.76949,1.67423,-13.92825,4.31504,38.52435,104.90688,1
-0.91686,11.18241,2.65247,1.6256,-12.09926,5.22084,39.98829,161.86193,1
-1.71423,10.53903,2.87484,1.48543,-12.25325,3.59724,39.52646,80.0,1
-2.8751,11.53466,2.91487,1.98176,-14.0,1.54433,38.37551,167.25625,1
-0.60441,9.52916,1.58303,1.32617,-10.13358,11.52081,40.59858,24.32083,0
-2.51717,11.37512,2.52762,1.55521,-13.89229,2.97863,38.60986,80.0,1
-0.81035,9.50862,0.89505,1.02479,-10.31897,7.62856,40.38717,41.45857,0
1.58196,10.70021,1.13167,0.97417,-9.11825,95.01162,42.59903,116.43036,2
-0.90992,11.24872,3.05455,1.73151,-12.15864,1.47,40.97597,80.0,1
-1.10007,9.24816,2.22633,1.38616,-10.34823,27.12968,40.29327,36.77394,0
-0.28206,10.29572,1.54721,1.00536,-10.57778,12.34373,40.60421,60.99449,0
-2.311,10.91047,2.4709,1.60515,-13.22147,-1.66179,39.52342,119.07502,1
-1.70521,11.40121,2.36262,1.55341,-13.10642,1.62671,39.58164,151.32423,1
-0.08768,10.30267,1.39654,1.19927,-10.39035,26.75856,40.64328,20.0,0
3.5,11.5,1.07908,1.00964,-8.15117,71.68588,44.34382,148.74228,2
-1.16678,11.49293,2.5986,1.61209,-12.65971,2.85989,39.54349,121.8322,1
-1.50049,11.62962,2.58283,1.76393,-13.13012,0.44873,39.60029,119.0227,1
-2.49505,10.6983,2.47395,1.47313,-13.19334,-2.75909,38.81191,137.40777,1
0.79593,11.27193,1.51116,1.21933,-10.476,37.18995,41.96756,99.766,0
-0.77385,9.30333,1.46801,1.03031,-10.07718,12.91201,40.42121,29.50829,0
-0.35797,9.79008,1.28786,1.15925,-10.14805,5.43374,40.61264,20.0,0
-0.97139,10.64866,2.98151,1.85395,-11.62005,-1.32258,39.65773,80.0,1
-0.26425,10.42283,1.8359,1.2596,-10.68708,29.76487,40.85102,68.09593,0
-0.43872,10.45166,1.48656,0.99948,-10.89038,21.85168,40.10583,89.90405,0
-1.74118,10.46368,2.61395,1.61521,-12.20486,6.31174,39.49125,80.0,1
1.74074,11.91269,1.17325,1.03914,-10.17195,12.49491,42.36973,95.1638,0
-0.70116,9.85851,1.76914,1.26973,-10.55967,5.56358,40.66588,21.54899,0
0.52606,9.22573,0.87623,0.94238,-8.69966,73.79602,41.62128,96.72653,2
2.25519,11.18783,1.04594,0.93768,-8.93264,101.55274,43.09248,60.39941,2
0.0,9.27076,0.94717,0.99359,-9.64938,51.43564,41.12432,64.04226,2
-1.75045,11.14531,2.10221,1.4,-12.89577,0.71637,39.14855,80.0,1
0.42145,9.79053,0.57454,0.85,-9.36908,24.38636,41.20514,150.77405,2
0.00276,10.44158,1.73571,1.06132,-10.43882,22.13278,40.78748,72.05118,0
-2.07591,10.7012,2.58362,1.53133,-12.77711,5.23384,38.89394,80.0,1
0.7224,11.0488,1.59487,0.99393,-10.32641,10.55906,41.81909,57.79912,0
0.31586,9.38132,1.55825,1.25352,-9.06546,56.03109,41.16487,94.03819,2
1.75802,9.84892,0.70104,0.85,-8.0909,52.07429,42.96251,161.05981,2
-0.50838,9.77544,1.09514,0.96953,-10.28381,37.23198,40.71504,53.91293,0
-0.764,9.95546,2.04442,1.24811,-10.71946,22.2969,40.34908,24.61351,0
-0.4978,10.48045,2.14434,1.32252,-10.97825,15.74668,40.84767,62.26845,0
0.06139,11.04876,1.52005,1.25892,-10.98737,14.12533,41.24687,29.02616,0
-2.9737,10.75665,3.0254,1.74429,-13.73035,-0.7293,38.41662,88.37938,1
1.66923,10.64908,1.2609,0.85,-8.97985,62.56022,42.78946,75.65595,2
-0.35832,10.1462,1.67357,0.85,-10.50451,15.13355,41.09317,69.60924,0
-1.89077,10.52637,2.71211,1.68059,-12.41714,-0.92856,39.51441,80.0,1
1.00652,10.15351,1.30884,0.85,-9.14698,113.78832,42.50855,87.87902,2
-1.66665,10.71886,2.61589,1.74739,-12.38551,-3.53927,39.15992,106.31187,1
-0.92128,9.14652,2.03162,1.30023,-10.0678,38.26609,39.76355,66.17699,0
-0.42529,10.3603,1.65436,1.26376,-10.7856,20.25008,41.58501,99.1627,0
-1.93509,10.80999,2.13888,1.42187,-12.74508,-0.85654,39.1053,80.0,1
-1.00005,11.11115,2.80024,1.70091,-12.11119,-5.93306,40.27966,80.0,1
-1.78418,11.38473,2.60643,1.57608,-13.16891,0.23606,39.38116,129.04148,1
1.8699,10.48521,0.98499,0.90255,-8.61531,36.01844,43.17817,72.40114,2
1.32944,10.43294,1.32366,0.85,-9.10349,46.53706,42.83809,110.42286,2
-2.67238,10.89003,2.51035,1.75153,-13.56242,3.17646,37.8762,103.91387,1
-1.57437,9.58697,1.17903,1.02445,-11.16133,23.49265,39.86252,31.88302,0
-0.10841,9.89143,1.09829,1.00426,-9.99984,14.68732,40.62946,50.70271,0
-0.60307,11.58012,2.79573,1.71192,-12.18319,3.7199,40.27561,130.74482,1
-0.61134,9.55235,1.80896,1.25312,-10.16369,21.71983,40.58116,48.0878,0
1.01948,10.00957,0.84742,0.9376,-8.9901,39.14692,42.44681,114.58638,2
-1.64977,11.26354,2.94006,1.68211,-12.91331,2.2348,39.5076,122.29684,1
-1.95608,9.5,3.05954,1.88117,-11.17456,2.6411,38.55974,80.0,1
0.52437,10.35638,1.27002,0.97914,-9.83201,55.96241,41.62983,92.6052,0
-1.72134,9.43438,1.20388,1.06904,-11.15572,48.21944,39.75138,20.0,0
-2.82973,11.23425,2.99821,1.53025,-14.0,-2.55599,38.15736,80.0,1
0.7416,9.68725,0.78458,0.85,-8.94565,103.96175,42.44481,106.98681,2
-2.5917,10.01629,2.57946,1.53234,-12.60799,5.51124,38.932,89.91986,1
0.03593,10.8119,1.60766,1.08735,-10.77597,4.68245,41.0631,97.97408,0
-1.16362,11.2534,3.03521,1.76338,-12.41702,2.66389,39.92048,91.06079,1
1.38694,10.02552,1.04467,0.88378,-8.63858,114.87616,42.54059,117.42744,2
-1.42887,10.61417,2.5497,1.65113,-12.04304,-1.74844,39.78088,94.79643,1
0.0,8.5,1.00438,1.08205,-9.71127,80.07069,40.5,88.73296,2
0.86249,9.9358,1.34712,0.92793,-9.07331,30.89364,42.05229,125.76616,2
-0.59799,10.9108,2.37761,1.44966,-11.50879,5.47781,40.60561,112.8746,1
-0.9207,10.35408,2.62065,1.78013,-11.27478,-1.57846,40.98799,123.50578,1
0.33473,10.70366,0.75111,1.08342,-10.36893,5.41878,41.31958,73.79236,0
0.0,9.06927,0.52927,0.96195,-9.34787,35.67311,41.43678,195.42106,2
1.83443,10.62173,1.121,1.13033,-8.78731,25.89085,42.8681,37.78081,2
-0.26906,10.04686,1.43143,1.20003,-10.31592,8.11278,40.92434,20.0,0
-0.45995,10.38418,1.97471,1.18368,-10.84413,12.84921,40.79948,93.5748,0
-0.48322,9.82222,1.40843,0.86513,-10.30544,5.28713,40.87916,40.05151,0
0.34967,10.92335,1.47068,1.43911,-10.57368,27.51319,41.4902,82.69441,0
-1.89992,10.63822,2.2782,1.52463,-12.53814,0.26064,39.88203,82.87946,1
-1.50165,11.10948,2.61461,1.60136,-12.61114,3.56957,39.50471,119.33523,1
-1.07242,9.16296,1.93462,1.36641,-10.23538,25.57917,40.08799,83.85495,0
-1.93832,10.98626,2.76954,1.69295,-12.92458,3.97645,39.51201,85.0015,1
-0.33309,10.82269,1.91398,1.23435,-11.15578,21.88755,40.89152,62.05334,0
-0.78433,9.1814,1.66078,1.08841,-9.96573,46.70381,40.27855,36.18624,0
-1.88248,10.26198,2.59548,1.59171,-12.14446,-3.02626,39.37771,80.0,1
1.19263,10.66878,1.10151,1.06682,-9.47615,52.77359,41.96956,116.97526,2
0.17918,10.44372,1.72,1.1097,-10.26454,35.35973,41.34553,48.03743,0
-1.34219,9.72937,1.18033,0.90499,-11.07156,13.80449,39.51057,29.65953,0
-0.04124,10.33365,1.36818,1.09268,-10.37489,16.56994,41.27099,80.52166,0
-2.90756,9.6303,2.448,1.627,-12.53785,-1.00938,37.94423,80.0,1
-0.3614,10.7883,2.02648,1.50109,-11.1497,46.46088,40.75656,51.71,0
-1.7112,10.14418,2.0424,1.54667,-11.85537,4.925,39.28485,80.0,1
1.96617,10.996,1.21399,0.91664,-9.02983,97.72102,43.05521,141.63397,2
-1.20498,9.69017,1.64884,1.1991,-10.89515,19.07381,39.99416,42.65233,0
-0.68974,9.81911,1.25728,1.05523,-10.50884,31.51297,40.49696,39.88955,0
-0.69235,10.35681,1.93892,1.24461,-11.04917,10.08656,40.62549,79.34828,0
0.85072,9.03929,1.31157,1.16549,-8.18858,55.09399,42.61175,124.98294,2
-2.34138,10.56221,2.92061,1.84715,-12.9036,8.2302,38.80879,104.92436,1
-0.88413,10.16751,1.62858,1.3221,-11.05164,13.66865,40.08135,29.9694,0
-2.23773,10.65277,2.81834,1.78175,-12.8905,1.33428,39.41429,111.27138,1
0.52717,10.22155,1.26208,1.02778,-9.69438,13.2215,41.85552,49.20401,0
0.14168,10.38162,2.19097,1.47533,-10.23995,20.53284,41.37781,64.13936,0
-0.66039,11.41206,2.48599,1.6084,-12.07245,-0.36966,40.73805,114.30319,1
-1.68648,11.8108,2.65771,1.74891,-13.49728,1.45993,39.38901,135.20043,1
1.26566,10.42828,0.98759,1.08972,-9.16261,21.28011,42.23981,88.83425,2
-0.37664,9.9524,1.69732,1.25705,-10.32904,17.78187,40.35811,40.41279,0
0.0,9.51199,1.09245,1.09771,-9.90577,51.97798,40.98473,73.7359,2
-0.49735,10.82023,1.38361,1.10387,-11.31758,35.33216,40.92705,126.71946,0
-2.1122,10.43414,2.32306,1.50005,-12.54634,0.70876,38.96982,80.0,1
1.3335,10.21047,1.8,0.95766,-8.87697,43.14404,42.6302,52.54595,2
-0.5027,10.76127,1.4247,1.09588,-11.26397,25.95451,41.07996,70.09463,2
-1.92603,10.05291,2.86422,1.63519,-11.97894,1.34096,38.86118,93.28498,1
0.04686,8.82512,1.15055,0.8696,-8.77827,56.6975,41.51274,132.54045,2
0.0,9.28067,0.94203,1.12913,-9.68335,38.11853,40.67434,153.60526,2
0.91746,10.30956,1.11762,0.85,-9.3921,30.31482,41.94581,60.60504,2
-1.64203,11.21911,2.62811,1.41383,-12.86114,-1.4003,39.14463,163.90069,1
0.24339,10.76027,1.84924,1.35126,-10.51688,39.07147,41.70022,50.05851,0
-0.39347,9.98451,1.91636,1.30415,-10.37799,11.16806,41.02857,53.1987,0
-1.70169,11.59275,2.58374,1.41788,-13.29444,-0.76195,38.84169,151.0594,1
-1.87781,10.15356,2.38458,1.52974,-12.03137,-1.18864,38.96243,113.77493,1
-0.86796,9.60637,1.61413,1.12352,-10.47433,23.88524,40.72641,66.21981,0
1.46658,10.22146,0.88874,0.97485,-8.75488,46.16599,42.51826,138.81446,2
1.31871,10.38595,0.3,0.88499,-9.06724,48.10025,42.18871,143.86358,2
-0.30264,10.45291,1.25734,0.88055,-10.75556,20.13941,40.96385,38.88206,0
1.39598,10.05801,1.56426,1.06736,-8.66204,36.24596,42.37246,136.69647,2
-3.08228,11.1864,2.95843,1.69598,-14.0,-1.15445,38.12493,80.0,1
-2.27592,10.4337,2.4893,1.4784,-12.70962,1.33737,39.3252,80.0,1
1.93055,11.36802,1.05272,0.85,-9.43747,103.56731,42.9507,195.4961,2
-1.84346,10.18565,2.80911,1.80231,-12.02911,10.0,39.66761,80.0,1
-1.14563,9.35918,1.71275,1.37004,-10.50481,4.19309,40.25566,61.24352,0
-0.91937,10.0307,1.99823,1.30694,-10.95007,29.91504,40.25616,66.743,0
-0.99847,11.4096,2.29194,1.48952,-12.40807,0.65126,39.83667,119.55628,1
-1.69197,10.68688,2.47274,1.60738,-12.37886,-3.59316,39.34616,83.09971,1
-2.2032,11.02945,3.22062,2.03105,-13.23265,2.667,39.1272,112.7335,1
1.80203,10.84935,1.50331,1.06309,-9.04731,41.06212,43.01444,108.61202,2
-1.57571,11.70288,2.62724,1.56216,-13.27858,5.45728,39.52278,130.19833,1
-2.80713,10.81239,2.9546,1.71978,-13.61952,2.49837,38.5244,137.37298,1
-0.81521,9.88911,1.55707,0.9917,-10.70432,33.01495,40.08721,61.18875,0
-2.26149,10.33712,2.69117,1.80106,-12.59861,0.02121,38.23027,80.0,1
-0.56804,10.01013,1.85741,1.36813,-10.57817,42.22815,40.19493,79.93292,0
-1.57952,10.54863,2.66342,1.50919,-12.12815,1.6538,39.82615,80.0,1
-1.23582,9.05309,1.91774,1.20906,-10.28891,5.64122,39.86881,59.78498,0
-2.80634,10.51012,2.6106,1.6877,-13.31646,1.10073,38.57793,82.24433,1
0.55784,11.21313,1.65392,1.12814,-10.65529,38.23974,41.24689,88.84762,0
1.06494,10.4203,0.86214,0.97424,-9.35536,107.04069,42.35537,68.74916,2
0.12012,9.23937,0.4159,0.9655,-9.11925,53.96416,41.14278,146.03766,2
0.37312,9.58513,1.64509,1.22345,-9.21201,41.80504,41.86512,94.56787,2
0.21224,11.49135,1.54174,1.32201,-11.27911,4.62918,41.12736,93.30792,0
-1.16848,10.37194,2.82392,1.67371,-11.54042,2.1085,39.19614,80.0,1
0.38229,11.11362,1.00526,0.85,-10.73132,18.42718,41.21655,69.31845,0
-0.82613,10.22587,0.9597,0.85,-11.052,9.86948,40.57093,60.63434,0
-0.62172,11.07258,1.96435,1.52179,-11.6943,3.57853,39.9365,88.94998,1
0.25934,10.12809,1.55948,1.12706,-9.86875,27.8632,41.52242,39.27559,0
-2.16063,8.5,1.22947,1.21094,-10.2995,4.79914,38.95266,45.28129,0
-2.60654,10.35676,2.65373,1.781,-12.9633,-2.68381,38.53596,80.0,1
1.15922,10.42552,1.13205,1.02894,-9.26629,45.73627,42.43678,116.66427,2
0.03755,10.14159,1.43091,0.85,-10.10404,9.28245,41.13146,50.76487,0
-0.59449,8.94358,1.6831,1.35327,-9.53807,9.56825,40.55329,20.45754,2
0.6899,11.78642,1.39196,1.14621,-11.09652,33.19666,41.61677,80.41568,0
-2.65443,11.21345,2.48676,1.5398,-13.86788,0.16465,38.6335,95.24388,1
1.23318,10.02374,1.14075,1.10436,-8.79056,68.25221,42.16784,90.5226,2
-1.03006,9.74863,1.23696,0.9043,-10.77869,25.30338,40.42727,45.72612,0
2.04793,10.3333,0.69948,0.91577,-8.28536,48.94411,43.34682,66.25042,2
-0.59105,10.04063,1.3128,1.14778,-10.63168,15.97686,40.62547,59.61563,0
0.00483,10.97331,1.33879,0.97027,-10.96848,19.9402,40.90927,37.85859,0
-2.85427,11.24121,3.057,1.85232,-14.0,0.53785,38.60784,119.05829,1
-1.08844,9.23331,1.87976,1.35192,-10.32175,14.77158,40.31279,28.66365,0
-1.34629,9.77133,1.57249,1.19118,-11.11762,31.74019,39.78939,105.75291,0
-1.53414,10.66229,2.24185,1.55429,-12.19643,-0.91043,39.75761,80.0,1
-2.12351,10.79587,2.55119,1.54229,-12.91938,-1.87186,38.42605,80.0,1
0.07065,10.73342,1.20425,1.13663,-10.66277,17.07811,41.27138,29.08623,0
-2.52449,10.96017,2.24769,1.64677,-13.48467,6.02043,38.71918,122.8936,1
-1.2162,9.02884,1.88882,1.20633,-10.24504,18.19656,39.98979,25.24288,0
-0.64932,9.77088,2.05497,1.18571,-10.4202,47.81389,40.09706,39.36032,0
-1.04519,10.69262,2.73266,1.59657,-11.7378,-4.05266,39.59089,104.91484,1
0.8593,10.01642,0.68884,0.85,-9.15712,24.70964,42.01748,25.0,2
-0.5,11.59081,2.633,1.65176,-11.82528,5.10329,40.12588,139.75647,1
-2.18964,10.52165,3.077,1.94274,-12.71129,1.86991,38.46061,81.52516,1
-0.02045,10.32946,2.13047,1.42682,-10.3499,9.42065,40.96316,20.92468,0
-0.91622,10.92869,2.54176,1.67617,-11.84491,3.00984,39.85649,80.0,1
-0.38625,10.13432,2.04853,1.35723,-10.52057,47.68356,40.64649,91.48096,0
-0.59788,10.13284,1.4922,1.42599,-10.73072,18.93243,40.58658,92.95544,0
-2.01166,10.26106,2.70871,1.59857,-12.27272,4.31683,39.17416,80.0,1
-0.39518,10.28069,1.98108,1.54526,-10.67587,17.65042,40.5932,43.81194,0
0.13793,10.37077,1.76589,1.26986,-10.23283,26.35221,41.21472,64.60492,0
0.0,9.42932,1.30822,1.17422,-9.70363,31.04575,41.02269,114.80115,2
-1.01803,11.09086,2.98895,1.76159,-12.10889,2.0714,39.81877,80.0,1
-2.38495,11.03831,3.24117,2.02378,-13.42326,-3.10647,39.29433,124.43902,1
-1.81548,12.21049,2.39331,1.64814,-14.0,-0.57485,39.36513,94.03484,1
-0.45295,10.34966,0.88558,0.85,-10.80261,7.7827,41.01402,90.00762,0
-0.36375,9.85404,1.26854,0.98135,-10.2178,3.42138,40.95024,49.51714,0
-0.89633,10.19208,2.5766,1.60814,-11.0884,-1.38466,40.08446,80.0,1
-1.46442,10.73895,2.66737,1.73981,-12.20337,4.09807,39.30103,114.16001,1
-2.00506,11.04479,2.60772,1.57643,-13.04986,7.52023,38.847,125.63222,1
-2.40361,10.23327,2.98131,1.71162,-12.63688,5.14416,38.71046,93.97277,1
-0.86478,9.63422,1.52797,0.97174,-10.499,21.59431,40.61736,48.19125,0
0.91831,11.34462,1.71304,1.13883,-10.42632,13.06873,41.80618,20.0,0
-2.20918,10.91906,2.77932,1.99956,-13.12824,-3.59732,38.28031,80.0,1
-1.52535,9.64524,0.97175,0.85,-11.17059,13.69836,39.68036,44.01224,0
-0.1902,10.6459,1.73867,1.33874,-10.83609,18.09213,41.0725,55.40398,0
0.5786,11.26553,1.24447,0.97954,-10.68693,8.89066,41.45165,109.78876,0
1.29167,10.14059,0.74906,0.85,-8.84892,40.78148,42.46073,147.59684,2
0.73487,10.15377,0.53072,0.85,-9.4189,116.27734,42.03389,229.30037,2
-2.25103,10.68331,2.23157,1.48341,-12.93434,3.12342,38.57194,80.0,1
-0.80859,10.07736,2.0335,1.4115,-10.88595,11.93692,40.37697,48.28668,0
0.48836,10.88158,1.68322,1.01621,-10.39322,11.82839,41.99639,85.23761,0
-0.63001,10.25264,1.38281,1.13938,-10.88265,73.50572,39.86607,91.13793,0
-0.90207,9.22598,1.61756,1.26979,-10.12805,39.56258,40.5308,52.98649,0
0.44515,10.00022,1.61774,1.19709,-9.55507,21.18364,41.84947,61.69077,2
-0.8302,9.16702,1.76914,1.15399,-9.99722,66.6227,40.28635,38.15415,0
-0.31628,10.45239,1.66148,1.14914,-10.76867,11.99604,40.80354,52.45152,0
-0.57713,10.14121,2.14425,1.32524,-10.71835,21.20415,40.75424,49.21328,0
-0.3902,9.9011,1.5818,1.17391,-10.2913,10.9104,40.50153,52.67332,0
0.08692,9.78791,1.71135,1.26506,-9.70099,7.98817,41.17941,65.55375,0
-0.17416,10.82025,1.08678,0.85,-10.99441,14.92412,40.84661,43.82562,0
-0.00561,10.75125,1.831,1.3122,-10.75685,8.85793,41.35251,66.43518,0
-1.95445,9.76733,2.26019,1.67357,-11.72178,6.09162,39.36214,111.86258,1
-0.57696,10.22301,1.52765,1.12284,-10.79997,31.96765,40.16346,75.9573,0
-1.44082,9.12913,2.01162,1.28755,-10.56994,21.52235,39.65069,34.39531,0
-2.33982,11.07825,3.08516,1.82439,-13.41807,0.34423,38.64906,99.70441,1
-2.72745,11.15778,2.499,1.46454,-13.88523,1.03517,38.10265,116.86709,1
-0.77079,10.76972,2.43098,1.55218,-11.5405,-4.31238,39.95567,148.88328,1
0.47914,10.90536,1.28947,1.0213,-10.42622,27.46491,41.69785,70.31848,0
-1.96647,10.5828,3.52091,2.18773,-12.54927,5.11694,39.67072,80.0,1
0.07135,9.03582,0.95026,0.94608,-8.96447,116.41348,41.17866,27.75989,2
-0.75549,9.95177,0.97039,0.97297,-10.70726,25.67378,40.33521,73.50626,0
-0.56434,9.65443,1.37436,0.92556,-10.21877,10.96056,40.39402,57.11764,0
-0.61044,9.37665,1.78322,1.26083,-9.98709,16.65179,41.09743,20.0,0
-0.83339,9.1209,1.26348,1.04067,-9.95429,73.91531,40.63321,55.22578,0
0.08267,10.52585,2.16829,1.27455,-10.44318,13.68692,40.94364,38.33876,0
0.05287,8.99042,1.49244,1.26844,-8.93755,29.36486,41.47262,79.25006,2
-1.01178,9.94767,1.21379,1.18296,-10.95945,4.06296,40.45449,87.25784,0
1.71736,11.38971,0.51307,0.85,-9.67235,107.03813,42.53634,49.29027,2
-1.44262,11.26485,3.08121,2.10108,-12.70747,2.83638,39.12456,122.8396,1
-1.53306,10.61922,2.63607,1.53642,-12.15228,5.27967,39.91666,80.0,1
-0.92451,9.81619,1.60484,1.39657,-10.74071,22.27417,40.38088,56.84896,0
