log_sfr,log_stellar_mass,u_r_colour,dn4000,log_ssfr,h_alpha_ew,log_halpha_lum,velocity_dispersion
0.70697,10.03238,1.01113,0.91438,-9.32541,75.22712,41.93644,74.16705
0.54601,11.08401,1.6462,1.14267,-10.538,42.91665,41.55695,35.27125
-0.02668,10.73796,1.22301,0.85,-10.76465,17.06727,40.60356,42.38392
-0.65402,10.68599,1.74393,1.39501,-11.34001,16.35186,40.44933,43.71545
-2.20861,9.79388,2.70485,1.83061,-12.00249,7.95317,38.87605,80.0
-1.75673,8.5,1.47631,0.85,-10.08477,14.49387,39.39226,20.0
1.09516,9.39806,1.11565,1.21373,-8.3029,37.37881,42.44569,84.66854
1.29188,10.18905,1.23373,0.93809,-8.89716,105.29967,42.49262,76.66154
-1.88838,11.48217,2.54081,1.56079,-13.37055,0.40506,38.95391,104.46557
-1.21162,10.15578,2.60418,1.51192,-11.3674,7.94909,39.66285,80.0
-1.04823,9.94581,1.51964,1.25374,-10.99404,14.22254,40.04119,71.93603
-1.96134,10.98513,2.66067,1.70148,-12.94648,5.45668,39.01066,80.0
0.9767,10.39726,0.95448,0.85,-9.42056,82.10927,42.11438,100.8564
-2.77265,9.97511,2.28382,1.47414,-12.74776,0.06173,38.7013,84.79973
-0.74991,9.59937,1.83517,1.36063,-10.34929,10.50202,40.19722,40.71062
-1.66326,10.91668,2.83294,1.74349,-12.57994,1.48726,39.39805,84.85589
-0.39035,10.8967,1.86434,1.44843,-11.28705,15.63286,40.83511,33.72536
-2.76362,10.92075,2.7686,1.72035,-13.68437,1.67206,38.21512,114.68743
-0.76488,10.66391,2.75459,1.61527,-11.42879,4.9298,40.29134,94.27088
0.0,8.5,0.96794,0.85,-9.83931,80.18874,40.5,132.34689
-1.58122,10.99124,2.56918,1.6266,-12.57246,-2.02306,39.15832,115.56888
-2.67861,11.32605,2.29947,1.42189,-14.0,-0.44874,38.24839,147.35827
-2.21931,11.223,2.28453,1.55646,-13.44231,3.751,39.04663,80.0
-0.86049,9.24592,1.29235,1.20935,-10.10641,33.29068,40.48618,33.23851
0.43911,9.97279,1.48962,1.11095,-9.53367,43.6617,41.66388,114.72224
-2.04825,10.8844,2.63264,1.67676,-12.93266,-0.8287,38.68279,80.0
-0.5,10.94234,2.39344,1.49629,-11.32884,0.04773,40.53793,80.0
1.37536,10.20338,1.57655,1.01639,-8.82801,35.98188,42.60094,185.99437
-1.49477,10.58714,2.46869,1.5087,-12.08191,1.21658,40.03886,113.38925
0.20214,10.80277,1.27821,0.94037,-10.60063,11.17221,41.48665,75.60364
-2.87284,11.12994,2.75402,1.74517,-14.0,-2.80224,38.30394,80.0
0.08247,10.72803,1.83901,1.29299,-10.64556,9.18466,40.77135,58.45209
-2.60582,10.45017,2.39389,1.50689,-13.05599,3.18453,38.42734,95.36061
-0.04594,10.5866,1.28467,1.07245,-10.63253,14.92837,41.18336,38.08205
-1.17932,9.77472,1.5674,1.09596,-10.95404,42.95736,39.74774,72.27257
0.34486,11.175,1.84712,1.10796,-10.83014,13.0283,41.24225,66.96605
-2.03534,11.19322,2.86219,1.93666,-13.22856,-3.56969,38.71912,80.0
-0.31091,10.34378,1.65629,1.17926,-10.65469,13.24179,40.80511,60.85509
0.6199,11.49468,1.51561,1.06913,-10.87477,9.28961,41.48754,75.506
-0.70305,9.60956,1.76142,0.94861,-10.31261,16.1085,40.28012,42.0425
-0.60528,10.33509,1.36493,1.22926,-10.94037,41.9309,40.44429,86.55882
-1.81569,10.62156,2.46419,1.54598,-12.43725,6.30211,39.05958,104.53699
0.00523,10.8902,1.12733,0.92666,-10.88497,19.47034,41.12739,61.59212
-0.748,10.24733,1.73146,1.1135,-10.99533,13.08497,40.70526,25.49604
-1.06349,9.5,2.35205,1.60525,-10.52368,7.11574,39.95644,80.0
0.52918,10.90744,1.83735,1.31358,-10.37825,17.47145,41.90057,74.95823
-2.72668,11.61344,2.08593,1.59423,-14.0,1.09098,38.23935,117.2058
0.36515,11.30388,1.98408,1.33156,-10.93873,30.19036,41.89366,122.42662
2.72209,11.37382,1.53356,1.14903,-8.65173,65.38809,43.49525,25.0
-0.95036,9.28271,1.41564,1.1349,-10.23307,37.14895,40.36687,20.0
0.0,9.27835,0.8317,0.85,-9.59514,19.46401,40.86704,25.0
-0.42873,10.2168,1.30223,1.11288,-10.64553,14.41555,40.73995,54.35627
-1.43099,10.77031,2.50009,1.46047,-12.2013,5.70194,39.77826,115.27088
-0.2472,10.46133,2.41088,1.60767,-10.70854,23.63567,41.56163,80.20955
1.40003,10.45151,1.17566,1.01748,-9.05148,49.92242,42.79644,160.22265
-0.73191,10.32375,1.63974,0.99354,-11.05565,26.43492,39.70721,77.38833
-0.7951,9.60251,1.04752,0.85,-10.39761,20.74538,40.98863,110.76984
-0.43764,9.74006,1.41234,1.39909,-10.1777,18.59966,40.86125,34.39987
0.40789,10.40112,1.87969,1.11481,-9.99323,30.29165,41.70141,87.24123
-0.44596,10.05188,1.90825,1.51199,-10.49784,17.31099,41.04539,49.94811
-1.32161,10.93074,2.54009,1.76717,-12.25236,0.75229,39.82831,89.142
-1.97074,10.83409,2.50367,1.71078,-12.80483,-3.17407,39.15372,101.96612
-0.84888,9.32819,0.77482,1.04528,-10.17708,14.84082,40.70455,20.0
1.72134,10.43308,0.48529,0.85,-8.71174,57.95931,43.12174,94.00054
0.0,8.63241,0.603,0.85492,-9.23135,28.54957,40.74058,73.35623
3.5,11.04907,0.93394,1.06641,-7.54025,82.58588,44.5,140.68435
-2.53167,10.88039,2.77555,1.67505,-13.41206,1.70616,38.5044,80.0
-0.69884,10.27708,2.04627,1.18478,-10.97591,7.49026,40.51721,79.22694
-0.76564,9.48763,1.97687,1.3923,-10.25328,7.89779,40.49657,65.23967
-0.25883,10.0209,1.72787,1.03881,-10.27973,12.29747,40.75902,72.95337
2.16449,10.7528,1.40925,1.24569,-8.58831,58.62445,43.28106,187.89112
0.58066,9.24853,0.89758,0.94758,-8.66788,39.10274,42.1326,88.47086
-1.64375,11.55774,2.51381,1.61284,-13.20149,2.8107,38.85712,90.9109
1.0741,10.27762,0.88909,0.85119,-9.20353,81.64208,42.04595,81.73101
0.4994,10.12175,1.11556,0.88324,-9.62235,57.01675,41.32044,122.04717
-1.05194,9.5474,0.95289,0.98895,-10.59934,17.79606,40.31045,20.0
-2.37837,10.49571,2.44924,1.59604,-12.87408,5.04349,38.50193,105.7243
-0.31072,9.91075,1.79931,1.22028,-10.22146,22.19265,40.94647,37.74423
-1.38008,10.42247,2.41288,1.69978,-11.80255,-1.16816,39.51993,80.0
0.75385,11.51748,1.48668,1.08341,-10.76363,9.47368,41.58869,83.76973
-0.34472,10.5598,1.44229,1.005,-10.90453,17.40804,41.22207,40.31517
-1.7934,11.42083,3.06757,1.73561,-13.21422,0.70746,39.80999,118.86328
0.72037,9.71101,0.77689,0.94452,-8.99064,65.13365,41.86201,82.36889
0.35055,10.82095,1.75719,1.12295,-10.4704,21.46428,41.19718,94.86271
-0.73983,9.78801,0.7482,0.85,-10.52784,5.50549,40.63386,39.1943
-0.328,10.38081,0.81496,0.85,-10.70881,61.21964,41.02536,78.31816
-1.90604,10.64109,2.1998,1.51073,-12.54713,3.18127,39.24233,139.40823
-1.46876,11.16416,2.54904,1.48403,-12.63291,0.67117,39.56392,121.27475
-0.81697,9.88,1.10254,1.19078,-10.69697,13.51461,40.57176,98.72418
-1.27133,11.19957,2.70619,1.84308,-12.4709,-4.17278,40.00646,136.97493
-2.60902,11.35836,2.70244,1.43292,-13.96738,-1.95579,38.62803,115.24778
-0.2536,10.11883,1.64414,0.94836,-10.37242,18.39037,40.84091,24.48978
-1.60468,10.3042,2.46211,1.71793,-11.90888,8.94227,39.16091,85.77095
-1.67352,11.37652,2.66796,1.63445,-13.05004,2.71557,39.18061,119.38089
0.53437,9.27168,0.92667,1.03441,-8.73731,51.72493,41.73409,90.80975
-0.81074,10.97847,2.06493,1.41258,-11.78921,0.28626,39.65952,80.0
-1.04392,10.98505,2.82431,1.82814,-12.02897,-1.31826,40.41472,106.17004
1.15244,10.40292,1.39574,0.8512,-9.25048,49.64012,42.04979,87.27245
1.23885,10.49301,0.81064,0.96852,-9.25416,38.41138,42.28226,47.90551
-0.60069,9.51475,1.83509,1.29047,-10.11544,26.29357,40.45417,27.10378
-0.88185,9.99262,2.68488,1.4,-10.87446,-0.78355,39.8474,81.02773
0.60514,11.31683,2.35795,1.44667,-10.71169,8.41697,41.73965,92.13628
-1.16454,9.66482,1.15,1.0144,-10.82936,38.16807,40.61639,46.21122
1.86212,10.49764,1.02099,1.02916,-8.63552,125.56493,43.18067,114.46192
0.0579,9.68703,1.0423,0.95985,-9.62913,21.5879,41.27324,93.96913
-1.26964,10.18249,2.33513,1.50123,-11.45213,-1.09553,40.01232,121.72545
-1.65164,10.01863,2.27715,1.60323,-11.67027,-0.75817,39.22028,80.0
-0.5,11.9508,2.79123,1.72176,-12.09541,6.11614,40.47596,105.25426
1.18411,9.9166,0.99448,0.85,-8.73249,70.99212,42.17821,81.17514
-1.51997,10.76484,3.38014,1.95447,-12.28481,6.67376,39.52001,136.09544
0.1968,9.97531,1.31785,0.95928,-9.77851,15.54712,41.23921,55.40292
0.0,8.5,1.06821,0.99708,-9.44431,100.00106,40.5,224.378
0.32388,10.83169,1.60416,0.99017,-10.50781,14.86576,41.19568,69.3889
0.19359,10.68159,1.86267,1.01519,-10.488,21.39005,41.36909,58.34517
0.11122,9.96426,1.14743,1.20177,-9.85304,48.83419,41.26508,41.04859
-1.5254,10.6454,2.4686,1.67071,-12.1708,4.35988,39.79702,80.0
-0.94568,10.58709,2.39037,1.57967,-11.53276,-1.33364,39.96926,80.0
1.32444,9.85262,1.09681,1.14979,-8.52818,40.12296,42.60911,91.7808
-1.53914,8.85077,1.34883,0.89577,-10.38991,23.28674,39.64425,46.55678
-0.89852,9.96756,1.25488,1.11718,-10.86609,24.25673,40.15934,73.43444
-0.75191,9.97623,1.83861,1.32739,-10.72814,6.87577,40.32088,76.7759
-1.10022,11.30578,2.55173,1.51285,-12.406,6.16659,39.6644,82.31011
0.14323,10.66485,1.43613,0.92211,-10.52161,23.7682,41.24401,58.92402
-0.37256,10.29473,1.71857,1.30971,-10.6673,10.27906,41.02243,76.45772
-1.96884,10.75096,2.84404,1.72242,-12.7198,4.23888,38.61157,144.59574
-1.41513,11.71018,2.66549,1.58614,-13.12531,4.51414,39.7711,108.92326
-0.50801,10.10457,1.81858,1.27246,-10.61258,17.67236,40.62094,42.78217
-1.41847,10.21073,2.53846,1.56775,-11.62919,-2.60352,39.83421,80.0
-0.15272,10.08609,2.37327,1.40858,-10.23881,21.6322,41.08428,70.92739
-1.86754,11.23951,2.51093,1.4024,-13.10705,-0.42913,39.17751,80.81439
-1.30011,9.86028,1.26244,1.11638,-11.16039,33.33966,39.58578,41.80936
-1.09267,11.9586,2.79806,1.76885,-13.05127,4.58905,39.6912,80.0
-2.19978,10.42077,2.05279,1.54867,-12.62055,2.65338,39.37976,97.27216
-0.0626,10.57147,1.50262,1.08645,-10.63406,20.02061,40.70703,62.16783
-0.95576,8.86332,1.61694,1.11533,-9.81907,14.19354,40.30485,51.37135
-0.8971,9.58156,1.46789,1.31526,-10.47865,23.93989,40.27726,70.47549
-2.20483,10.41832,2.48631,1.5484,-12.62315,2.84248,38.95489,80.0
-2.20308,10.3178,2.7314,1.77516,-12.52088,2.94315,38.73057,106.48104
-1.37704,9.76626,1.24808,1.24955,-11.1433,27.72026,40.11999,20.0
-0.94516,9.43441,1.50365,1.01978,-10.37957,15.71895,40.06697,65.46992
0.53339,10.4793,1.84832,0.96804,-9.94591,30.63017,41.79351,71.86714
1.19187,9.95615,0.99094,0.85,-8.76428,20.98065,41.99346,164.96069
1.48924,10.16126,0.74688,0.85,-8.67202,80.46722,42.49416,90.22292
-0.31367,10.42546,1.01049,0.85,-10.73913,23.0604,41.3476,42.07865
-1.71138,10.58494,2.90421,1.70156,-12.29632,-3.26832,39.44993,108.81437
-2.37824,10.28042,2.92062,1.6977,-12.65865,2.47487,38.71155,80.0
-0.31442,10.91193,1.35535,1.07197,-11.22635,12.83599,40.99962,53.14984
-2.38594,9.5927,2.48539,1.69207,-11.97864,4.96308,39.36895,80.0
0.38511,9.93823,1.47396,1.20946,-9.55312,24.15531,41.11578,109.76653
-1.2248,9.33713,1.68762,1.23918,-10.56194,22.28463,39.82263,44.69582
-0.59372,10.2386,1.67418,1.22527,-10.83232,19.93395,40.89537,80.31865
-0.75594,9.51497,1.90741,1.40716,-10.27091,16.3416,40.26816,49.25873
-0.45481,9.58681,1.40411,1.14883,-10.04161,10.95323,40.69045,27.98444
0.99325,10.00133,0.70427,0.85,-9.00808,39.63796,42.40718,70.05628
1.46106,9.58397,0.77833,1.01877,-8.12291,74.93597,42.69097,80.8026
-2.70961,11.0533,2.79959,1.64992,-13.76291,4.4573,38.28782,106.80124
-1.55747,10.91894,2.46279,1.43173,-12.47641,-3.71186,39.60211,126.33757
-1.50727,9.5,2.5232,1.59271,-10.98805,4.10859,39.47676,80.0
0.37241,9.37291,0.89458,0.85,-9.00051,58.2521,41.69521,155.50489
-0.24512,10.86992,1.63676,1.32275,-11.11504,48.92016,41.24302,20.0
-1.64371,10.10959,2.48863,1.60272,-11.7533,-0.98002,39.4498,99.87876
-0.29559,9.6953,1.63415,1.2107,-9.9909,34.41628,40.59224,77.9327
0.92527,10.1041,1.13613,0.85,-9.17883,35.4578,41.97798,186.36837
-3.12791,11.01941,2.74706,1.83098,-14.0,-3.76057,38.30723,99.31737
1.08795,10.44119,1.08554,1.02683,-9.35324,88.56482,42.19952,78.12522
1.16784,9.54637,1.08536,0.96329,-8.37854,77.1642,41.90953,134.30146
-0.35523,10.0079,1.40312,1.02262,-10.36312,23.97337,40.80685,44.08789
-2.36213,11.17855,2.71011,1.70175,-13.54069,-0.36892,38.41977,80.0
1.53749,10.70334,1.36758,1.16788,-9.16585,22.32788,42.61958,103.13055
1.86445,9.55141,1.24986,0.86263,-7.68696,54.76294,42.8075,123.16431
0.18481,10.59657,1.62011,1.01143,-10.41176,21.10168,41.57146,74.35855
1.39203,9.89606,0.92875,0.85,-8.50403,52.5378,42.70053,168.41301
0.0,8.82911,1.04796,1.11138,-9.28092,55.8264,40.57419,135.33336
-0.02019,10.84244,1.58688,1.33246,-10.86263,33.10194,40.93823,66.91064
-1.8923,11.04545,2.4237,1.66162,-12.93776,-2.18665,38.77102,102.96719
-2.02542,10.48045,2.91273,1.75141,-12.50586,-2.7421,39.39849,103.1499
-0.05395,9.8216,1.69591,1.00552,-9.87556,14.53245,41.63872,37.37542
-2.1818,10.54573,2.4226,1.70185,-12.72753,-0.92688,39.48643,86.75741
-2.64292,10.82563,2.62249,1.69967,-13.46855,1.70716,38.56209,108.93586
0.06521,11.13332,1.90369,1.31474,-11.06811,7.17794,41.44929,61.68356
-0.0784,10.67185,1.40379,1.13503,-10.75025,11.71067,41.61822,63.45921
-0.72026,9.73512,1.60774,1.05363,-10.45538,7.31873,40.47706,70.58556
-1.01729,9.41235,1.73757,1.1527,-10.42964,39.20414,40.33626,31.1662
-1.62956,10.97671,1.99394,1.4005,-12.60627,-2.07771,39.36597,108.44635
-0.58438,10.11491,1.60857,1.37554,-10.6993,12.6919,40.94451,38.4338
-0.05158,10.27242,1.8907,1.31398,-10.324,18.52903,40.80497,71.29168
-2.54863,11.37668,2.18357,1.48696,-13.92531,3.42888,38.96791,105.89959
0.08017,10.71468,1.23763,0.99938,-10.63451,18.35725,41.14166,47.07532
1.74931,11.0041,0.81882,0.96103,-9.25479,70.06623,42.91892,115.94258
1.49648,10.29371,0.5586,0.85,-8.79723,43.39017,42.75613,58.67905
-0.4404,10.15995,1.87906,1.31405,-10.60035,9.97678,41.06361,30.68185
-1.75585,10.53464,3.20882,1.87587,-12.29049,1.8905,38.97588,80.0
-2.51622,10.73411,2.92702,1.89682,-13.25033,-0.81861,38.75529,107.09393
0.87601,10.23368,1.0231,0.95488,-9.35767,114.91092,41.78533,25.0
2.31897,11.37584,1.14601,0.98958,-9.05687,87.94021,43.20694,83.75868
-1.28408,10.30042,1.94233,1.27435,-11.5845,29.5528,40.02778,63.56317
1.16062,10.48443,1.1321,0.93754,-9.32381,25.57428,42.2929,187.04326
-1.42294,10.55192,2.62476,1.63941,-11.97485,-1.05987,39.55401,93.69511
-1.01337,9.20164,2.06746,1.12939,-10.21501,10.53474,40.06849,61.67469
-0.11299,10.36542,1.66864,1.3848,-10.4784,8.04374,41.05347,44.613
1.32218,10.01409,1.39995,1.1121,-8.69191,89.95237,42.72645,177.63947
1.22579,10.97192,1.20198,1.19715,-9.74614,7.06216,42.09081,63.67444
1.92709,10.78875,0.68027,0.85,-8.86167,56.77408,43.17545,124.72808
-1.64839,11.68474,3.15456,1.67784,-13.33313,6.15073,39.60132,98.89932
-1.43274,9.36194,1.64964,1.21102,-10.79468,10.9727,40.07913,74.72147
0.88052,10.23314,0.71673,0.85,-9.35262,36.95391,42.32656,103.51288
1.36155,9.44053,1.08598,1.08255,-8.07899,78.31518,42.69824,90.18514
0.03338,10.64822,1.37968,1.20908,-10.61484,20.15983,41.14518,48.6265
-1.52859,8.8586,1.58025,1.18445,-10.38719,19.15742,39.80645,20.0
-0.79472,10.57098,2.15796,1.43859,-11.3657,5.68381,40.66732,80.0
-0.43996,10.71348,1.29219,1.20839,-11.15344,4.86962,40.68572,33.85971
-1.68498,10.50522,2.09963,1.46194,-12.1902,5.19003,39.0379,111.66819
-2.84201,10.5492,2.9619,1.73431,-13.39122,2.26772,38.03548,88.79136
-1.85471,11.45244,2.21618,1.56544,-13.30715,7.43967,38.79662,80.0
-2.40731,9.9134,2.63855,1.73809,-12.32071,1.53024,38.86419,80.0
1.73047,10.14689,0.82208,0.91902,-8.41643,67.35131,42.70765,139.24133
0.24528,10.85626,2.20842,1.41564,-10.61098,43.93741,41.27411,71.38074
-1.26331,9.75779,1.24665,0.97187,-11.02109,7.15038,39.68971,105.43732
1.75858,11.05749,1.41245,1.03741,-9.29891,27.51836,42.66635,70.87732
-1.86205,10.25657,2.85412,1.70933,-12.11862,4.42216,38.64048,108.74296
-0.24581,10.45037,1.79492,1.26324,-10.69618,25.65139,41.15111,102.42515
-1.00709,10.37953,2.74836,1.56154,-11.38662,3.80284,40.10822,80.0
-1.14496,9.64275,1.39949,0.85,-10.78771,28.82644,39.91923,67.14775
-0.00736,10.12158,1.73469,1.20015,-10.12895,42.34033,41.07275,47.84916
1.46169,10.31674,1.52008,0.94436,-8.85505,288.04909,42.35463,164.78509
-0.44642,10.24386,1.23208,1.05096,-10.69028,10.02048,40.8293,45.76359
1.27271,9.66414,0.90021,0.85,-8.39143,74.33039,42.64894,106.62768
-0.48901,9.2413,1.02076,0.93575,-9.73031,36.76915,40.54013,35.41709
-1.54786,9.76948,2.56213,1.58249,-11.31733,1.08112,39.84788,80.0
1.05669,10.46749,0.79165,0.85,-9.4108,94.18254,42.19917,62.46594
0.90205,10.31659,0.85436,0.85,-9.41454,85.06626,41.99655,131.40005
-1.41947,11.4699,2.69848,1.66302,-12.88937,4.93772,39.5188,96.80001
-1.1219,8.95324,1.9255,1.32338,-10.07515,19.74827,39.9688,43.19993
-3.00334,10.60464,2.494,1.54791,-13.60797,-1.41239,37.8811,80.0
0.0,8.5,0.94854,1.23469,-8.97024,54.37151,40.5,79.49052
0.92153,10.0925,1.37599,0.97331,-9.17097,45.42235,42.14006,25.0
-0.2693,10.02525,1.27691,0.85,-10.29456,25.24721,40.89012,49.30877
-2.87267,9.64606,2.98416,1.85268,-12.51873,-5.42718,38.13636,97.62915
0.27665,9.55235,1.06339,1.03689,-9.2757,47.55673,41.55163,36.85704
0.95464,9.82957,0.81167,0.95379,-8.87493,65.3404,42.33229,119.75337
0.42622,10.44937,1.64341,1.17808,-10.02316,18.15385,41.46995,28.043
-1.19052,11.6469,2.34177,1.6569,-12.83742,7.33813,39.78,130.44381
1.53912,10.13081,0.99305,0.93993,-8.59169,46.79256,42.85431,93.6542
-0.70629,9.64694,1.24619,0.8746,-10.35323,11.17218,40.29611,20.0
1.08648,9.78544,1.01858,0.85,-8.69895,49.64407,42.38374,93.26239
-3.21139,11.44255,2.45298,1.69182,-14.0,3.46432,38.37267,128.69818
-2.27078,11.48621,2.61857,1.53503,-13.75699,2.95043,38.96535,80.0
-0.2616,10.16553,1.17624,1.11811,-10.42713,12.79484,41.29967,62.16685
-1.60411,10.39315,2.90753,1.83697,-11.99726,-0.92394,39.59989,80.0
-0.54686,10.3054,1.84904,1.29361,-10.85226,18.28896,40.61273,25.04405
-1.07184,9.66008,1.58332,1.06062,-10.73192,16.84611,39.88251,34.45416
-0.62197,9.93738,2.56885,1.58497,-10.55935,-1.52434,40.11792,115.65129
-0.40527,10.56712,1.44964,1.30816,-10.97239,17.52797,40.32407,88.51751
-0.66402,9.94697,1.71657,1.2631,-10.61099,18.39435,40.69814,64.95192
0.4161,10.00133,1.13547,0.85,-9.58523,30.23862,41.82512,138.60828
-0.89313,10.75329,2.55324,1.5301,-11.64641,2.18444,40.34301,80.0
-1.44474,10.07338,2.94235,1.66484,-11.51812,-5.61557,39.04043,80.0
-0.64278,10.13054,1.90091,1.25391,-10.77333,25.16596,40.69764,54.01162
1.84057,10.5755,1.03063,0.85,-8.73493,62.74857,42.7556,71.11424
-1.66345,9.59781,1.23872,1.09996,-11.26126,14.77918,39.36501,45.80658
0.61016,8.96302,1.24628,0.85,-8.35285,65.8092,41.70761,25.0
-0.21451,11.18448,1.64554,1.00649,-11.39899,12.58391,41.25712,54.2711
-1.95989,10.676,2.60947,1.65755,-12.63589,1.86126,38.82983,80.0
-1.53053,10.32878,2.63234,1.63343,-11.85931,2.85271,39.69131,98.06752
-1.11543,9.97252,1.56857,1.19687,-11.08795,7.65492,40.24991,37.55384
-1.16188,10.82608,2.16673,1.44317,-11.98796,2.8417,39.45259,83.2405
-0.13008,10.16448,1.50596,1.20005,-10.29455,10.15581,41.03881,65.79827
-0.24459,10.22808,1.31587,1.31218,-10.47267,10.40678,40.85894,56.93448
-1.96464,10.6676,2.30428,1.45207,-12.63224,-0.34305,38.86138,147.17533
-2.44425,10.49808,2.35008,1.4,-12.94234,7.31693,38.59285,91.69702
-0.50205,10.44619,2.5,1.62775,-10.94824,5.35574,40.39853,100.33392
-2.35106,11.82529,2.64154,1.7573,-14.0,4.01232,38.67433,130.60708
-0.37087,10.47677,1.57284,1.3073,-10.84764,63.83896,41.33683,29.07569
-1.93097,10.47408,2.7684,1.75159,-12.40505,4.44282,38.97056,100.9927
0.35111,10.5266,2.06525,1.12718,-10.17549,19.37752,40.9554,50.08451
-1.70893,10.41949,2.54884,1.70896,-12.12842,0.83623,40.12902,140.97705
-0.36996,10.87424,1.64219,1.3142,-11.2442,11.87541,40.95642,55.01407
-0.49033,9.84832,2.10555,1.38913,-10.33866,13.57618,40.73107,41.76925
2.5614,11.28052,1.64274,1.07622,-8.71912,111.71304,43.30521,104.80043
-2.29809,9.56684,2.82168,1.46634,-11.86492,4.28436,38.54481,80.0
-0.73843,9.70922,1.71618,1.15744,-10.44765,28.56164,40.31149,61.50399
0.06442,9.87458,1.32722,0.87026,-9.81016,9.96487,40.80926,51.86345
0.85388,9.53706,1.08326,0.85,-8.68319,70.20594,42.11922,77.79187
0.0,8.85142,0.42516,0.85,-10.2422,21.66267,40.5,39.84252
1.59763,10.0957,1.55254,0.9955,-8.49807,42.19563,42.70167,60.12045
-1.081,10.62722,2.66935,1.56652,-11.70822,4.67389,40.11061,80.0
-0.22731,10.43,1.46925,1.13357,-10.65731,12.4962,41.06632,47.16142
-0.34886,10.4291,1.30268,1.1821,-10.77796,6.76999,40.73057,77.7788
-0.54236,10.25918,1.28809,0.98953,-10.80155,5.11438,40.39217,35.12254
-1.03751,12.5,2.47661,1.52894,-13.95651,0.57046,40.03606,141.03313
-1.5323,10.22911,2.27054,1.48523,-11.76141,-2.94562,39.73955,94.34593
-0.42481,10.00558,1.49804,1.32004,-10.43039,9.68138,40.55808,42.51298
1.00684,11.91273,0.8885,0.85668,-10.90589,6.6756,41.8367,101.64289
-0.42305,9.79748,1.25884,1.05346,-10.22053,3.63721,40.59646,45.74898
-2.38822,11.08587,3.30173,1.74615,-13.47409,-1.69927,38.32648,129.93625
-0.8844,9.91464,1.86886,1.30011,-10.79904,9.73573,40.57122,68.8783
1.26881,9.64136,1.55869,1.08035,-8.37255,73.29528,42.37385,139.1656
-2.16897,11.03927,2.80641,1.52257,-13.20824,-2.3692,38.61056,96.1572
0.26285,10.5391,1.29092,1.18678,-10.27625,30.45361,41.28453,69.02003
0.28833,10.7884,1.60455,1.19551,-10.50007,33.84695,41.30714,49.77042
-1.3564,8.68575,1.71228,1.34451,-10.04216,25.80672,40.14447,30.57786
0.18969,10.45184,1.2687,1.03743,-10.26216,20.43658,40.79707,36.18077
-1.30224,12.08883,2.30759,1.68403,-13.39107,0.35465,39.50166,125.12111
-3.51241,9.76536,2.83304,1.68548,-13.27777,-0.55265,38.20621,80.0
0.61859,9.53869,1.40333,1.30914,-8.92011,30.22294,41.43404,138.50354
-0.54747,9.61758,1.13825,0.9431,-10.16505,12.77653,40.5436,50.49961
-0.85128,10.99703,2.70445,1.52793,-11.84831,6.90546,39.91739,98.44702
-0.29688,10.21874,1.98514,1.57575,-10.51562,7.39249,40.79886,103.1276
0.454,10.76403,1.27529,0.85,-10.31003,19.11652,41.79624,50.40176
0.0,9.59024,1.26249,0.87389,-9.59236,63.26449,41.06142,92.1279
-1.81175,11.22256,2.46184,1.68221,-13.03431,-0.83878,39.47897,111.28951
-0.52663,10.18301,1.4813,1.10045,-10.70965,7.46405,40.86531,54.45628
2.32882,10.02565,0.75594,0.95521,-7.69683,22.75993,43.51568,73.34777
-1.05961,9.50705,1.84402,1.37498,-10.56666,6.35133,40.06439,20.0
-0.61206,9.84644,1.18073,1.06133,-10.4585,20.25494,40.54275,48.537
-2.44794,10.68534,2.86263,1.61797,-13.13328,4.11644,38.76526,80.0
-0.07242,10.32485,1.21374,1.12477,-10.39727,7.83979,40.99299,71.58184
-0.72347,9.48639,1.54123,1.19656,-10.20986,18.40422,40.4907,85.95257
-1.36698,9.63504,1.6145,1.11977,-11.00202,10.14603,40.59769,87.0809
0.04913,9.26,1.33921,1.03787,-9.21087,33.41364,41.27264,87.47592
-0.34422,10.07851,1.70218,1.13302,-10.42273,17.11185,40.60848,45.50907
-0.84706,10.99078,2.60681,1.60871,-11.83784,0.11053,40.10934,118.01865
-1.75071,10.79016,2.60598,1.5743,-12.54087,1.43293,39.58842,80.0
0.6354,9.96966,1.07393,1.04499,-9.33426,156.19645,41.46365,79.58622
-2.34971,11.30323,2.58171,1.65644,-13.65294,1.04087,39.03396,101.83958
0.62006,9.3279,1.1588,1.09266,-8.70784,28.65667,41.43762,116.59991
1.08554,10.17504,1.57695,1.22528,-9.0895,102.46931,41.90287,81.02173
0.3354,9.77406,1.05578,0.85,-9.43867,23.09687,41.74366,92.35259
-1.55154,11.59874,2.44178,1.61376,-13.15027,-0.12993,39.92658,138.88593
-3.35036,12.47945,3.02765,1.68091,-14.0,-4.02846,37.52996,80.0
-1.40542,10.62652,2.72192,1.75298,-12.03194,0.81176,39.51074,86.50727
-1.32057,10.82564,2.96067,1.63785,-12.14621,-1.66709,39.32393,98.23847
-1.10348,9.62638,1.74669,1.31374,-10.72986,10.10721,40.03617,51.16004
1.86864,10.43973,1.42981,0.85,-8.5711,56.80175,43.13905,88.51285
2.16259,10.87412,1.5719,1.12342,-8.71153,65.86893,43.52064,75.76202
-1.05282,9.65985,1.58625,1.27141,-10.71267,17.67632,40.46768,29.17975
0.60742,9.70524,0.80879,0.87761,-9.09782,46.62997,41.90633,133.0342
