battery_voltage_v,solar_panel_current_a,cpu_temp_c,reaction_wheel_rpm,attitude_error_roll_deg,attitude_error_pitch_deg,attitude_error_yaw_deg,link_quality_db,power_consumption_w,eclipse_flag,operational_state
28.66775,0.03091,16.98114,257.54345,0.03393,0.01007,0.00375,-2.34043,94.31602,1.0,0
28.2587,0.26668,22.51416,469.18088,-0.01119,-0.02326,-0.00264,-0.9014,94.75108,1.0,0
31.29562,6.33117,52.0,406.40076,-0.00327,-0.05792,-0.02503,0.34087,127.39185,0.0,1
29.64176,9.42297,52.0,1095.48834,0.0121,-0.0078,-0.02748,-3.25512,112.54385,0.0,1
29.84018,6.20915,25.53151,356.93155,0.01976,0.00608,0.01754,-1.55638,98.06589,0.0,0
28.8147,0.00659,30.62315,1254.88292,-0.00439,0.00519,-0.02663,-2.60817,112.27685,1.0,0
30.57011,5.56482,17.48684,1093.92096,0.00678,-0.00171,0.00591,-0.77542,89.14312,0.0,0
29.96598,9.64093,32.97117,2264.98164,0.08339,0.09761,0.00035,-3.65289,133.01766,0.0,3
28.544,0.20074,52.0,1076.44397,0.01566,0.03456,0.00589,-1.60346,110.0,1.0,1
28.99977,9.11526,52.0,489.05416,-0.00024,0.01041,-0.00046,-3.33227,136.37523,0.0,1
27.76965,0.08327,29.49297,1111.46598,0.01131,-0.0009,0.01884,-1.17066,107.62452,1.0,0
30.6404,5.15958,30.32468,462.72331,0.0024,0.02525,0.05003,-1.45208,105.18345,0.0,0
29.92878,8.65671,23.48107,693.87926,0.0046,-0.00111,-0.01582,-1.18056,86.45116,0.0,0
27.85627,0.16147,28.81141,535.02553,0.00754,0.03785,-0.00214,-1.14686,112.67062,1.0,1
29.03475,8.04458,27.70562,-3360.42221,0.00093,-0.02418,0.27239,-2.66511,109.87268,0.0,3
26.20799,0.20426,36.5885,2650.1548,0.18334,0.07649,0.08978,-5.55879,130.95867,1.0,3
26.73501,2.64351,15.84261,409.42789,-0.00124,0.0063,0.02596,-4.55849,83.52032,0.0,2
28.74579,0.01678,28.02015,668.65503,-0.01307,0.02712,-0.0269,-1.57142,94.9723,1.0,0
31.03642,9.16065,27.20951,3772.11382,0.31733,0.17941,0.23189,-7.37181,111.63225,0.0,3
30.3724,11.57451,30.48702,840.37066,-0.01632,-0.00441,-0.0108,-0.58347,92.18851,0.0,0
30.91193,2.82765,52.32203,1114.65057,-0.01105,-0.01438,-0.00382,-1.22438,134.59519,0.0,1
28.93267,0.21944,15.0,261.23649,-0.0094,0.02064,0.01827,-1.05818,90.48058,1.0,0
30.67458,7.2156,19.23473,-397.9021,0.00488,0.00234,0.00531,-1.91541,86.89729,0.0,0
27.73338,0.48543,30.46328,-338.57855,-0.00211,0.0018,-0.00284,-1.72624,103.46055,1.0,0
28.99881,0.06441,21.73519,425.36053,-0.0101,-0.00014,-0.0101,1.07546,88.50171,1.0,0
27.86996,3.20999,12.61161,1089.57795,0.03638,0.03946,-0.00574,-2.48442,64.13148,0.0,2
26.90528,0.43712,52.0,181.76294,0.03217,0.02607,0.00844,0.42082,110.0,1.0,1
26.69546,0.09134,10.10965,-440.94785,0.01986,0.01125,-0.01589,-2.08707,63.65999,1.0,2
28.30361,0.10865,28.23423,77.08745,-0.01284,0.00323,-0.02273,-0.6978,94.21009,1.0,0
28.76437,0.14348,23.54547,820.45285,0.01082,0.00386,-0.00103,-2.54786,107.46632,1.0,0
29.06574,0.09519,52.0,305.33667,-0.01099,0.00307,0.0141,-3.16968,116.46683,1.0,1
26.83177,4.28145,10.0,1716.55011,0.02257,0.04158,0.00096,-2.89343,51.06045,0.0,2
26.48966,0.23764,32.98845,545.15615,0.01153,0.01862,0.00848,-0.8762,128.83286,1.0,0
30.26455,7.87262,25.9563,109.18311,0.00468,-0.02522,-0.00657,-3.51927,98.23751,0.0,0
31.28957,8.45953,23.14083,924.73172,-0.01118,-0.01865,0.00022,-2.63448,93.16517,0.0,1
29.64609,4.14098,28.82838,638.09927,0.02598,0.00921,-2e-05,-2.07581,109.03592,0.0,0
28.50404,0.00264,52.0,-380.41624,-0.01594,-0.01488,0.02989,-1.44607,140.6204,1.0,1
29.21128,0.19519,25.35743,283.90493,-0.00674,0.00982,-0.02193,-3.38362,104.72304,1.0,0
28.47508,0.21477,25.61371,1431.75095,-0.00348,-0.00025,-0.03771,-1.23713,94.55299,1.0,0
29.93876,9.58799,52.0,800.39686,0.04114,0.0235,-0.02067,-4.292,124.70959,0.0,1
28.61517,0.06263,22.54653,746.98224,0.02226,0.03129,-0.01265,-2.28183,76.373,1.0,1
29.83548,7.40399,23.08405,69.825,-0.03819,-0.00922,0.01329,-1.11994,98.77367,0.0,0
28.91434,3.80753,16.26953,-368.09853,0.0322,0.00939,0.01921,-2.98305,89.66977,0.0,2
31.21065,8.46098,30.96148,265.39479,0.01039,0.01989,-0.01298,-2.11566,123.56924,0.0,0
30.61193,7.85788,57.41914,1770.95806,0.005,-0.00337,-0.00023,-2.16539,158.08745,0.0,1
29.43498,10.61876,29.32259,-202.17709,-0.01876,-0.01418,-0.00207,0.03099,97.19921,0.0,0
27.80121,0.06913,20.35925,678.51273,-0.05159,-0.03844,-0.00366,-4.431,77.83762,1.0,2
29.64954,2.92701,16.46177,116.38173,0.00738,-0.02171,-0.01763,-2.81512,71.87029,0.0,2
31.19301,9.37942,19.88531,89.07518,0.03146,0.02284,0.02084,-0.31278,85.07499,0.0,0
28.76275,3.22083,52.0,626.26082,0.01015,0.00789,0.00379,0.05802,110.0,0.0,1
28.98093,0.08673,52.0,955.23357,0.04155,0.0558,-0.00168,-2.14891,144.24382,1.0,1
27.65587,0.04144,26.72921,176.45652,-0.02974,-0.06017,-0.05325,-0.92907,107.22606,1.0,1
28.76153,0.06128,54.77652,768.35841,0.00135,-0.00118,0.01676,0.13342,143.31977,1.0,1
27.54094,0.05227,24.75594,220.03275,-0.01377,-0.00175,0.01208,-0.98083,103.2271,1.0,0
28.04832,0.39196,24.26048,726.08808,0.00189,-0.00637,0.01008,-0.49298,85.69391,1.0,0
27.52042,3.32732,19.25819,1656.11324,-0.03575,0.02107,0.03347,-1.53634,82.72895,0.0,2
31.87533,8.67528,21.94008,-466.73206,0.02067,0.00088,0.01407,-1.87726,84.85407,0.0,0
28.78547,7.15624,52.0,1144.20552,0.03636,-0.00424,-0.00302,-0.10909,122.42659,0.0,1
30.93214,8.41864,26.34897,873.7902,-0.00699,0.00383,0.01444,-0.47796,98.12578,0.0,0
29.45891,6.42473,20.36732,662.05916,-0.00266,0.00425,-0.01131,-2.25943,104.51608,0.0,1
29.96316,6.99144,28.38033,-3126.61668,-0.0514,-0.28349,-0.22833,-5.47814,107.25839,0.0,0
29.59497,0.03325,30.93265,768.95084,-0.03481,-0.01328,-0.00519,-2.04173,103.02094,1.0,0
26.64323,0.72929,10.97106,65.63669,0.05352,0.07567,-0.01466,-1.10705,64.85411,1.0,2
29.33533,0.2529,35.64989,-3460.56762,-0.00806,-0.06781,0.11955,-4.16987,137.56691,1.0,0
30.01064,3.87537,16.63692,701.87761,-0.00529,-0.01205,-0.05838,-2.35885,73.69828,0.0,2
29.08034,0.00123,25.53798,-1106.93449,0.01192,0.02446,-0.0044,-0.92741,95.96443,1.0,0
31.04593,6.62387,27.58088,1308.29844,-0.0416,-0.02482,-0.00177,-2.91393,93.32165,0.0,0
30.61581,6.39997,28.42763,219.86949,-0.01761,0.00802,-0.00825,-0.61286,104.321,0.0,0
28.24322,7.84853,52.0,1518.84505,-0.00377,-0.00914,-0.01126,-1.44586,151.01398,0.0,1
30.17374,2.80682,27.26942,-10.24467,0.00563,0.00334,-0.01476,-0.67491,112.18123,0.0,0
29.13079,11.21598,30.82341,393.51783,0.01376,0.01529,-0.00971,0.73405,108.79458,0.0,0
26.97384,0.15266,20.24192,3308.76503,-0.03108,0.04502,0.04221,-6.28398,100.66464,1.0,3
29.60859,5.97471,52.0,1215.33233,-0.00769,-0.02611,-0.00312,-2.59065,143.82431,0.0,1
28.14487,0.09366,62.6416,1248.58798,-0.01687,-0.00707,-0.01583,-4.34818,159.44965,1.0,1
26.6334,4.44961,13.49461,-1221.02415,-0.00585,0.02747,0.01395,-1.64867,77.96295,0.0,2
29.13724,4.97767,52.0,1035.04515,0.02184,0.02993,-0.00465,-3.23492,127.6363,0.0,1
29.76226,10.03833,22.67856,2572.47774,0.14897,0.11626,-0.10991,-6.82854,98.92801,0.0,3
31.42597,4.62403,25.98518,307.76301,-0.01893,-0.01561,0.02305,-4.23036,89.02223,0.0,0
28.27548,0.00239,15.0,-5.71816,0.00904,-0.02818,-0.01422,0.99064,90.45908,1.0,0
26.10127,0.1215,52.0,1140.72968,-0.00589,0.00282,-0.00843,-0.31765,127.22791,1.0,1
29.99733,6.93465,28.1743,-4097.6509,-0.26875,-0.02263,-0.37047,-7.67598,127.18635,0.0,3
30.34778,9.73635,24.88296,685.55015,-0.01124,0.00208,0.00481,-2.21256,113.02348,0.0,2
26.77741,0.08158,52.0,-114.17034,-0.0248,-0.01128,-0.02348,-3.13158,137.14675,1.0,1
30.96697,7.55065,52.0,890.35391,-0.00172,-0.03013,0.00105,-1.88494,136.08353,0.0,0
25.72587,0.63771,10.83117,-136.6037,-0.02163,-0.00329,0.00109,-0.82078,63.85134,1.0,2
27.80483,0.13079,52.0,398.80633,-0.00449,0.01079,0.02956,-0.81211,123.78559,1.0,1
27.94924,5.17441,13.50964,-354.84888,-0.00635,-0.01213,0.03015,-0.41043,80.48056,0.0,0
31.04415,7.85109,52.0,1528.78477,0.00532,-0.02595,0.0198,-1.14856,127.78264,0.0,1
28.666,2.88156,12.47857,-1.87596,-0.03276,-0.03575,-0.01035,-4.15394,73.85835,0.0,2
30.0707,8.13149,28.14077,332.60116,0.02411,0.0076,0.00238,-1.81129,94.72561,0.0,0
31.70011,6.2831,26.70884,1214.23617,0.01724,0.05002,0.0142,-1.40779,97.00779,0.0,0
27.54415,0.09004,18.82288,-165.33671,0.00948,-0.00646,-0.01229,-1.76503,87.12634,1.0,0
30.65466,5.36387,24.16994,835.03972,-0.02497,-0.02647,0.00503,-3.1352,105.92377,0.0,3
26.93993,0.01319,52.0,-1368.04424,0.01773,0.01609,0.00596,-3.08434,129.84174,1.0,1
26.8829,0.11398,52.0,-383.60498,0.00597,0.00031,0.00248,-2.06472,136.08486,1.0,1
29.06204,6.57218,52.0,-323.11636,-0.01801,-0.01782,-0.01055,-2.99608,114.72146,0.0,1
28.87333,0.09605,58.59654,820.70144,0.0048,-0.01873,-0.00105,-2.68037,138.94774,1.0,1
30.64724,7.30178,52.0,2.45314,0.01063,0.04155,0.01168,-2.86473,125.83053,0.0,1
28.61008,2.77514,14.11889,-615.0568,-0.04471,-0.00584,-0.01752,-4.88784,61.53089,0.0,2
31.30711,6.01307,30.98418,1157.27812,-0.01454,-0.00471,0.01146,-1.11088,112.82014,0.0,2
30.89116,8.37624,23.54047,1520.80059,0.04005,0.02769,0.01889,-0.7116,86.5523,0.0,0
30.57997,8.85404,25.5377,35.27304,0.00561,0.0052,-0.01559,-2.02361,103.20605,0.0,0
29.11126,4.80423,54.72797,1206.53519,-0.01231,0.00935,0.03546,-1.44213,157.48527,0.0,1
30.38359,0.14693,20.66142,-2061.71477,0.20945,0.18657,0.29977,-8.65472,104.50843,1.0,3
30.09002,0.12829,27.08515,647.39362,-0.01672,-0.00238,-0.00271,-1.29633,104.95425,1.0,1
30.07251,10.03951,18.61662,267.80176,-0.02279,0.0023,-0.00822,-0.90961,88.24243,0.0,0
29.61628,6.44231,29.86978,542.70259,-0.03343,-0.02691,0.00631,-0.15714,94.49031,0.0,0
28.08217,0.04971,33.61855,-503.32818,0.02638,0.01609,0.01196,-1.97098,110.83984,1.0,0
30.7872,6.10467,22.41448,-247.83099,0.02485,0.00773,0.02212,-0.53152,89.14746,0.0,0
28.08465,3.4476,14.92299,1321.70172,0.00447,-0.00596,0.01264,-2.86452,73.97079,0.0,2
30.50535,6.90673,22.83054,-647.49585,0.00546,0.00455,0.0002,-3.14177,97.0193,0.0,2
30.73745,5.92438,29.64875,188.25426,-0.03948,0.00895,0.01375,-1.2363,93.32436,0.0,0
30.52848,10.69413,26.44811,524.48004,0.01771,0.01909,-0.00429,-1.10975,78.69604,0.0,0
30.07,11.14386,29.45509,1053.34913,-0.01531,0.01664,0.01077,-1.70511,108.35629,0.0,0
30.02506,0.09111,52.0,1560.84053,0.0095,-0.00519,-0.01249,-2.24879,135.99218,1.0,1
27.9026,0.15503,21.67571,847.74592,-2e-05,-0.01139,-0.01926,-1.03391,107.85263,1.0,0
27.88928,0.21378,28.99747,4461.91714,-0.3097,-0.31984,-0.31521,-10.69055,124.4463,1.0,3
30.42661,7.23611,22.23841,-153.4039,0.00374,-0.00583,0.00012,-0.90634,81.13496,0.0,0
30.45004,4.51903,25.67773,130.60872,-0.017,-0.0134,-0.01748,-1.48075,105.25634,0.0,0
28.27466,0.20331,22.03471,402.09153,-0.01431,0.01222,0.02066,0.52415,97.26775,1.0,0
29.42265,5.60315,18.31327,598.68245,0.0048,0.01349,0.00031,1.52157,92.54877,0.0,0
28.8414,6.55813,52.0,-532.98608,-0.00669,-0.06447,-0.0416,-0.6132,129.72531,0.0,1
31.99078,7.66011,52.0,474.73597,-0.00462,-0.04289,-0.04045,-1.68874,131.01728,0.0,1
27.96722,0.27152,11.07689,539.09553,0.00969,-0.0002,-0.02281,-5.33719,65.65265,1.0,2
26.09968,0.28258,23.94836,98.08459,0.02934,-0.02255,-0.02255,-1.84534,91.67581,1.0,2
26.1731,0.31018,19.55978,1449.61426,-0.02002,0.01469,0.01094,-5.39148,70.55336,1.0,2
28.75735,10.12698,26.71321,158.85606,-0.00464,0.00091,0.04045,0.09968,113.94037,0.0,0
28.98713,0.04972,39.43442,-187.56791,0.00305,-0.00119,0.00067,-1.90962,105.51187,1.0,0
29.8751,9.30883,26.26407,860.88409,-0.00198,0.02058,-0.01433,-1.99664,106.78844,0.0,0
30.90316,6.98996,27.48384,-2603.21361,-0.09632,0.0992,0.04133,-5.67176,122.62352,0.0,3
30.56507,5.28344,23.12664,-439.30958,-0.00973,-0.02525,-0.02086,-0.5159,104.92841,0.0,0
30.85879,5.91895,52.0,-397.54554,-0.00709,-0.00047,0.00104,-3.9775,133.61825,0.0,1
30.43884,5.90786,26.30272,85.76935,-0.01342,0.01514,0.00956,-2.89368,101.5499,0.0,0
31.30426,7.01324,29.96733,-439.65748,0.02038,0.02072,0.02079,0.68183,100.80809,0.0,0
27.91559,0.10594,21.49674,535.79636,-0.0011,-0.01695,-0.01933,-1.52236,97.50325,1.0,0
29.64134,7.77154,24.64856,-63.82407,0.00173,0.02128,0.00118,-3.27175,86.33621,0.0,0
27.22219,0.19805,24.10714,1217.24622,0.00427,-0.01059,-0.01159,0.25998,106.6153,1.0,0
29.36271,0.19421,27.93938,-4046.26978,-0.04321,-0.09784,-0.04665,-4.56895,126.93861,1.0,3
28.71742,0.00517,29.81265,1410.47869,0.01587,0.03106,0.017,-2.34551,113.32697,1.0,0
27.71797,2.7097,13.29125,53.86988,0.01552,0.02023,-0.00205,-3.20753,69.36604,0.0,2
28.75618,5.37303,52.0,308.98799,0.00894,0.0144,0.00349,-5.98226,118.21881,0.0,1
31.03919,8.69612,21.66736,999.12969,-0.01901,-0.03424,-0.01744,-2.45226,84.54574,0.0,0
25.5837,1.30356,19.43379,1046.89958,-0.03326,-0.06036,-0.04231,-3.33881,72.28569,1.0,2
30.66051,8.34867,27.7886,484.347,0.0058,0.01101,0.01898,-2.96192,106.03703,0.0,0
30.73664,7.87363,16.51595,-200.62246,0.01702,-0.00456,0.01287,-1.57132,113.37124,0.0,0
29.78228,9.11164,22.04705,2076.76426,0.0078,0.01343,-0.00188,-1.19065,86.58622,0.0,0
31.08992,9.23137,52.0,37.4095,0.01696,0.00396,-0.00316,-3.1529,129.69103,0.0,1
30.46501,5.4127,25.6295,-266.21632,-0.02194,-0.0107,-0.00434,-1.19244,117.141,0.0,0
30.02132,9.28021,52.0,260.22712,-0.01391,0.02353,0.00667,-3.66185,124.32149,0.0,1
31.49696,2.75225,52.0,1522.84528,0.00638,-0.01742,-0.05769,-1.32368,116.73132,0.0,1
27.31789,0.6643,14.62856,644.52645,0.01055,0.00986,0.01487,-0.51329,84.14453,1.0,2
31.20245,7.91643,52.0,320.27847,-0.01178,0.02201,-0.00202,-4.65411,115.04013,0.0,1
27.83542,0.01709,33.22248,-56.69885,-0.01302,-0.01854,0.01125,-2.43249,105.58245,1.0,0
28.83358,0.02038,26.63678,1716.0268,-0.00977,-0.01496,-0.00524,-1.8783,95.63757,1.0,0
26.9079,0.24354,52.0,225.62858,0.01326,0.01629,-0.00944,-2.68659,126.13253,1.0,1
31.11282,3.91129,35.39916,1065.24917,-0.00309,-0.00981,0.03319,-1.63672,111.90197,0.0,0
31.22042,7.17009,25.13783,496.1312,0.02174,0.0055,0.00101,-1.89212,99.15958,0.0,0
28.28964,4.79657,13.85947,-738.281,0.04342,-0.01065,-0.01384,-5.31555,55.21759,0.0,2
28.89189,0.32383,29.39232,-137.25307,0.00199,0.0015,-0.02572,-0.26607,105.19027,1.0,1
27.97388,0.54038,25.77752,2095.89632,-0.02333,0.00568,-0.00472,-1.86701,109.81563,1.0,0
28.74638,0.01507,26.83788,-6.32172,-0.02218,4e-05,0.0093,-3.42043,107.65779,1.0,0
31.01484,4.70223,28.86798,69.46546,0.0184,0.02336,-0.00612,-1.71848,102.30845,0.0,3
30.43957,10.51153,19.9458,1167.56011,0.00191,-0.0096,-0.01263,-1.73774,88.85947,0.0,0
27.75264,0.02156,26.42259,761.97786,-0.00543,-0.00929,-0.02162,-0.76932,101.67913,1.0,0
31.5541,5.96373,35.80019,929.0675,0.02343,0.02684,-0.00081,-2.93942,104.80209,0.0,0
29.9436,7.78356,26.27935,-212.80248,0.0024,-0.01739,-0.00029,-1.21752,75.0,0.0,0
29.58875,0.32102,23.21576,1213.38738,0.00869,0.01436,-0.02143,-0.55702,86.01805,1.0,0
30.98127,6.93413,26.87217,1025.35997,-0.00861,0.03846,0.01029,-1.74235,106.86885,0.0,0
29.77567,4.71207,52.0,1002.42561,0.01311,0.03669,-0.00635,-3.50306,139.37695,0.0,1
28.85166,0.34097,27.25248,1392.74701,0.0108,0.00262,-0.00521,-3.79735,100.62644,1.0,1
28.32753,0.0776,52.0,1147.49152,-0.00852,-0.01759,0.01112,-2.56977,110.0,1.0,1
29.11684,8.62228,24.19731,290.27988,-0.01349,-0.0154,-0.01454,-1.47012,81.87149,0.0,3
30.72771,6.76422,23.50466,321.50201,0.00977,0.00298,0.00842,-1.58018,96.7984,0.0,0
30.80068,6.96926,23.18319,414.65297,-0.03002,-0.0147,-0.01975,-1.88937,108.57845,0.0,0
27.0461,0.11807,24.80053,3700.46073,0.08838,0.25035,-0.13379,-2.22962,110.00333,1.0,3
27.95844,3.22705,15.73539,-164.38723,-0.00638,-0.01404,-0.01777,-2.37434,70.84685,0.0,2
31.29106,5.26864,18.67853,468.10894,0.00717,0.02174,-0.00808,-0.71599,84.7111,0.0,0
30.9353,5.10733,52.0,212.10786,0.00385,-0.01414,-0.0187,-1.41384,124.97759,0.0,1
30.30521,7.16277,19.71356,140.52648,0.00423,0.00362,-0.00056,-0.0594,86.70454,0.0,0
27.69122,5.20336,10.0,-147.19438,-0.05412,-0.01759,-0.03138,1.5,69.54201,0.0,2
30.65915,9.3662,33.20463,808.69135,-0.02101,-0.01032,0.0233,-1.61708,94.47787,0.0,0
30.49082,8.62477,21.00105,252.80596,-0.00273,0.01236,-0.00731,-0.9797,90.60048,0.0,0
27.55501,0.1484,20.30607,1567.73872,0.01641,0.0175,0.00878,-1.3333,106.07312,1.0,0
30.84655,6.80242,23.81569,513.82218,-0.02253,-0.02859,-0.00403,-1.7288,102.93937,0.0,0
26.99862,0.00153,55.28415,1245.43246,0.0078,-0.00303,0.0083,-1.92522,148.50972,1.0,1
28.82071,0.07132,52.0,-1072.39612,0.04717,0.0644,0.01848,-2.00133,129.68975,1.0,1
30.33534,6.91267,32.89548,288.7942,0.04118,0.02772,0.00294,-2.71294,104.06592,0.0,0
29.25562,7.9956,27.13247,2043.67163,0.00998,-0.22811,-0.06724,-4.56415,109.20318,0.0,0
26.97727,2.83389,11.89801,-26.73679,-0.0247,-0.02028,-0.00529,0.6707,82.57996,0.0,2
28.78636,0.00419,21.37322,1423.40153,0.00791,-0.00705,0.00277,-1.44094,79.70801,1.0,0
27.78169,0.12337,31.12589,888.28176,-0.04028,-0.02768,0.01622,-1.67194,94.19523,1.0,0
30.96343,8.76236,29.6485,-84.55048,-0.00034,0.02356,0.0247,-2.63604,92.95877,0.0,0
29.81169,4.02094,52.0,255.46012,0.03329,0.02392,0.01444,-3.33294,117.47307,0.0,1
28.42578,0.29879,24.32247,1469.41755,-0.00931,-0.00987,-0.01851,-1.40486,104.61267,1.0,0
25.14973,1.0149,14.29989,117.41713,-0.0178,0.01323,0.01213,-4.19872,58.52487,1.0,2
29.65085,0.01153,21.92509,-2262.83802,0.18308,0.46037,0.22333,-8.63948,108.40406,1.0,3
29.79325,0.42823,23.94594,222.04557,-0.01272,-0.01543,0.00252,-1.82278,110.10366,1.0,0
28.71921,10.16717,38.78731,-116.00542,-0.00359,-0.0028,0.01582,-1.33842,111.67071,0.0,2
31.02229,6.71428,36.46371,872.97962,0.00836,-0.01621,0.00275,-2.86325,98.58738,0.0,0
30.94632,10.28631,22.9898,-2281.49301,-0.37257,-0.3205,-0.09248,-7.99672,108.15912,0.0,3
30.66451,6.10344,52.0,1019.2341,-0.00241,0.03105,-0.00787,-1.99781,147.13718,0.0,1
28.75201,0.04137,52.0,307.44312,0.01252,0.01873,0.02823,-3.77048,113.13086,1.0,1
30.02591,8.12949,35.34112,10.81708,-0.02987,-0.03633,-0.01871,-2.03694,105.3607,0.0,0
29.67471,6.92054,52.0,660.4402,-0.03367,-0.01183,-0.03017,0.09068,135.89143,0.0,1
30.10491,5.43068,52.0,1103.41566,-0.01163,-0.00614,0.0242,-2.19365,146.14757,0.0,1
30.21937,9.36792,27.14568,708.74766,-0.00634,0.02068,0.0151,-1.82632,106.70307,0.0,0
29.04306,4.65544,25.27266,510.72258,-0.0009,-0.01855,-0.03777,-1.73693,103.94732,0.0,0
28.79353,4.76433,10.0,330.23235,0.03111,0.00169,0.00398,-2.40691,69.35592,0.0,2
28.2907,3.69711,24.6293,1.47956,0.02922,0.00845,0.01149,-3.18867,79.9429,0.0,2
28.16781,0.13606,29.71795,2041.80169,-0.01633,0.01213,-0.00219,-1.89211,108.43556,1.0,0
31.41801,7.96576,55.8103,-284.07522,-0.01853,-0.01873,0.0059,-0.65188,145.21002,0.0,1
29.39885,6.24729,52.0,11.73108,-0.0436,-0.00864,0.0104,-2.25705,118.07381,0.0,1
30.02119,0.0063,26.80807,1629.36179,0.00944,-0.00907,-0.00203,-4.53461,88.21222,1.0,0
28.00357,5.40725,12.7616,-597.52387,0.01801,0.01136,0.00458,-3.85686,55.16157,0.0,0
30.79231,6.7558,30.74544,-401.6921,0.02303,-0.01372,0.004,-2.20763,106.40326,0.0,0
29.05113,0.0428,27.08145,2483.07748,0.10147,0.27109,-0.11025,-3.72092,100.365,1.0,3
28.08907,2.31395,19.63113,991.59768,0.03688,0.0389,0.02804,-4.2899,98.42041,0.0,2
28.07852,0.00694,27.20417,-161.43905,0.0113,0.00212,-0.01245,-0.35957,101.68503,1.0,0
30.40522,0.00882,24.37139,-67.90056,-0.00728,0.01345,0.0044,-2.74987,97.41985,1.0,0
27.51308,3.02815,14.23122,369.17439,0.01303,-0.00904,-0.00793,-1.21385,70.52747,0.0,2
28.03268,2.37212,11.52871,865.87387,-0.02156,0.02913,0.03761,-3.29413,66.07101,0.0,2
28.35542,0.36352,31.93032,-337.5191,-0.00251,0.00508,-0.00216,-2.18987,110.84256,1.0,0
32.41284,3.13157,52.0,552.44668,0.02744,0.02344,0.01732,-3.4561,126.23112,0.0,1
28.92586,0.21667,26.45137,579.78728,0.01828,0.02348,0.01021,-3.06607,94.06898,1.0,0
29.13264,4.24662,13.47812,539.64107,-0.0156,0.02806,0.01661,-2.73511,68.69153,0.0,2
26.33593,0.44217,11.90074,-451.52212,0.03173,-0.00633,-0.0235,-2.84813,59.51223,1.0,2
29.56188,5.68556,34.30873,372.43583,0.022,0.01878,0.01238,-0.26118,108.67713,0.0,1
28.36436,0.17382,23.50926,-1275.68957,0.00602,-0.01706,-0.0148,-4.06344,116.4537,1.0,0
28.99762,5.19218,52.0,2142.70925,-0.01219,0.00683,0.0147,-2.97154,115.8325,0.0,1
27.16207,0.03248,21.19187,220.03401,0.02401,-0.02298,-0.01314,-5.46051,87.91384,1.0,2
32.61329,10.11189,25.64837,-94.54214,0.01605,0.02725,0.01643,-1.6795,110.90834,0.0,0
30.46703,10.38188,26.16854,304.68195,0.00124,0.01709,0.01423,-1.07338,92.07061,0.0,0
27.21828,5.97213,52.0,368.62906,-0.01113,0.01952,-0.00015,-2.58363,121.02529,0.0,1
29.54812,6.08345,32.96478,-3030.68607,-0.27543,-0.06443,0.20779,-6.09054,116.21875,0.0,3
28.54958,0.11294,26.40642,502.96847,0.03423,0.01603,-0.00214,-1.62204,115.19385,1.0,0
30.36096,8.41846,21.93352,-21.45092,-0.02233,0.00972,0.01229,-0.90684,92.7986,0.0,0
30.90897,8.27335,63.36666,-892.80788,-0.01086,-0.01646,-0.02766,-2.2263,140.86821,0.0,1
27.06397,2.83331,10.6116,543.10809,-0.0064,0.00077,0.01204,-3.43531,48.0,0.0,2
27.10224,0.58343,52.0,197.29983,0.01993,0.02597,0.01354,-1.89521,154.00427,1.0,1
30.73867,10.85302,16.86885,1284.99629,-0.02118,-0.00318,-0.00288,-0.53011,94.37998,0.0,0
30.62305,8.92923,26.23289,59.77754,0.0184,0.00691,-0.00068,-1.41131,114.65915,0.0,0
28.32872,0.09814,24.5149,769.14324,-0.02469,0.00612,-0.00403,-3.40445,105.17992,1.0,0
30.36372,3.46099,52.0,615.45294,0.01038,0.00367,-0.01009,-1.08222,129.32721,0.0,1
30.50251,6.28955,29.4496,723.15769,-0.02878,-0.01701,-0.00521,-1.54888,117.15501,0.0,0
30.82537,7.49465,24.03807,-75.55082,0.01291,0.02386,0.03526,-3.05156,100.70416,0.0,0
27.55224,3.74018,20.34721,271.01808,-0.06901,-0.03014,0.00693,-2.74338,83.7479,0.0,2
29.05311,0.12212,27.57591,694.41681,-0.02852,-0.01268,-0.00826,-2.72431,97.71248,1.0,2
27.83836,0.06894,23.15464,431.47033,-0.01076,0.02402,0.02404,-1.88165,92.48706,1.0,0
30.16248,10.63547,26.52936,211.97207,-0.04486,-0.01672,-0.03806,-2.26578,109.14848,0.0,0
30.30632,8.07369,26.86486,285.70186,-0.03331,-0.00878,-0.0057,-2.88112,111.98222,0.0,0
29.17647,6.21497,52.0,707.21578,0.00155,0.01065,-0.01052,-1.5343,128.79573,0.0,1
31.92611,7.54353,30.72713,406.4128,0.0142,0.00015,0.01608,-0.31454,115.63176,0.0,0
30.42482,10.43088,25.46607,-250.87117,0.01245,0.02258,0.01769,0.37193,98.63287,0.0,0
30.76283,7.73683,34.90086,794.72324,-0.04922,-0.02253,-0.01994,-1.84116,105.97611,0.0,0
30.8037,5.26204,22.5574,690.58839,-0.00791,0.02725,0.02557,-1.24636,93.12059,0.0,0
30.40087,4.89526,52.0,1887.89887,-0.00684,-0.00761,0.00709,-1.77597,135.95685,0.0,1
30.07187,5.51435,15.41316,219.85936,0.00214,-0.0261,0.00278,-0.91648,93.4853,0.0,0
30.59763,5.79014,52.0,764.6553,-0.03118,-0.01919,-0.04099,-5.77581,120.02421,0.0,1
