log_xray_flux,halpha_intensity,magnetic_bmax,sunspot_area,prominence_height,radio_burst_sfu,uv_emission_index,temp_proxy_mk,solar_wind_speed,spectral_ratio_1,spectral_ratio_2,spectral_ratio_3,activity_class
-5.14254,2.35528,213.50679,220.39623,19.03706,29.2619,-4.69725,8.58355,411.697,-0.3194,0.06635,-0.00513,1
-4.31172,6.92101,1625.36997,636.99293,97.849,51.74983,-4.0665,8.83081,546.6805,0.73274,1.90131,2.31253,2
-7.81848,0.93709,48.1038,46.50493,17.56706,6.03171,-6.26612,6.11341,363.45109,1.07516,-0.34962,-1.32915,0
-6.93703,4.58546,560.63975,407.65916,54.39024,6.32765,-3.88473,2.18316,524.86197,-0.27986,0.00418,1.10911,1
-7.52721,0.78831,65.71217,8.60174,25.98483,3.34103,-6.75121,6.18586,334.00464,-0.01121,1.65625,-0.11502,0
-3.15161,21.42854,474.36755,265.07141,128.12852,67.26111,-2.5981,12.67685,596.27858,2.3393,6.45538,-0.8135,2
-7.98793,1.33826,42.39716,8.7788,25.60605,1.65018,-5.47561,4.9067,360.87858,2.09565,0.75345,0.65429,0
-3.73483,9.02623,1551.89095,1016.30546,94.50978,47.09892,-5.49862,9.63391,627.12136,1.4926,1.28522,0.42575,2
-6.75136,1.17633,883.10955,370.31517,62.88494,17.33625,-6.70976,5.99266,502.70642,0.40686,-1.12664,0.77124,1
-4.00751,1.55757,348.97622,620.3995,59.09055,4.70942,-2.9362,6.24647,423.69039,0.14149,-0.43468,-0.56192,1
-5.01236,6.7842,671.61298,306.33436,39.03254,31.72336,-3.25377,8.71888,457.69765,1.42541,-0.14168,0.7543,1
-8.34216,1.4176,27.4806,48.9807,28.50362,1.24719,-6.36549,5.64797,340.99347,0.84835,1.61342,0.97972,0
-7.73867,0.83716,27.65576,31.91048,23.81453,4.91014,-6.29106,4.39736,414.00777,1.03752,-0.52484,0.05437,0
-7.93035,1.166,19.70538,18.85291,27.80917,2.40586,-5.8919,6.86878,375.32752,2.22749,-1.41979,1.68941,0
-3.15376,17.99135,922.75641,339.9514,127.64561,117.16085,1.57949,12.62971,380.0,0.52035,5.52612,-0.37337,2
-7.53869,0.49653,72.83837,48.49617,9.41678,2.95868,-7.43523,5.81187,398.36271,-0.05184,-0.3997,1.05099,0
-6.08944,0.62726,166.3655,12.73661,23.05821,2.15036,-3.62322,7.77297,360.67435,1.75672,0.78226,0.96722,0
-4.65181,7.03956,367.9467,327.63624,21.9613,40.51088,-4.73528,7.88485,674.48177,1.92647,2.90982,-0.75409,2
-6.46122,1.99474,318.29887,227.28603,42.73032,10.48806,-3.31545,5.03175,415.75131,0.90531,-0.07285,0.14914,1
-7.40777,1.04948,64.09373,40.72153,5.0,2.03242,-6.76046,7.0081,415.58962,0.11227,-0.04501,-3.19089,0
-7.71556,0.42947,109.86233,38.17725,27.42526,4.28855,-5.00234,3.7824,366.17607,0.54372,2.30802,-1.36438,0
-7.43456,0.77343,47.78991,59.01766,28.20475,3.24113,-6.2088,6.43968,463.01089,0.71578,-0.01622,-2.76648,0
-6.24016,1.90823,688.64005,348.73654,39.84063,20.15552,-3.80152,7.78347,423.94217,-0.51027,0.30904,-0.49169,1
-5.02526,1.60536,111.53018,178.13951,56.67549,19.61201,-4.14598,9.33914,586.33222,2.10314,-0.9387,0.36139,1
-3.38296,3.43114,622.19696,633.42801,68.45727,282.23474,-2.06627,11.74609,778.62907,1.62532,2.2928,-2.47431,2
-6.14924,2.02294,199.37381,204.30941,37.04662,10.84306,-5.88212,4.99644,440.66518,-0.65878,-0.6956,1.31304,1
-4.53163,12.7309,1039.00752,315.40613,93.95861,224.91739,-4.92448,9.15776,605.04111,2.77148,3.48472,-0.11966,2
-4.21195,7.00972,634.93842,206.16177,112.24829,609.11951,-1.7337,9.56078,442.75375,0.65176,0.00539,0.77981,2
-7.88178,0.69709,44.43912,20.81507,24.57701,4.71954,-5.61878,7.26896,391.94379,0.90107,1.4364,-0.5298,0
-7.25912,1.09018,64.4372,20.69013,20.67626,3.27141,-7.63253,7.47278,374.82213,1.35303,1.56,0.09849,0
-4.85655,9.12983,825.9794,751.66066,43.51693,101.06873,-3.37164,6.46421,779.31796,-1.77447,1.58871,1.59391,2
-7.89878,8.03949,1131.30479,452.65644,10.80887,8.72113,-5.89469,-0.05133,383.35148,-1.58532,3.49124,2.37821,1
-3.97326,9.98075,1263.22779,776.50013,53.05275,270.39742,-3.13524,8.82344,651.96141,1.38847,1.92843,-0.41621,2
-6.4143,1.74571,199.23201,353.24078,51.96722,13.48299,-4.20936,7.4019,448.65089,1.15575,1.84061,-1.04157,1
-4.43106,3.05289,473.89829,600.6484,47.23928,21.08605,-5.6043,8.37206,583.11816,0.94395,-0.43847,1.1874,1
-6.01844,1.54757,742.26052,61.26949,68.36386,16.48268,-6.05038,8.57408,365.09727,0.42336,1.58854,2.61082,1
-7.59616,1.40754,53.40274,24.01263,13.48935,7.61664,-7.34039,3.98642,352.27539,2.08536,1.69513,1.84826,0
-7.51721,3.46425,225.76418,84.37218,43.67595,17.09483,-4.90537,3.21034,336.6434,-0.86552,2.96021,-0.89728,1
-7.59423,0.86273,40.89519,3.11838,28.90427,1.71081,-6.65361,8.1092,416.51136,2.9141,1.15012,-1.96242,0
-7.41822,1.44198,35.63703,27.96152,30.32748,4.41887,-6.88416,8.7837,380.71182,2.74345,1.90465,-0.13825,0
-4.62042,11.32099,706.1658,671.31354,111.17498,517.33995,-3.37644,10.72757,479.75065,3.01302,3.88374,1.23069,2
-6.84946,1.11013,19.12797,2.22922,12.64668,2.52306,-5.43225,7.15815,280.0,-0.71416,-0.17421,0.16173,0
-3.9,3.67943,800.82968,559.45657,156.05306,85.33786,-3.30147,11.33655,569.08467,1.47113,2.43689,-4.00548,2
-6.75967,1.37476,21.81418,11.82253,13.30377,1.94235,-6.29007,6.10283,539.67894,-0.34256,1.4427,-1.25673,0
-4.42519,2.99674,1299.79217,1522.9002,177.8037,104.62907,-4.30641,7.71304,565.11376,-0.47382,-0.9128,-0.50521,2
-7.62655,1.28969,54.52592,12.08413,18.89305,1.07736,-6.03261,6.00891,470.87883,0.18224,-0.50103,-2.54783,0
-8.05043,1.79443,17.34358,46.51423,17.58754,6.79589,-4.55079,2.68708,316.53511,0.07299,-0.01706,1.18566,0
-4.34653,12.37661,589.37749,1819.60111,89.8617,355.27308,-6.34335,9.39006,601.73528,0.62711,1.68327,0.34309,2
-8.62019,1.59334,24.57275,10.1215,35.93367,2.17164,-5.40563,6.66981,465.67453,0.76023,-1.15611,-2.47743,0
-7.51514,1.10648,5.61839,15.65343,16.97665,4.11683,-5.34003,7.36986,423.36732,1.05282,3.19833,-2.62168,0
-5.55738,1.27901,594.22576,137.18606,57.01082,3.80534,-5.97013,7.16833,446.27688,0.23637,0.45036,0.98842,1
-5.87796,1.96768,543.74142,105.53854,29.75006,10.90123,-6.12645,5.53202,636.92904,-0.47902,-0.38178,1.13664,1
-6.18095,1.96058,758.02172,227.53495,64.97586,9.90732,-5.69081,9.63249,320.0,2.34409,0.29748,1.52234,0
-3.08598,4.6471,517.39341,1030.33106,91.78634,111.93969,-2.79988,11.27904,578.17978,1.69311,2.24286,0.852,2
-6.12101,1.26251,106.67847,86.01935,47.37934,7.466,-6.07893,5.80269,411.45006,1.25852,-0.03512,-0.1788,1
-6.11784,0.75451,44.88917,22.48093,20.58309,2.5703,-8.36015,9.19056,377.72109,1.87601,-1.40372,1.10304,0
-6.30548,2.90457,250.66442,21.1359,27.40625,29.80239,-7.30497,6.51175,468.91894,0.32548,1.59854,-0.51009,1
-6.79404,1.19748,55.51187,18.37916,23.78067,1.27292,-5.71258,8.37079,345.60578,2.05282,2.85511,-0.50031,0
-4.82858,2.10173,272.32055,208.60706,42.8515,8.33291,-5.8694,8.51711,384.73593,0.80227,0.50903,-1.47354,1
-7.52866,1.40114,104.17692,30.17056,20.89617,4.31466,-6.89273,7.67881,330.5744,-0.57407,1.50621,-0.2999,0
-6.65935,0.66402,41.09432,22.52555,11.49845,1.84722,-2.95735,4.04835,420.78383,0.81309,0.3217,-0.58627,0
-6.73723,1.27785,91.8473,66.51154,21.95948,3.41916,-6.93811,8.16453,307.83912,-0.26438,0.56945,-1.1052,0
-6.18428,1.06888,253.9712,76.13438,68.84549,12.41678,-5.05443,6.66457,336.1855,2.70698,0.18186,-1.58549,1
-5.93625,2.92243,600.57414,247.9441,66.22099,6.52242,-5.5761,6.89543,320.0,2.22403,-0.54358,-1.07827,1
-7.32775,0.66919,49.95088,2.73611,19.67949,1.51544,-3.31682,5.8622,356.18239,0.07,0.57821,1.04275,0
-7.16653,4.46059,605.68632,190.55452,45.18692,8.06697,-6.11999,4.25779,406.04068,1.00088,1.91766,-0.60206,1
-7.86773,1.89067,14.25715,21.88728,27.2733,2.32362,-5.43115,7.58057,290.7015,-0.62211,-1.26427,-1.50745,0
-8.1169,1.45023,60.1921,24.64711,23.402,2.92107,-8.24135,9.3429,298.98732,0.05097,2.06363,1.14564,0
-4.30642,5.73558,549.35113,503.56747,100.63585,42.94281,-2.54686,8.77909,618.45445,1.95794,-1.61791,0.48945,2
-8.07653,0.98634,152.49907,23.40615,14.33705,3.6511,-5.62013,7.54533,313.9539,1.06083,-0.89751,1.67979,0
-8.4954,1.2687,14.74095,30.68785,26.22945,4.70948,-8.74938,3.45729,396.17642,1.0462,0.356,1.02599,0
-6.59332,0.91371,88.36626,4.15717,26.85628,3.28862,-4.61809,7.5024,431.13211,0.55676,1.01559,0.40577,0
-7.05052,0.68185,163.91665,3.36958,27.58843,2.6736,-6.14828,8.34961,359.77598,2.40334,-0.3327,-0.96723,0
-7.04813,1.24111,55.97494,44.35198,16.819,3.80737,-4.30238,8.10677,351.84243,0.67024,-0.58209,-1.61295,0
-7.80309,0.92114,34.52556,12.33711,16.62931,4.52451,-7.98827,2.49004,505.77783,0.97322,-0.69374,-1.56198,0
-6.05821,2.11329,1062.15878,71.79055,24.32527,56.50665,-6.19708,5.17257,406.92933,0.40146,1.89005,-2.14232,1
-4.64263,4.25011,862.28978,408.88219,160.99905,64.5946,-2.88746,7.01577,576.6485,2.98137,2.78674,1.8388,2
-7.78103,1.11509,59.50617,10.26972,20.04396,2.79264,-5.40914,6.99966,324.24283,0.99855,-0.26703,0.71171,0
-7.64898,1.24452,19.49087,13.19151,21.888,7.48048,-3.70303,6.43907,400.54288,1.57465,0.82895,-0.2608,0
-6.8751,1.88601,35.75116,22.83052,8.10106,6.3425,-3.37356,5.65636,406.72607,2.69167,-0.11091,0.9943,0
-6.95544,0.44509,6.38457,11.84812,16.79877,2.30145,-5.1839,8.09901,330.89832,-1.43194,-2.16836,1.56066,0
-6.08932,2.41583,365.46916,59.32313,48.23879,25.80219,-4.30697,7.32571,419.65345,0.84304,0.58112,-1.41227,1
-7.01941,3.00554,544.66645,189.76818,48.87949,5.7038,-5.46065,5.78236,393.55098,1.69628,1.4962,0.58722,1
-6.17539,1.23225,394.33299,313.38567,80.45257,25.23468,-6.83288,7.67296,421.22561,2.64348,-1.38561,-2.75449,1
-7.83346,0.75923,130.31019,21.93576,14.53334,3.11551,-6.13345,7.0544,429.27164,0.57249,-0.23763,0.17914,0
-4.12153,9.42372,527.44962,325.39579,135.08233,105.89597,-2.90059,9.80334,659.11983,2.12542,0.38284,-0.26316,2
-3.52956,4.37912,1184.2507,762.43583,113.81964,188.882,-3.24742,8.23329,571.79555,1.12075,1.92812,0.77446,2
-8.49193,1.01155,22.61146,14.05839,27.94065,2.52578,-7.42266,4.80249,495.87031,3.41202,1.8822,1.2679,0
-4.66654,9.06901,475.36344,645.287,132.54375,80.24764,-2.8325,9.02074,555.39659,0.97449,1.51036,0.01228,1
-3.25149,6.51808,1163.60298,1265.51548,27.73307,90.26821,-3.21112,10.7555,637.77308,0.97827,2.01482,2.6305,2
-3.10509,14.0117,831.39837,568.70493,136.64581,175.03866,-4.95143,12.8092,702.23417,2.18184,2.4515,-3.42651,2
-3.5108,8.38285,1382.70435,470.94258,146.79086,237.94292,-4.62876,10.92606,772.17062,1.01087,3.01092,-1.61942,2
-6.98074,0.45859,62.75477,0.25253,12.50603,3.79949,-5.01348,7.6905,404.61188,0.85932,-0.71088,-1.74341,0
-8.16358,1.80236,11.26892,3.98194,17.90252,3.88753,-7.15984,4.64856,348.34549,1.272,0.04929,-0.12518,0
-6.72022,5.2623,424.1699,88.8101,67.82909,15.59702,-5.19497,7.83935,331.21435,1.41476,0.99749,3.09009,1
-4.68389,5.0805,187.53865,494.35931,45.83657,20.58137,-3.72829,10.3211,364.38084,1.78677,2.48375,-0.21707,1
-6.98214,1.00803,43.61104,17.9151,26.19684,2.11632,-5.94745,5.42071,350.60118,1.5736,-1.18356,2.62869,0
-5.3334,0.86751,538.04541,175.62524,30.96601,14.06998,-4.0287,7.85019,393.1146,0.6862,-1.07084,0.13655,1
-7.92506,0.9383,82.50337,34.2483,14.59495,4.04614,-6.62644,8.63392,433.77819,3.26064,0.05267,2.103,0
-8.4952,0.79706,144.21562,3.49437,26.74899,0.89499,-5.28233,4.69093,406.22913,-0.15881,-0.90796,-0.86828,0
-7.03743,1.83646,405.09414,201.69881,63.23849,75.18841,-4.68251,6.28587,410.04366,1.04966,-1.08542,1.26593,2
-6.7103,2.1289,677.13018,252.20966,70.69075,91.1531,-6.66262,5.38665,577.66068,0.934,-0.58057,-1.04234,1
-4.83819,1.29142,411.86483,54.36581,35.24276,44.30282,-6.79872,3.8814,517.76448,-0.18646,1.23633,-0.73417,2
-4.87585,1.81077,946.72169,307.42961,65.68141,50.01682,-4.36766,11.05088,598.95611,1.56727,0.46028,-1.034,2
-7.50005,3.0784,207.0116,112.60285,57.17891,14.51012,-5.20307,4.46691,455.15988,0.24744,0.47124,0.04703,1
-7.24924,0.91497,16.04245,28.25192,14.46623,4.08663,-6.1882,9.88169,347.97512,1.26155,0.76743,-0.41855,0
-8.29754,4.23163,211.58882,130.94476,35.75251,54.133,-6.16175,7.20549,498.2029,1.25898,1.06536,1.57847,1
-8.47863,2.5,34.46958,20.30771,25.39761,7.55858,-5.79236,5.99776,378.68831,1.92322,1.91898,0.0231,0
-5.7422,1.09828,322.48024,170.97374,56.87049,19.95288,-4.17426,7.58229,401.85064,1.58881,0.37934,-0.27137,1
-5.80793,1.28534,39.48178,33.47168,28.15734,1.29575,-5.9608,6.64256,414.28491,1.99546,0.83699,0.84283,0
-8.16268,0.82932,164.96715,21.50104,32.5159,3.18817,-7.51662,5.74722,442.47915,0.65895,-2.78456,1.04167,0
-5.14095,10.78545,1262.30959,532.83146,118.28886,99.4376,-5.46416,9.46593,513.83324,2.73631,5.11847,0.2165,2
-6.34469,1.77721,507.11806,187.51713,38.89246,13.26796,-4.90955,2.26146,608.47243,0.0268,0.18159,0.10122,1
-4.06331,20.2857,1728.7291,665.73489,134.53048,79.03315,-4.9147,11.02661,393.61617,4.0716,6.19432,0.42411,2
-6.40747,2.15503,249.95836,278.91163,46.22458,8.16266,-5.7104,6.01469,610.06605,0.4155,-0.49817,-1.404,1
-7.25737,1.0018,148.78597,3.76377,12.13796,5.00262,-6.3988,3.5156,409.84753,-1.39719,-0.34399,0.28092,0
-7.5287,0.87461,84.71859,80.0,20.10431,3.20246,-7.64313,4.82366,383.31212,1.28805,0.63195,0.66083,0
-6.92267,1.59983,65.16327,42.57879,24.84899,3.68094,-4.9535,8.9546,315.25058,-0.06115,1.30842,0.46601,0
-5.68145,4.46949,1130.80704,820.34347,110.01454,41.19803,-6.35246,10.335,675.61019,3.23806,-0.11396,0.28783,2
-5.24986,2.60662,372.22031,72.18854,16.89993,11.31721,-4.05177,10.17161,481.635,2.37023,-0.28534,-1.16028,1
-4.9815,1.5642,428.00326,148.79329,37.3607,12.36854,-1.3161,8.07796,456.9483,1.75884,1.71467,0.06324,1
-7.16263,0.8168,71.35062,61.40175,10.9627,4.61095,-6.28233,6.25289,280.0,0.52018,0.59911,-0.74377,0
-6.69547,1.69258,178.05891,220.62374,43.10844,11.46723,-6.73842,6.05475,551.39535,0.56954,1.36565,-0.17488,1
-4.53755,15.46329,971.08241,369.47369,148.22071,127.25997,-2.87932,11.98868,478.25712,2.25761,5.81798,0.63603,2
-7.38118,1.01023,30.02079,30.61289,11.48171,1.2708,-5.88396,5.13726,338.33987,0.67181,-0.59532,-1.30616,0
-7.17564,0.88736,92.55298,9.64386,35.65266,3.43694,-4.53713,4.49856,311.5708,-0.27828,0.64359,0.90223,0
-6.30273,2.9945,629.38102,136.71559,59.60603,9.65265,-5.21299,6.87078,320.0,1.48992,1.04199,0.85289,1
-3.20991,12.86828,595.97084,1441.97635,123.10303,193.55561,-2.82468,11.0141,645.12204,2.78471,0.46963,0.07752,2
-7.02548,1.2905,61.69526,29.38639,14.53953,6.60912,-6.82853,4.09695,482.99413,-0.17622,-0.1971,-2.37183,0
-7.84591,0.84959,30.91271,5.93797,28.68932,2.60929,-8.39055,4.38452,377.9408,1.6242,0.80968,2.14366,0
-7.71266,1.48398,16.51361,7.95132,19.57224,3.76918,-7.43805,2.48858,389.4962,1.41208,-1.15584,1.86203,0
-8.13712,1.04059,114.00718,14.02174,19.6942,5.88382,-6.11212,6.96517,280.0,0.80548,0.95168,-2.97973,0
-6.80752,1.02279,2.07638,48.58721,23.36949,3.25678,-5.81534,8.35527,387.9848,2.90253,0.80336,-0.9955,0
-7.48673,0.84274,34.33167,22.7689,16.67588,2.40158,-5.67518,7.67179,363.56662,1.23047,0.5205,1.15611,0
-7.11757,1.02625,58.37423,70.29299,25.99653,2.37198,-6.45235,8.2274,508.5349,0.64229,0.99795,0.7113,0
-4.97452,3.8334,646.34205,685.40217,113.14457,79.958,-4.54545,9.56578,758.56524,1.50828,1.4421,0.82926,2
-7.88207,0.70904,44.53484,13.93041,10.50242,2.12158,-6.35085,3.32897,336.3079,0.84364,0.01599,-0.3974,0
-7.21674,0.88153,80.41176,4.20406,20.6344,4.67497,-4.86563,4.83634,332.38019,0.84646,0.55961,-0.33034,0
-7.0684,1.46451,68.54549,38.43147,33.89197,3.16035,-5.35155,5.08521,409.39833,1.54058,0.56114,3.34599,0
-7.57774,0.81732,270.14869,285.30781,61.31541,28.14475,-7.4476,7.36781,592.2548,0.75966,1.75781,-0.60144,0
-7.84318,0.73864,41.46181,19.69214,30.22589,5.94739,-5.33142,3.47167,381.11328,-1.04426,-0.65294,-0.40761,0
-7.38427,0.95076,67.01338,48.56334,23.49977,4.65552,-9.4662,2.64042,386.56643,0.85153,-1.69721,-2.06919,0
-3.86776,4.08659,867.031,283.78776,75.1122,240.81652,-1.94016,8.2323,756.67019,2.09649,1.14989,-2.00281,2
-7.11681,1.30385,47.4165,75.49984,26.10659,3.33699,-6.38707,10.49153,371.26876,0.90753,-0.22368,1.92655,0
-4.4503,24.17287,483.11218,1202.27861,48.74751,266.40291,-4.19635,7.86025,590.55787,0.95087,6.13327,1.57642,2
-4.60212,6.81318,1413.27166,945.24117,77.28721,81.82999,-0.92509,10.10161,677.38257,2.76765,-1.08628,-0.09371,2
-5.01964,2.14379,169.24557,306.1357,48.42205,25.92345,-2.74777,10.15056,439.62862,3.01554,0.12851,1.1407,1
-8.32359,0.95165,14.29452,1.23075,12.29181,3.13814,-7.32448,3.96203,491.73407,1.42179,1.1021,-0.09075,0
-6.71813,0.98332,25.00456,39.07367,19.25667,4.92972,-6.6509,5.07152,355.12982,1.79979,-0.30789,-1.25026,0
-7.40854,0.62967,60.91458,21.09407,22.30098,1.52977,-5.94344,5.94667,344.41581,0.68111,1.00747,-1.0122,0
-7.44707,0.61154,61.42788,35.6349,23.53019,1.02601,-3.81311,7.61194,282.00085,2.49456,-1.89341,0.08374,0
-7.87957,0.855,7.57845,55.35973,22.68544,3.31147,-4.53016,6.86642,280.0,-0.41118,0.58564,0.25245,0
-7.1828,1.06798,75.42811,14.72861,22.60805,1.41387,-6.69125,7.47759,383.31827,1.17696,0.16706,-0.24439,0
-4.7062,8.97828,636.81708,100.0,57.23064,66.01533,-3.65372,7.79762,614.25527,1.56409,2.71065,2.93067,2
-7.61604,1.15572,40.48929,28.7496,20.68077,5.10733,-4.84897,7.794,352.96344,1.37908,1.26444,-1.62774,0
-7.22181,0.73242,45.92532,53.04616,16.3056,6.26055,-3.76404,6.58072,301.8495,1.88495,-0.87799,1.12042,0
-5.89185,2.82732,507.07804,23.99538,54.21164,22.9794,-3.43798,4.62383,394.1296,1.25639,-0.09981,2.97786,2
-4.86311,7.89891,325.79907,319.82203,94.58036,119.21606,-4.35042,5.4812,533.46527,-0.39526,2.02442,-0.99656,2
-7.09524,1.05421,379.66721,49.34576,46.86349,23.60992,-3.58671,2.44927,349.47557,-0.83205,-0.4876,0.44021,1
-7.18944,1.17901,22.3449,35.37479,22.65872,6.65365,-6.04521,4.28196,305.87346,0.64174,1.34449,-0.88258,0
-6.69286,2.88314,633.35208,100.40485,16.37004,16.93609,-4.7081,6.67312,438.74228,1.33406,1.03498,1.26782,1
-6.68125,1.21031,44.80587,65.94146,27.33393,2.34494,-3.7244,6.42527,387.80681,0.15009,2.0163,0.30913,0
-7.70694,1.40691,506.71277,175.91925,35.88198,16.59622,-6.70321,3.71603,320.0,0.92018,-0.10093,0.19494,1
-7.50633,0.82767,71.36916,12.2607,28.63919,4.34683,-6.89846,8.40429,322.00371,-0.45432,1.12707,-1.17436,0
-6.48638,1.53332,243.29101,243.58188,57.83917,13.851,-4.4541,4.41079,370.33615,0.29185,-1.44482,-1.78549,1
-4.4482,2.42583,559.43807,900.29461,88.06729,111.17315,-4.25677,7.11958,559.94039,0.78023,1.48218,-0.13177,2
-7.72898,2.1413,86.43472,37.57783,17.41065,2.73996,-4.70014,8.33075,503.47944,3.63325,0.86528,-0.01944,0
-4.57747,2.95817,878.82418,364.71506,28.43016,5.80004,-2.1627,10.39089,383.16462,3.24101,0.21428,0.71516,1
-6.18846,3.78502,367.70062,96.38036,72.63519,29.08645,-4.50518,5.9885,629.49087,0.87202,3.20426,0.58504,1
-5.38308,2.50433,413.20469,84.86785,52.36189,13.86566,-5.20711,8.55693,462.36832,3.09197,-1.12466,-1.49741,1
-6.17711,2.16482,581.93189,117.64372,45.37586,19.54159,-5.05459,8.28503,378.71315,1.34699,0.7824,-1.42572,1
-6.03486,8.45673,780.81028,587.74297,48.18816,257.47458,-6.22436,6.41644,599.34725,2.23827,0.41658,0.45689,2
-7.36273,1.05333,49.91003,21.6733,41.47128,8.07424,-5.08991,7.65258,336.7527,1.45143,1.07389,0.85218,0
-4.88947,3.86884,1237.47997,971.46603,123.0575,387.79601,-2.5192,6.81626,585.16528,2.06838,1.7075,0.52965,2
-4.1252,5.19212,275.83376,1035.95723,89.36656,146.41444,-4.69629,9.33613,699.62507,1.235,1.06134,-0.66132,2
-7.34354,0.89203,28.9917,65.39506,22.96367,2.98158,-5.32447,7.78395,370.79683,2.61258,0.38467,-1.18237,0
-6.16179,2.06295,413.11599,378.80482,36.32953,7.70594,-4.66422,11.54235,541.29837,1.06066,-0.55578,-1.98823,1
-7.5585,0.74203,38.49404,26.53816,17.18861,2.63848,-6.54016,7.57076,417.0683,2.7215,-0.31594,-0.155,0
-3.60211,7.97262,1761.59606,676.75664,108.14276,172.16447,-2.7587,8.23031,651.54448,1.20713,0.97104,0.5369,2
-7.87992,1.52951,360.20045,440.18894,78.5264,15.37495,-4.4578,5.59178,545.39009,0.13237,-0.67642,-0.11597,1
-5.19528,11.96472,330.94114,326.33837,70.88732,1062.81274,-4.93469,6.47021,380.0,-0.45538,3.09749,-0.09658,2
-5.94405,1.11267,245.30218,132.10096,55.83051,28.42379,-3.46736,7.18026,489.86972,0.30881,0.84852,1.30365,1
-4.78233,3.88438,786.14145,47.38359,86.32805,12.2844,-3.32537,10.20337,503.80209,1.40124,0.7742,-2.02672,1
-6.98295,4.19073,300.78636,97.16138,42.99926,62.83396,-6.78175,4.48274,471.73323,1.71735,2.91327,1.14556,1
-8.3951,1.02139,13.34546,17.6346,14.11464,2.10061,-5.5262,5.5358,417.6489,-0.54719,-1.83332,-0.05353,0
-6.63199,3.31155,577.65149,282.38278,38.0093,16.36582,-5.12262,5.77833,521.75095,0.22326,0.55039,-0.2896,1
-7.15898,1.63893,326.65898,232.03293,41.08267,17.30871,-7.30381,7.2734,540.31563,1.4632,2.10337,-0.60373,1
-7.21149,0.78805,145.31965,41.03754,20.53788,3.59859,-8.22284,7.62196,402.79749,1.54991,0.32909,-0.25265,0
-4.27609,16.52505,435.70239,1019.81983,100.7266,177.98981,-2.38768,9.59012,446.98534,2.68429,3.48959,-1.08134,2
-6.25933,3.13872,197.67176,275.6947,50.35082,11.87107,-7.08187,5.95294,320.0,0.20172,1.58454,-0.25971,1
-5.35037,3.07057,533.12786,287.44182,49.44883,25.39019,-3.29661,6.04944,488.28265,0.16664,1.48459,-0.29127,1
-3.72103,12.71227,805.08311,1234.82346,153.5921,130.33712,-2.34994,11.19624,507.25681,1.34034,5.29533,0.39673,2
-7.45863,1.49397,167.20271,5.70671,12.51629,3.44601,-4.56518,4.07387,339.55973,0.11171,-0.42961,1.12279,0
-8.02457,0.5821,40.84995,42.28635,30.10928,1.41204,-8.32329,2.2669,280.0,1.0634,2.08434,0.46498,0
-4.63976,1.58563,89.8693,189.21011,70.63914,8.3372,-3.29992,9.30177,425.831,1.01895,-0.51356,-0.28135,1
-6.8657,1.79029,64.06348,48.04757,23.81958,3.15851,-4.50193,12.11991,392.43682,2.96869,1.33473,2.16786,0
-4.90228,7.9117,1178.41366,550.00903,138.42581,256.44707,-3.29802,12.28451,634.74459,1.60045,1.51965,-0.83522,2
-4.46796,13.66028,826.72532,274.92119,134.5135,168.23732,-5.26865,10.22075,589.43889,0.35289,3.07301,1.84848,2
-5.1394,11.85111,868.42891,370.72045,83.70732,161.11858,-2.75899,11.18535,792.18812,1.56369,3.75769,0.34142,2
-4.9998,1.274,866.92438,186.69985,25.99278,9.67688,-3.30217,8.91639,411.07687,-0.29289,0.77867,-2.34575,1
-7.69617,1.51656,13.77035,30.61424,29.42343,1.72047,-5.85739,7.55597,376.18023,0.16057,0.45518,-0.69941,0
-5.27372,1.8873,301.44698,302.82294,26.56226,20.04284,-4.60753,4.23536,459.75372,0.49145,2.60881,0.27784,1
-7.23349,1.08867,58.54073,30.93999,6.5578,3.09803,-6.49492,4.59581,389.83243,1.53314,1.03155,-0.07122,0
-8.03821,2.8864,338.61139,269.39736,63.90708,36.79147,-5.27655,3.31255,579.87677,1.12978,-1.83302,0.75996,1
-4.10536,7.90926,578.02183,174.6495,113.43038,127.58159,-5.58372,8.64915,612.91602,0.73286,2.74435,-1.12826,2
-8.06477,1.50282,21.82301,32.86234,33.14332,3.1505,-6.08566,5.76724,348.59448,3.00936,0.15517,-0.81254,0
-5.23086,5.92684,507.51317,183.59627,112.29695,220.92797,-5.31731,8.40686,591.52764,1.82254,0.41777,-0.07796,2
-4.61717,4.53029,585.76099,868.82067,58.02723,52.90404,-3.78497,8.7239,639.93833,2.63865,1.65999,-0.316,2
-6.40195,4.0357,547.50571,158.36934,46.11779,13.25733,-7.07878,8.37792,466.66972,-0.05643,-0.34114,-0.90899,1
-3.24884,3.60662,504.43506,100.0,86.05813,103.47557,-2.50259,12.13743,488.69058,1.77093,1.07589,-0.26821,2
-7.60977,1.58994,122.90784,60.83438,21.72015,1.89987,-6.03683,5.0446,361.72773,-0.19225,-0.03206,3.10684,0
-7.56818,8.9082,372.3509,237.42937,30.74108,15.75607,-6.6917,6.24728,381.6623,2.13265,1.16612,0.4268,1
-7.2972,1.01555,42.24924,25.8021,22.84106,3.71904,-4.68476,7.16385,301.61911,0.45107,0.39801,-0.2438,0
-6.81314,2.51258,475.43743,538.12245,39.91288,13.95005,-5.34754,3.8516,515.3593,0.15948,-0.07454,0.77238,1
